date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Mar 28,home,San Diego Mesa,L,4-2,4,2,2,win,20190328_f1nk,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
Mar 26,home,San Diego Mesa,W,8-3,8,3,5,win,20190326_vco5,1,1,0,0,9.0,6,3,3,3.00,1,8,,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
Mar 19,home,San Bernardino Valley,L,7-2,7,2,5,win,20190319_dtrn,1,0,1,0,7.0,6,4,1,1.29,4,8,1,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
Mar 5,home,Southwestern,L,5-0,5,0,5,win,20190305_wr9z,1,0,1,0,6.0,6,4,1,1.50,3,4,,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
Feb 26,home,Imperial Valley,W,12-1,12,1,11,win,20190226_nmr1,1,1,0,0,6.2,5,1,1,1.35,1,11,,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
Feb 22,home,Riverside,L,11-6,11,6,5,win,20190222_6vri,0,0,0,0,1.1,2,1,1,6.75,,1,,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
Feb 18,home,Irvine Valley,L,7-0,7,0,7,win,20190218_zef7,1,0,1,0,5.2,5,4,0,0.00,0,5,,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
Feb 8,home,Cerritos,L,3-2,3,2,1,win,20190208_xn8z,1,0,0,0,5.0,5,2,2,3.60,1,3,,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
Feb 6,home,East Los Angeles,W,5-3,5,3,2,win,20190206_wg5e,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
Feb 1,home,Pasadena City,W,5-2,5,2,3,win,20190201_xs8w,1,1,0,0,6.2,6,2,0,0.00,2,9,,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
Jan 29,home,Fullerton,W,6-4,6,4,2,win,20190129_r5sw,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
Jan 26,home,East Los Angeles,L,13-1,13,1,12,win,20190126_ddv7,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
Jan 25,home,LA Harbor,W,7-6,7,6,1,win,20190125_shpa,1,0,0,0,7.0,4,2,1,1.29,4,5,,2019,2018-19,Mt. San Jacinto,mtsanjacinto,stevensilvasstzb,Steven Silvas
