date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 12,home,Santa Rosa,L,2-0,2,0,2,win,20230512_p9a6,1,0,1,0,6.1,3,2,2,2.84,4,2,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
May 6,home,Feather River,L,11-1,11,1,10,win,20230506_q662,1,0,1,0,4.2,5,7,6,11.57,8,6,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Apr 28,home,West Hills Coalinga,W,11-10,11,10,1,win,20230428_07xs,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Apr 25,home,Porterville,W,18-3,18,3,15,win,20230425_oy8j,1,1,0,0,5.0,5,1,1,1.80,4,5,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Apr 20,home,Taft,W,6-4,6,4,2,win,20230420_3xb5,1,1,0,0,6.0,6,4,3,4.50,1,2,1,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Apr 13,home,West Hills Coalinga,W,8-4,8,4,4,win,20230413_xi1h,1,1,0,0,6.0,8,4,4,6.00,3,2,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Apr 5,home,Bakersfield,L,8-1,8,1,7,win,20230405_hbpl,1,0,1,0,4.0,5,4,3,6.75,4,3,1,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Apr 4,home,Bakersfield,W,8-7,8,7,1,win,20230404_azyp,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Apr 1,home,Fresno City,L,7-4,7,4,3,win,20230401_8bo0,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Mar 30,home,Fresno City,L,8-7,8,7,1,win,20230330_gjd0,1,0,0,0,6.2,6,7,4,5.40,3,7,2,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Mar 24,home,Sequoias,L,10-5,10,5,5,win,20230324_kwbu,1,0,0,0,8.0,4,4,1,1.13,3,8,1,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Mar 18,home,Taft,W,6-5,6,5,1,win,20230318_6knt,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Mar 16,home,Taft,W,8-1,8,1,7,win,20230316_cayq,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Mar 9,home,Modesto,W,16-5,16,5,11,win,20230309_nynj,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Mar 8,home,Cabrillo,W,18-3,18,3,15,win,20230308_5k58,1,1,0,0,7.0,2,2,0,0.00,2,11,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Mar 7,home,Modesto,W,22-8,22,8,14,win,20230307_im8l,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Mar 4,home,Porterville,W,16-2,16,2,14,win,20230304_m2hc,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Mar 3,home,Porterville,W,8-2,8,2,6,win,20230303_72h1,1,1,0,0,5.0,4,2,2,3.60,6,3,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Feb 23,home,Merced,W,13-1,13,1,12,win,20230223_61u4,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Feb 22,home,Merced,W,4-2,4,2,2,win,20230222_gz5q,1,1,0,0,7.0,4,2,2,2.57,6,5,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Feb 21,home,Merced,L,10-2,10,2,8,win,20230221_s0ox,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Feb 16,home,Sacramento City,L,6-5,6,5,1,win,20230216_sajm,0,0,0,0,2.1,7,5,5,19.29,,5,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Feb 11,home,Monterey Peninsula,W,7-5,7,5,2,win,20230211_2rhg,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Feb 9,home,Monterey Peninsula,L,9-4,9,4,5,win,20230209_tvhg,1,0,0,0,6.0,4,1,0,0.00,4,9,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Feb 3,home,Santa Ana,W,9-8,9,8,1,win,20230203_6qcd,1,0,0,0,4.0,7,6,6,13.50,2,6,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Jan 31,home,De Anza,W,22-4,22,4,18,win,20230131_xy1j,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
Jan 28,home,De Anza,W,18-10,18,10,8,win,20230128_mksk,1,0,0,0,3.1,1,3,3,8.10,5,6,,2023,2022-23,Reedley,reedley,willgagnon9er9,Will Gagnon
