date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 28,home,El Camino,L,6-1,6,1,5,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
May 27,home,Grossmont,L,4-3,4,3,1,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
May 21,home,Sacramento City,W,5-1,5,1,4,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
May 20,home,Sacramento City,L,4-3,4,3,1,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
May 19,home,Sacramento City,W,5-4,5,4,1,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
May 13,home,Cabrillo,W,8-4,8,4,4,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
May 12,home,Cabrillo,W,5-4,5,4,1,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
May 6,home,Cosumnes River,W,10-9,10,9,1,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
May 6,home,Cosumnes River,W,8-4,8,4,4,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
May 5,home,Cosumnes River,L,10-1,10,1,9,win,20170505_fpqf,0,0,0,0,0.0,,,,0.00,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
Apr 28,home,Hartnell,W,6-3,6,3,3,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
Apr 27,home,Canada,W,5-2,5,2,3,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
Apr 25,home,Cabrillo,W,3-0,3,0,3,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
Apr 22,home,Monterey,W,5-4,5,4,1,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
Apr 20,home,Gavilan,W,13-4,13,4,9,win,20170420_xrgx,0,0,0,0,0.0,,,,0.00,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
Apr 15,home,Skyline,W,7-1,7,1,6,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
Apr 13,home,Hartnell,W,15-7,15,7,8,win,,,,,,,,,,,,,,2017,,Ohlone,ohlone,nicksposetofcax,Nick Sposeto
