date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 18,home,Desert,L,15-2,15,2,13,win,20190418_5r9g,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Apr 16,home,Desert,L,3-0,3,0,3,win,20190416_rjov,1,0,1,0,2.2,1,3,1,3.38,3,0,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Apr 9,home,Southwestern,L,12-7,12,7,5,win,20190409_yynn,1,0,1,0,3.0,2,3,3,9.00,5,2,1,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Apr 2,home,Palomar,L,17-2,17,2,15,win,20190402_ewss,1,0,1,0,2.0,9,10,10,45.00,2,2,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 30,home,San Diego City,W,8-4,8,4,4,win,20190330_ydvx,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 28,home,Grossmont,L,25-15,25,15,10,win,20190328_8j6x,1,0,0,0,0.2,2,6,6,81.00,5,1,1,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 28,home,Grossmont,L,10-6,10,6,4,win,20190328_taon,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 26,home,Grossmont,L,16-1,16,1,15,win,20190326_txgl,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 14,home,San Diego Mesa,W,8-7,8,7,1,win,20190314_nu5h,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 12,home,San Diego Mesa,L,10-4,10,4,6,win,20190312_9sbj,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 7,home,San Bernardino Valley,L,11-3,11,3,8,win,20190307_bdkx,1,0,1,0,3.1,6,6,6,16.20,0,3,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 28,home,Mt. San Jacinto,L,11-3,11,3,8,win,20190228_hi61,1,0,1,0,1.2,1,2,2,10.80,2,2,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 21,home,Compton,W,16-10,16,10,6,win,20190221_ejdz,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 19,home,West LA,L,4-0,4,0,4,win,20190219_p3ys,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 15,home,Cerro Coso,L,13-1,13,1,12,win,20190215_r7jj,1,0,1,0,6.0,8,11,9,13.50,6,4,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 12,home,Victor Valley,L,6-1,6,1,5,win,20190212_3o0y,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 8,home,Cerro Coso,L,7-3,7,3,4,win,20190208_zzka,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 6,home,Victor Valley,L,10-6,10,6,4,win,20190206_18ka,1,0,0,0,7.2,13,9,7,8.22,6,9,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Jan 31,home,Barstow,L,9-1,9,1,8,win,20190131_9v8m,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Jan 26,home,LA Valley,L,15-6,15,6,9,win,20190126_vp90,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
