date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 28,home,LA Valley,W,6-3,6,3,3,win,20170428_5fjs,0,0,0,0,0.0,,,,0.00,,,,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
Apr 27,home,Bakersfield,W,7-6,7,6,1,win,20170427_qka7,0,0,0,0,0.0,,,,0.00,,,,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
Apr 25,home,LA Pierce,L,15-11,15,11,4,win,20170425_vwaj,1,0,0,0,6.0,9,4,4,6.00,2,3,,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
Apr 22,home,LA Mission,L,15-3,15,3,12,win,,,,,,,,,,,,,,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
Apr 18,home,LA Valley,W,6-3,6,3,3,win,20170418_i374,1,1,0,0,7.0,6,1,1,1.29,2,6,,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
Apr 15,home,Antelope Valley,W,10-2,10,2,8,win,,,,,,,,,,,,,,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
Apr 13,home,Antelope Valley,W,7-6,7,6,1,win,,,,,,,,,,,,,,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
Apr 11,home,Grossmont,L,19-11,19,11,8,win,20170411_76mi,1,0,1,0,1.0,3,6,6,54.00,4,2,1,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
Apr 7,home,LA Valley,W,14-8,14,8,6,win,20170407_mrja,0,0,0,0,0.0,,,,0.00,,,,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
Apr 6,home,LA Valley,L,7-3,7,3,4,win,,,,,,,,,,,,,,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
Apr 4,home,Bakersfield,L,4-2,4,2,2,win,,,,,,,,,,,,,,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
Apr 1,home,Bakersfield,L,6-5,6,5,1,win,20170401_ychc,1,0,0,0,8.0,10,5,5,5.63,3,6,,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
Mar 30,home,Bakersfield,L,6-2,6,2,4,win,,,,,,,,,,,,,,2017,,West LA,westla,jaggeracostao2vd,Jagger Acosta
