date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 2,home,Feather River,L,9-6,9,6,3,win,20150502_2nzi,0,0,0,0,2.0,2,2,1,4.50,3,,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Apr 21,home,Laney,L,16-5,16,5,11,win,20150421_zwga,0,0,0,0,1.2,2,4,,0.00,1,1,1,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Apr 17,home,Contra Costa,W,6-1,6,1,5,win,20150417_3v88,0,0,0,0,3.0,2,,,0.00,,2,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Apr 7,home,Los Medanos,W,8-3,8,3,5,win,20150407_vmgz,0,1,0,0,3.2,2,1,0,0.00,2,3,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Mar 28,home,Napa,W,4-0,4,0,4,win,20150328_lkac,0,0,0,0,0.0,,,,0.00,1,,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Mar 21,home,Contra Costa,W,9-7,9,7,2,win,20150321_lxgw,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Mar 19,home,Contra Costa,W,16-13,16,13,3,win,20150319_fbyd,1,0,0,0,1.1,4,6,6,40.50,3,2,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Mar 14,home,Mendocino,L,7-6,7,6,1,win,20150314_g0a9,0,0,0,0,1.0,,,,0.00,1,1,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Mar 12,home,Yuba,L,8-1,8,1,7,win,20150312_tfej,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Mar 5,home,Solano,L,8-3,8,3,5,win,20150305_95dr,1,0,1,0,5.0,6,5,3,5.40,0,0,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Mar 3,home,Marin,L,6-3,6,3,3,win,20150303_70sg,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Feb 28,home,Marin,W,7-1,7,1,6,win,20150228_ndg2,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Feb 26,home,Los Medanos,W,6-4,6,4,2,win,20150226_p1fp,1,0,0,0,5.0,3,2,0,0.00,2,6,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Feb 20,home,Monterey,L,9-3,9,3,6,win,20150220_74t6,1,0,1,0,3.2,3,2,2,4.91,5,6,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Feb 17,home,Gavilan,W,6-1,6,1,5,win,20150217_vmww,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Feb 14,home,Gavilan,W,13-4,13,4,9,win,20150214_torj,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Feb 13,home,Gavilan,L,6-0,6,0,6,win,20150213_wmh8,1,0,1,0,3.1,4,5,5,13.50,4,1,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Feb 7,home,Taft,L,17-4,17,4,13,win,20150207_mju4,1,0,1,0,1.1,3,4,3,20.25,3,1,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Jan 31,home,Butte,W,7-2,7,2,5,win,20150131_nt7f,1,1,0,0,5.0,3,0,0,0.00,0,4,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
Jan 27,home,Shasta,W,5-4,5,4,1,win,20150127_hrxj,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Folsom Lake,folsomlake,andrewschantzi60q,Andrew Schantz
