date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 6,home,LA Mission,L,6-0,6,0,6,win,20170506_k1ue,0,0,0,0,7.0,5,3,3,3.86,,5,1,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Apr 28,home,Southwestern,W,6-4,6,4,2,win,20170428_m9s1,0,1,0,0,2.0,2,1,,0.00,,2,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Apr 13,home,Desert,W,6-3,6,3,3,win,20170413_sftz,0,0,0,1,1.0,1,,,0.00,1,,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Apr 11,home,Desert,W,19-4,19,4,15,win,20170411_7ltf,0,0,0,0,1.0,,,,0.00,,,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Apr 6,home,San Diego Mesa,W,13-4,13,4,9,win,20170406_88qm,0,0,0,1,3.1,5,,,0.00,2,,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Mar 31,home,LA Valley,W,10-2,10,2,8,win,20170331_oud6,0,0,0,0,1.0,3,2,2,18.00,,1,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Mar 24,home,Imperial Valley,W,14-2,14,2,12,win,20170324_jiui,1,0,0,0,4.0,0,1,1,2.25,2,3,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Mar 14,home,San Diego City,W,8-3,8,3,5,win,20170314_s9tx,0,0,0,0,2.2,,,,0.00,,,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Mar 9,home,San Bernardino,W,8-4,8,4,4,win,20170309_83x3,0,0,0,0,2.0,2,,,0.00,,1,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Mar 4,home,Mt. San Jacinto,W,11-1,11,1,10,win,20170304_k97y,0,1,0,0,2.0,1,,,0.00,,2,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Mar 2,home,Mt. San Jacinto,W,12-0,12,0,12,win,20170302_zttj,0,0,0,0,1.0,,,,0.00,,,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Feb 24,home,Sacramento City,L,6-5,6,5,1,win,20170224_6te1,0,0,0,0,1.1,2,1,1,6.75,2,1,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Feb 15,home,Riverside,W,6-1,6,1,5,win,20170215_mcrq,0,0,0,1,1.2,2,0,0,0.00,0,1,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Feb 10,home,Orange Coast,L,8-7,8,7,1,win,20170210_efqt,0,0,1,0,1.0,2,2,2,18.00,3,2,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Feb 9,home,Fullerton,W,6-1,6,1,5,win,20170209_l27b,0,0,0,1,3.0,,,,0.00,1,2,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Feb 3,home,Irvine Valley,L,5-1,5,1,4,win,20170203_b9vx,0,0,0,0,3.2,4,3,3,7.36,1,4,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
Jan 27,home,Golden West,W,8-1,8,1,7,win,20170127_eviz,0,0,0,0,2.0,2,1,1,4.50,,,,2017,2016-17,Palomar,palomar,kevinpalmnas4,Kevin Palm
