date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 29,home,Moorpark,W,10-4,10,4,6,win,20210529_ybvj,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
May 29,home,Moorpark,W,13-6,13,6,7,win,20210529_93mb,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
May 27,home,Moorpark,L,5-2,5,2,3,win,20210527_esff,1,0,1,0,7.0,7,5,4,5.14,1,9,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
May 27,home,Moorpark,L,4-3,4,3,1,win,20210527_fdkx,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
May 22,home,Bakersfield,W,7-2,7,2,5,win,20210522_3ock,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
May 20,home,Bakersfield,W,5-4,5,4,1,win,20210520_762u,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
May 20,home,Bakersfield,W,9-3,9,3,6,win,20210520_q2zr,1,1,0,0,6.0,5,2,2,3.00,1,5,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
May 6,home,Ventura,W,8-0,8,0,8,win,20210506_gd9a,1,1,0,0,6.0,5,0,0,0.00,2,4,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
May 1,home,Oxnard,W,3-1,3,1,2,win,20210501_66cd,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
Apr 29,home,Oxnard,W,13-1,13,1,12,win,20210429_6v3n,1,1,0,0,6.0,3,1,1,1.50,1,7,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
Apr 22,home,Cuesta,W,16-6,16,6,10,win,20210422_o636,1,1,0,0,5.0,8,6,6,10.80,1,5,2,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
Apr 17,home,Ventura,L,10-7,10,7,3,win,20210417_s0o0,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
Apr 17,home,Ventura,L,5-4,5,4,1,win,20210417_gtf6,0,0,0,0,0.2,,,,0.00,1,,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
Apr 13,home,Cuesta,W,8-1,8,1,7,win,20210413_fp47,1,1,0,0,6.0,5,0,0,0.00,1,10,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
Apr 11,home,Mt. San Jacinto,L,15-11,15,11,4,win,20210411_exme,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia
