date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 27,home,El Camino,L,10-0,10,0,10,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Apr 26,home,El Camino,L,13-1,13,1,12,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Apr 24,home,El Camino,L,15-0,15,0,15,win,20180424_n3l5,1,0,1,0,4.0,6,5,4,9.00,2,3,2,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Apr 21,home,LA Harbor,L,13-10,13,10,3,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Apr 19,home,LA Harbor,L,11-7,11,7,4,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Apr 17,home,LA Harbor,L,18-9,18,9,9,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Apr 12,home,Mt. San Antonio,L,13-5,13,5,8,win,20180412_4bu1,0,0,0,0,4.0,2,,,0.00,2,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Apr 10,home,Mt. San Antonio,L,15-2,15,2,13,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Apr 7,home,Cerritos,L,11-0,11,0,11,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Apr 6,home,Pasadena City,L,4-3,4,3,1,win,20180406_uyot,1,0,0,0,6.0,7,2,1,1.50,1,2,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Apr 5,home,Cerritos,L,4-1,4,1,3,win,20180405_591h,0,0,0,0,0.0,,,,0.00,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Apr 3,home,Cerritos,L,19-5,19,5,14,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 31,home,West Hills Coalinga,W,5-4,5,4,1,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 31,home,West Hills Coalinga,W,2-1,2,1,1,win,20180331_xwsm,0,0,0,0,0.0,,,,0.00,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 29,home,Taft,W,5-2,5,2,3,win,20180329_t4da,0,0,0,0,0.0,,,,0.00,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 27,home,Fullerton,L,10-3,10,3,7,win,20180327_0gb8,0,0,0,0,0.0,,,,0.00,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 24,home,Long Beach,L,10-8,10,8,2,win,20180324_0dvk,0,0,0,0,0.0,,,,0.00,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 24,home,Long Beach,L,21-1,21,1,20,win,20180324_y1gu,0,0,0,0,0.0,,,,0.00,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 20,home,Long Beach,L,10-9,10,9,1,win,20180320_bgg7,0,0,0,0,0.0,,,,0.00,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 19,home,Pasadena City,L,7-6,7,6,1,win,20180319_9nlo,0,0,0,0,0.0,,,,0.00,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 13,home,East Los Angeles,L,11-1,11,1,10,win,20180313_738r,0,0,0,0,0.0,,,,0.00,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 12,home,East Los Angeles,L,6-1,6,1,5,win,20180312_od5q,0,0,0,0,0.0,,,,0.00,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 8,home,Chaffey,L,6-5,6,5,1,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 6,home,Chaffey,L,5-1,5,1,4,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 5,home,Rio Hondo,L,6-3,6,3,3,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Mar 1,home,Rio Hondo,W,6-4,6,4,2,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Feb 28,home,Porterville,W,8-4,8,4,4,win,20180228_kaqe,1,1,0,0,6.2,9,4,3,4.05,2,3,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Feb 24,home,Saddleback,L,22-1,22,1,21,win,20180224_t41e,0,0,0,0,0.0,,,,0.00,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Feb 22,home,Imperial Valley,W,10-6,10,6,4,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Feb 22,home,Imperial Valley,W,6-0,6,0,6,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Feb 20,home,San Bernardino Valley,L,6-5,6,5,1,win,20180220_gziy,1,0,1,0,5.0,10,6,5,9.00,1,2,1,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
Feb 17,home,Grossmont,W,8-5,8,5,3,win,,,,,,,,,,,,,,2018,,Compton,compton,josemontalvo0lku,Jose Montalvo
