date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 26,home,Glendale,L,9-1,9,1,8,win,20160426_vzho,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Apr 23,home,Citrus,L,3-2,3,2,1,win,20160423_engl,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Apr 21,home,Citrus,L,16-11,16,11,5,win,20160421_hfyp,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Apr 19,home,Citrus,L,4-1,4,1,3,win,20160419_2riz,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Apr 16,home,Antelope Valley,L,5-4,5,4,1,win,20160416_d239,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Apr 14,home,Antelope Valley,L,14-4,14,4,10,win,20160414_c96y,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Apr 12,home,Antelope Valley,L,6-2,6,2,4,win,20160412_z6rz,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Apr 9,home,Bakersfield,L,2-0,2,0,2,win,20160409_uayj,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Apr 7,home,Bakersfield,L,13-7,13,7,6,win,20160407_gvw8,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Apr 5,home,Bakersfield,W,11-1,11,1,10,win,20160405_bco9,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Apr 2,home,Canyons,L,18-7,18,7,11,win,20160402_dfda,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Mar 31,home,Canyons,L,14-8,14,8,6,win,20160331_4x0c,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Mar 29,home,Canyons,L,15-1,15,1,14,win,20160329_hgt4,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Mar 18,home,LA Mission,L,7-4,7,4,3,win,20160318_glnn,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Mar 17,home,LA Mission,W,17-14,17,14,3,win,20160317_3ua9,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Mar 15,home,LA Mission,L,7-6,7,6,1,win,20160315_cu43,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Mar 12,home,LA Valley,W,9-4,9,4,5,win,20160312_8fiq,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Mar 10,home,LA Valley,W,5-4,5,4,1,win,20160310_qdr1,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Mar 8,home,LA Valley,L,13-4,13,4,9,win,20160308_mso3,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Mar 3,home,Barstow,W,6-5,6,5,1,win,20160303_h2w6,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Feb 19,home,San Diego City,W,13-7,13,7,6,win,20160219_6hzc,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Feb 16,home,Taft,L,10-3,10,3,7,win,20160216_ypyh,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Feb 11,home,Pasadena City,L,16-10,16,10,6,win,20160211_jtai,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Feb 9,home,El Camino-Compton Center,W,8-6,8,6,2,win,20160209_kdaj,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Feb 6,home,Riverside,L,8-7,8,7,1,win,20160206_3cs1,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Feb 4,home,Irvine Valley,W,8-5,8,5,3,win,20160204_dlmk,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Jan 30,home,Pasadena City,L,14-2,14,2,12,win,20160130_kfkj,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
Jan 29,home,Imperial Valley,W,6-3,6,3,3,win,20160129_33bn,0,0,0,0,0.0,,,,0.00,,,,2016,,West LA,westla,andrewfigueroadqmj,Andrew Figueroa
