date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 6,home,El Camino,L,4-1,4,1,3,win,20120506_dzm0,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
May 5,home,El Camino,L,8-6,8,6,2,win,20120505_5kjs,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
Apr 27,home,Palomar,L,5-1,5,1,4,win,20120427_ydmj,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
Apr 24,home,Grossmont,W,14-3,14,3,11,win,20120424_0cww,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
Apr 5,home,Grossmont,W,6-0,6,0,6,win,20120405_fcyb,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
Mar 30,home,Imperial Valley,W,7-3,7,3,4,win,20120330_hjw7,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
Mar 29,home,Imperial Valley,W,9-1,9,1,8,win,20120329_q1yt,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
Mar 21,home,San Diego City,W,7-0,7,0,7,win,20120321_hxtq,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
Mar 16,home,San Diego Mesa,W,6-0,6,0,6,win,20120316_thmg,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
Mar 15,home,San Diego Mesa,L,6-4,6,4,2,win,20120315_usag,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
Mar 13,home,San Diego Mesa,L,3-1,3,1,2,win,20120313_0xvx,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
Feb 21,home,Irvine Valley,L,14-3,14,3,11,win,20120221_krko,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
Feb 11,home,West LA,W,15-2,15,2,13,win,20120211_qu5x,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
Feb 10,home,Chaffey,W,4-1,4,1,3,win,20120210_zndd,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Southwestern,southwestern,kennywainesq5q4,Kenny Waines
