date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 29,home,Cerritos,L,6-2,6,2,4,win,,,,,,,,,,,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Apr 28,home,Cerritos,W,19-6,19,6,13,win,,,,,,,,,,,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Apr 26,home,Cerritos,W,9-6,9,6,3,win,,,,,,,,,,,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Apr 23,home,Long Beach,L,7-3,7,3,4,win,,,,,,,,,,,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Apr 21,home,Long Beach,L,5-4,5,4,1,win,20160421_yuz9,0,0,0,0,0.0,,,,0.00,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Apr 19,home,Long Beach,L,9-3,9,3,6,win,,,,,,,,,,,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Apr 16,home,El Camino,L,10-3,10,3,7,win,,,,,,,,,,,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Apr 14,home,El Camino,L,8-2,8,2,6,win,,,,,,,,,,,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Apr 12,home,El Camino,L,16-8,16,8,8,win,,,,,,,,,,,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Apr 11,home,El Camino-Compton Center,L,5-4,5,4,1,win,,,,,,,,,,,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Apr 6,home,El Camino-Compton Center,W,6-0,6,0,6,win,20160406_xrjy,0,0,0,0,0.0,,,,0.00,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Apr 5,home,El Camino-Compton Center,W,5-3,5,3,2,win,20160405_28en,0,0,0,0,0.0,,,,0.00,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Apr 2,home,Pasadena City,W,5-4,5,4,1,win,20160402_8o2z,0,0,0,0,0.0,,,,0.00,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Mar 31,home,Pasadena City,L,10-5,10,5,5,win,20160331_nwzl,0,0,0,0,0.0,,,,0.00,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Mar 29,home,Pasadena City,W,12-6,12,6,6,win,20160329_pbr3,0,0,0,0,0.0,,,,0.00,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
Mar 24,home,Irvine Valley,L,5-4,5,4,1,win,,,,,,,,,,,,,,2016,,LA Harbor,laharbor,danielcobosc96l,Daniel Cobos
