date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 14,home,American River,L,4-2,4,2,2,win,20150414_3erk,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Apr 9,home,Modesto,W,5-4,5,4,1,win,20150409_40tk,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Mar 26,home,Sacramento City,W,2-1,2,1,1,win,20150326_ivv6,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Mar 19,home,Diablo Valley,L,4-2,4,2,2,win,20150319_t8vw,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Mar 17,home,Diablo Valley,W,7-3,7,3,4,win,20150317_da0f,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Mar 14,home,Cosumnes River,W,6-5,6,5,1,win,20150314_rzuy,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Mar 12,home,Cosumnes River,L,7-1,7,1,6,win,20150312_1qp3,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Mar 10,home,Cosumnes River,L,8-5,8,5,3,win,20150310_q844,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Mar 5,home,Sacramento City,W,10-6,10,6,4,win,20150305_q4cf,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Feb 21,home,Chabot,W,9-4,9,4,5,win,20150221_fte9,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Feb 12,home,Folsom Lake,L,3-2,3,2,1,win,20150212_hgh9,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Feb 10,home,Reedley,W,3-1,3,1,2,win,20150210_ej9r,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Jan 31,home,Canada,L,17-6,17,6,11,win,20150131_kf6f,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
Jan 30,home,San Mateo,W,6-1,6,1,5,win,20150130_3s9s,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Sierra,sierra,chancequilling8qjg,Chance Quilling
