date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 4,home,San Joaquin  Delta,L,5-0,5,0,5,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
May 3,home,San Joaquin  Delta,L,8-3,8,3,5,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Apr 25,home,Hartnell,W,7-1,7,1,6,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Apr 23,home,Skyline,W,8-4,8,4,4,win,20130423_gbbq,0,0,0,0,0.0,,,,0.00,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Apr 20,home,Canada,W,10-7,10,7,3,win,20130420_cf8h,0,0,0,0,0.0,,,,0.00,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Apr 18,home,Ohlone,W,4-2,4,2,2,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Apr 16,home,San Francisco,W,5-1,5,1,4,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Apr 13,home,Cabrillo,W,4-0,4,0,4,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Apr 11,home,Gavilan,W,9-6,9,6,3,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Apr 9,home,De Anza,L,16-11,16,11,5,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Apr 6,home,Skyline,W,6-4,6,4,2,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Apr 4,home,Canada,L,7-1,7,1,6,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Apr 2,home,San Mateo,L,8-1,8,1,7,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Mar 30,home,Cabrillo,L,5-1,5,1,4,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Mar 28,home,Hartnell,L,7-6,7,6,1,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Mar 26,home,Chabot,L,7-3,7,3,4,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Mar 23,home,Ohlone,W,18-8,18,8,10,win,20130323_m3t2,0,0,0,0,0.0,,,,0.00,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Mar 21,home,Gavilan,W,6-1,6,1,5,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Mar 16,home,Ohlone,L,5-2,5,2,3,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Mar 14,home,West Valley,W,4-3,4,3,1,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Mar 12,home,Mission,L,10-7,10,7,3,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Mar 9,home,Gavilan,L,2-1,2,1,1,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Mar 7,home,Skyline,W,7-0,7,0,7,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Mar 5,home,Hartnell,W,6-5,6,5,1,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Mar 1,home,Cuesta,L,6-3,6,3,3,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 28,home,Cabrillo,L,11-1,11,1,10,win,20130228_456q,0,0,0,0,0.0,,,,0.00,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 26,home,Canada,W,13-11,13,11,2,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 23,home,Siskiyous,W,3-1,3,1,2,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 22,home,Siskiyous,W,6-2,6,2,4,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 22,home,Siskiyous,W,6-4,6,4,2,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 16,home,Taft,W,10-6,10,6,4,win,20130216_31kz,1,0,0,0,2.1,6,4,4,15.43,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 16,home,Taft,W,9-7,9,7,2,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 15,home,Taft,W,10-8,10,8,2,win,20130215_mmne,0,0,0,0,0.0,,,,0.00,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 12,home,Marin,W,3-0,3,0,3,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 9,home,Laney,W,5-4,5,4,1,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 7,home,De Anza,L,8-6,8,6,2,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 5,home,De Anza,W,4-3,4,3,1,win,,,,,,,,,,,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
Feb 1,home,San Joaquin  Delta,L,7-4,7,4,3,win,20130201_e5cc,0,0,0,0,0.0,,,,0.00,,,,2013,,Monterey,monterey,zakkaohuz20s,Zak Kaohu
