date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Mar 9,home,Ventura,W,2-1,2,1,1,win,20200309_mtuk,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
Mar 7,home,Compton,W,5-2,5,2,3,win,20200307_33lv,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
Mar 5,home,Compton,W,3-2,3,2,1,win,20200305_8mmt,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
Mar 3,home,Compton,W,5-1,5,1,4,win,20200303_4oti,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
Feb 29,home,Long Beach,L,13-1,13,1,12,win,20200229_8z80,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
Feb 25,home,Long Beach,L,5-2,5,2,3,win,20200225_ftus,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
Feb 20,home,Pasadena City,W,7-6,7,6,1,win,20200220_a2so,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
Feb 15,home,Victor Valley,W,18-5,18,5,13,win,20200215_eezk,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
Feb 13,home,Merced,L,22-2,22,2,20,win,20200213_lyy4,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
Feb 11,home,Barstow,W,8-5,8,5,3,win,20200211_hkjm,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
Jan 30,home,Citrus,L,13-3,13,3,10,win,20200130_951j,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
Jan 28,home,Victor Valley,W,15-1,15,1,14,win,20200128_fuz4,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
Jan 25,home,Antelope Valley,W,15-3,15,3,12,win,20200125_7qjk,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Rio Hondo,riohondo,travisdickesy22j,Travis Dickes
