date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 24,home,Mt. San Jacinto,W,6-3,6,3,3,win,20150424_011h,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Apr 23,home,Mt. San Jacinto,L,2-1,2,1,1,win,20150423_gkne,1,0,1,0,5.0,6,2,2,3.60,2,7,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Apr 21,home,Mt. San Jacinto,W,13-7,13,7,6,win,20150421_yxtq,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Apr 17,home,Imperial Valley,W,7-0,7,0,7,win,20150417_7oj3,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Apr 16,home,Imperial Valley,W,7-6,7,6,1,win,20150416_34ea,0,0,0,0,3.0,4,1,1,3.00,1,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Apr 10,home,Grossmont,L,6-2,6,2,4,win,20150410_k39j,1,0,1,0,5.0,4,6,6,10.80,2,4,1,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Apr 9,home,Grossmont,W,6-5,6,5,1,win,20150409_ybwt,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Apr 7,home,Grossmont,L,7-2,7,2,5,win,20150407_pozz,1,0,1,0,2.2,5,5,5,16.88,0,1,2,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Mar 27,home,San Diego Mesa,L,4-2,4,2,2,win,20150327_2fv8,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Mar 24,home,San Diego Mesa,L,14-8,14,8,6,win,20150324_s8je,1,0,1,0,6.0,11,8,4,6.00,2,3,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Mar 21,home,Southwestern,L,3-2,3,2,1,win,20150321_gb20,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Mar 19,home,Southwestern,L,7-3,7,3,4,win,20150319_lrjy,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Mar 17,home,Southwestern,L,6-3,6,3,3,win,20150317_ahu2,1,0,1,0,7.0,9,5,5,6.43,3,3,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Mar 14,home,Palomar,L,10-6,10,6,4,win,20150314_j07u,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Mar 10,home,Palomar,L,1-0,1,0,1,win,20150310_z920,1,0,1,0,8.0,3,1,1,1.13,3,7,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Mar 7,home,Mt. San Jacinto,L,12-2,12,2,10,win,20150307_k2nd,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Mar 5,home,Imperial Valley,L,5-3,5,3,2,win,20150305_jl50,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Mar 4,home,Grossmont,L,10-2,10,2,8,win,20150304_hnvp,1,0,1,0,7.0,7,3,3,3.86,3,5,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Feb 26,home,San Diego Mesa,W,4-3,4,3,1,win,20150226_n4yt,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Feb 24,home,Southwestern,W,6-0,6,0,6,win,20150224_nils,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Feb 21,home,Palomar,L,8-1,8,1,7,win,20150221_fivs,1,0,1,0,7.0,7,6,4,5.14,1,3,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Feb 19,home,West LA,W,2-1,2,1,1,win,20150219_r9hh,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Feb 17,home,Irvine Valley,W,6-1,6,1,5,win,20150217_e72u,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Feb 14,home,El Camino-Compton Center,L,6-3,6,3,3,win,20150214_c86d,1,0,1,0,7.0,7,3,1,1.29,1,5,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Feb 7,home,Irvine Valley,W,3-2,3,2,1,win,20150207_wzo2,0,1,0,0,2.0,,,,0.00,1,3,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Feb 6,home,Cerro Coso,W,6-1,6,1,5,win,20150206_cahu,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Feb 3,home,West LA,W,4-3,4,3,1,win,20150203_c3ar,1,0,0,0,8.1,7,3,3,3.24,2,8,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
Jan 31,home,Saddleback,L,8-0,8,0,8,win,20150131_6ct2,0,0,0,0,0.0,,,,0.00,,,,2015,,San Diego City,sandiego,christianbroussardvokr,Christian Broussard
