date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 14,home,Chaffey,L,13-3,13,3,10,win,20170414_p2wd,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Apr 13,home,Barstow,L,14-7,14,7,7,win,20170413_szn8,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Apr 4,home,Reedley,W,9-3,9,3,6,win,20170404_ib7f,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 30,home,Taft,W,4-2,4,2,2,win,20170330_a24u,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 28,home,Taft,W,6-4,6,4,2,win,20170328_lpsf,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 25,home,Sequoias,L,9-4,9,4,5,win,20170325_tet0,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 24,home,Sequoias,W,9-5,9,5,4,win,20170324_jq3k,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 21,home,Sequoias,L,17-8,17,8,9,win,20170321_4dah,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 18,home,West Hills Coalinga,W,27-7,27,7,20,win,20170318_d4y5,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 17,home,West Hills Coalinga,L,17-9,17,9,8,win,20170317_cbga,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 14,home,West Hills Coalinga,L,8-7,8,7,1,win,20170314_pjk0,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 10,home,Fresno City,L,7-2,7,2,5,win,20170310_6en8,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 7,home,Fresno City,L,12-5,12,5,7,win,20170307_ltc3,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 4,home,Victor Valley,W,22-12,22,12,10,win,20170304_gz1z,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 2,home,Victor Valley,W,11-6,11,6,5,win,20170302_3wow,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Mar 1,home,Santa Barbara,L,12-5,12,5,7,win,20170301_dd4n,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Feb 25,home,Antelope Valley,W,15-6,15,6,9,win,20170225_66yd,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Feb 25,home,Antelope Valley,W,31-3,31,3,28,win,20170225_8fu0,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Feb 23,home,Antelope Valley,W,15-10,15,10,5,win,20170223_dveh,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Feb 16,home,Imperial Valley,L,6-3,6,3,3,win,20170216_x4d6,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
Feb 13,home,LA Harbor,W,15-14,15,14,1,win,20170213_rj31,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,Cerro Coso,cerrocoso,bryanfuentesbako,Bryan Fuentes
