date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 27,home,San Mateo,L,14-4,14,4,10,win,20170427_yqnt,1,0,0,0,2.0,2,4,4,18.00,4,1,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Apr 22,home,West Valley,W,8-6,8,6,2,win,20170422_ymhv,1,0,0,0,6.0,11,5,4,6.00,1,1,1,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Apr 18,home,Chabot,L,9-1,9,1,8,win,20170418_xrmh,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Apr 11,home,Mission,W,4-3,4,3,1,win,20170411_as2u,0,0,0,1,3.2,1,,,0.00,1,3,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Apr 8,home,Cabrillo,L,1-0,1,0,1,win,20170408_t0jz,0,0,0,0,1.2,,,,0.00,,2,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Mar 30,home,De Anza,L,6-3,6,3,3,win,20170330_t0v6,0,0,1,0,6.0,6,4,4,6.00,0,2,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Mar 25,home,San Mateo,L,9-0,9,0,9,win,20170325_3bb5,0,0,0,0,0.1,2,,,0.00,,,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Mar 21,home,West Valley,L,9-8,9,8,1,win,20170321_gusl,0,0,1,0,1.0,2,2,2,18.00,1,1,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Mar 16,home,Chabot,W,9-3,9,3,6,win,20170316_g7vy,0,0,0,0,1.0,1,0,0,0.00,0,2,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Mar 14,home,Mission,L,6-5,6,5,1,win,20170314_sxw4,0,0,1,0,4.0,3,2,2,4.50,2,1,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Mar 9,home,De Anza,L,2-0,2,0,2,win,20170309_8cik,0,0,0,0,2.0,1,0,0,0.00,1,2,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Mar 3,home,Skyline,W,6-5,6,5,1,win,20170303_y75k,0,1,0,0,5.1,4,1,1,1.69,3,4,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Feb 24,home,Contra Costa,L,8-7,8,7,1,win,20170224_zqcd,0,0,0,0,7.2,7,1,1,1.17,2,5,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Feb 13,home,Napa,W,9-4,9,4,5,win,20170213_y8ix,0,0,0,1,2.0,3,1,1,4.50,1,3,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Jan 31,home,Laney,L,15-8,15,8,7,win,20170131_7u06,1,0,1,0,1.0,3,4,2,18.00,1,0,1,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
Jan 27,home,Sierra,L,3-1,3,1,2,win,20170127_myu8,0,0,0,0,2.0,,,,0.00,,3,,2017,2016-17,San Francisco,sanfrancisco,jessepalafoxz49z,Jesse Palafox
