date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 7,home,Riverside,L,9-5,9,5,4,win,20220507_58qz,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Apr 28,home,Southwestern,L,2-1,2,1,1,win,20220428_dwul,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Apr 26,home,Southwestern,W,8-6,8,6,2,win,20220426_pe7h,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Apr 23,home,Palomar,L,15-8,15,8,7,win,20220423_2s3s,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Apr 21,home,Palomar,L,7-6,7,6,1,win,20220421_v4zk,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Apr 19,home,Palomar,L,12-10,12,10,2,win,20220419_x77h,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Apr 14,home,San Diego City,W,16-7,16,7,9,win,20220414_t4m5,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Apr 12,home,San Diego City,W,6-4,6,4,2,win,20220412_ruq1,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Apr 9,home,San Diego Mesa,W,8-7,8,7,1,win,20220409_5soq,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Apr 7,home,San Diego Mesa,W,6-5,6,5,1,win,20220407_drib,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Apr 5,home,San Diego Mesa,W,10-8,10,8,2,win,20220405_ji79,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Apr 2,home,Imperial Valley,W,10-2,10,2,8,win,20220402_wbyw,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Mar 31,home,Imperial Valley,W,16-0,16,0,16,win,20220331_ikan,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Mar 24,home,Southwestern,W,7-3,7,3,4,win,20220324_zwyi,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Mar 22,home,Southwestern,W,6-4,6,4,2,win,20220322_j2tq,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Mar 19,home,Palomar,L,20-11,20,11,9,win,20220319_akki,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Mar 17,home,Palomar,L,11-2,11,2,9,win,20220317_1z8q,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Mar 15,home,San Diego City,W,7-6,7,6,1,win,20220315_bck3,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
Mar 12,home,San Diego City,W,10-5,10,5,5,win,20220312_szrr,0,0,0,0,0.0,,,,0.00,,,,2022,,Grossmont,grossmont,noahlane1jng,Noah Lane
