date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 29,home,Barstow,W,12-5,12,5,7,win,20220429_hnqt,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Apr 28,home,Barstow,W,26-0,26,0,26,win,20220428_ophu,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Apr 28,home,Barstow,W,9-1,9,1,8,win,20220428_1vd4,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Apr 26,home,Barstow,W,11-1,11,1,10,win,20220426_qdpf,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Apr 15,home,Desert,L,8-6,8,6,2,win,20220415_stxd,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Apr 14,home,Desert,L,11-5,11,5,6,win,20220414_gc41,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Apr 12,home,Desert,L,8-4,8,4,4,win,20220412_x94g,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Apr 9,home,Cerro Coso,L,9-5,9,5,4,win,20220409_3oks,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Mar 17,home,Chaffey,W,12-8,12,8,4,win,20220317_qos6,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Mar 15,home,Chaffey,L,11-10,11,10,1,win,20220315_29l4,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Mar 10,home,Victor Valley,W,13-1,13,1,12,win,20220310_jw9w,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Mar 8,home,Desert,L,18-2,18,2,16,win,20220308_n05x,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Mar 5,home,Cerro Coso,W,12-8,12,8,4,win,20220305_3z1n,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Mar 3,home,Citrus,W,7-2,7,2,5,win,20220303_4iee,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Mar 1,home,San Bernardino Valley,L,18-12,18,12,6,win,20220301_pq0t,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Feb 26,home,Chaffey,L,10-2,10,2,8,win,20220226_dp9o,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Feb 24,home,San Diego City,L,12-3,12,3,9,win,20220224_1onn,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Feb 22,home,San Diego City,W,13-5,13,5,8,win,20220222_0eo3,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Feb 19,home,Taft,W,20-3,20,3,17,win,20220219_1v0l,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Feb 17,home,Imperial Valley,W,16-7,16,7,9,win,20220217_xx93,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Feb 15,home,Pasadena City,L,8-3,8,3,5,win,20220215_64ej,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Feb 9,home,West LA,L,12-8,12,8,4,win,20220209_nso1,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Feb 8,home,Imperial Valley,W,21-5,21,5,16,win,20220208_mell,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
Feb 7,home,Irvine Valley,L,7-6,7,6,1,win,20220207_0gew,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Mt. San Jacinto,mtsanjacinto,michaeldowntaintfz7,Michael Downtain
