date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 11,home,Chabot,L,7-4,7,4,3,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
May 10,home,Santa Rosa,L,13-3,13,3,10,win,20130510_wws1,0,0,0,0,0.2,2,3,0,0.00,0,0,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
May 4,home,Marin,W,6-4,6,4,2,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
May 4,home,Marin,W,3-2,3,2,1,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
May 3,home,Marin,L,5-2,5,2,3,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Apr 25,home,Laney,L,11-0,11,0,11,win,20130425_rlzy,0,0,0,0,1.0,1,,,0.00,1,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Apr 23,home,Laney,W,7-6,7,6,1,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Apr 20,home,Contra Costa,W,5-4,5,4,1,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Apr 18,home,Contra Costa,W,9-0,9,0,9,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Apr 16,home,Napa,W,5-0,5,0,5,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Apr 13,home,Napa,W,6-3,6,3,3,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Apr 11,home,Marin,L,11-0,11,0,11,win,20130411_c5cf,0,0,0,0,0.1,3,4,4,108.00,2,0,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Apr 9,home,Marin,L,8-5,8,5,3,win,20130409_ou11,0,0,0,0,0.0,,,,0.00,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Apr 6,home,Yuba,W,7-1,7,1,6,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Apr 5,home,Yuba,W,7-2,7,2,5,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Apr 2,home,Los Medanos,L,10-9,10,9,1,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Mar 28,home,Los Medanos,L,4-1,4,1,3,win,20130328_anw5,0,0,0,0,0.1,0,0,0,0.00,0,1,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Mar 26,home,Mendocino,L,6-4,6,4,2,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Mar 23,home,Mendocino,L,8-0,8,0,8,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Mar 21,home,Laney,W,5-4,5,4,1,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Mar 19,home,Contra Costa,W,13-0,13,0,13,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
Mar 16,home,Napa,W,7-0,7,0,7,win,,,,,,,,,,,,,,2013,,Solano,solano,nicrountreeob4f,Nic Rountree
