date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Mar 28,home,El Camino,L,6-1,6,1,5,win,20130328_g5jp,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,Irvine Valley,irvinevalley,michaelmoya8rsj,Michael Moya
Mar 26,home,El Camino,L,12-4,12,4,8,win,20130326_xtyd,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,Irvine Valley,irvinevalley,michaelmoya8rsj,Michael Moya
Mar 7,home,Cypress,L,9-2,9,2,7,win,20130307_lu2i,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,Irvine Valley,irvinevalley,michaelmoya8rsj,Michael Moya
Feb 28,home,Riverside,L,7-2,7,2,5,win,20130228_jy29,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,Irvine Valley,irvinevalley,michaelmoya8rsj,Michael Moya
Feb 21,home,Pasadena,L,5-4,5,4,1,win,20130221_r27x,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,Irvine Valley,irvinevalley,michaelmoya8rsj,Michael Moya
Feb 16,home,Barstow,L,7-4,7,4,3,win,20130216_9upw,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,Irvine Valley,irvinevalley,michaelmoya8rsj,Michael Moya
Feb 16,home,Barstow,L,10-7,10,7,3,win,20130216_7sbv,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,Irvine Valley,irvinevalley,michaelmoya8rsj,Michael Moya
Feb 15,home,San Diego City,W,12-2,12,2,10,win,20130215_gz4v,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,Irvine Valley,irvinevalley,michaelmoya8rsj,Michael Moya
Feb 12,home,Southwestern,L,8-2,8,2,6,win,20130212_s9d9,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,Irvine Valley,irvinevalley,michaelmoya8rsj,Michael Moya
Feb 7,home,Pasadena,W,16-2,16,2,14,win,20130207_xnuf,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,Irvine Valley,irvinevalley,michaelmoya8rsj,Michael Moya
Feb 5,home,Victor Valley,W,4-2,4,2,2,win,20130205_eg6f,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,Irvine Valley,irvinevalley,michaelmoya8rsj,Michael Moya
Feb 2,home,Long Beach,L,2-0,2,0,2,win,20130202_oaec,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,Irvine Valley,irvinevalley,michaelmoya8rsj,Michael Moya
