season,cccaa_season,team,team_id,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2019,2018-19,Allan Hancock,allanhancock,12.0,15.0,4.0,252.668,248.0,141.0,97.0,88.0,165.0,13.0,0.444,3.455,158.0,1.33,8.834,0.463,3.135,5.877,1.875,5.022
2019,2018-19,American River,americanriver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,Antelope Valley,antelopevalley,12.0,16.0,0.0,174.0,239.0,182.0,148.0,105.0,116.0,13.0,0.429,7.655,71.0,1.977,12.362,0.672,5.431,6.0,1.105,9.414
2019,2018-19,Bakersfield,bakersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,Barstow,barstow,4.0,6.0,1.0,88.667,128.0,67.0,60.0,27.0,35.0,3.0,0.4,6.09,89.0,1.748,12.992,0.305,2.741,3.553,1.296,6.801
2019,2018-19,Butte,butte,12.0,3.0,3.0,136.999,124.0,61.0,51.0,33.0,128.0,9.0,0.8,3.35,162.0,1.146,8.146,0.591,2.168,8.409,3.879,4.007
2019,2018-19,Cabrillo,cabrillo,15.0,11.0,11.0,191.333,216.0,138.0,118.0,75.0,101.0,14.0,0.577,5.551,98.0,1.521,10.16,0.659,3.528,4.751,1.347,6.491
2019,2018-19,Canada,canada,10.0,14.0,4.0,226.666,227.0,136.0,108.0,122.0,128.0,19.0,0.417,4.288,127.0,1.54,9.013,0.754,4.844,5.082,1.049,5.4
2019,2018-19,Canyons,canyons,6.0,6.0,3.0,111.666,95.0,54.0,47.0,25.0,73.0,6.0,0.5,3.788,144.0,1.075,7.657,0.484,2.015,5.884,2.92,4.352
2019,2018-19,Cerritos,cerritos,3.0,17.0,1.0,167.001,262.0,192.0,149.0,100.0,101.0,12.0,0.15,8.03,68.0,2.168,14.12,0.647,5.389,5.443,1.01,10.347
2019,2018-19,Cerro Coso,cerrocoso,12.0,9.0,4.0,174.665,196.0,129.0,102.0,72.0,163.0,11.0,0.571,5.256,104.0,1.534,10.099,0.567,3.71,8.399,2.264,6.647
2019,2018-19,Chabot,chabot,1.0,1.0,0.0,19.335,27.0,18.0,18.0,8.0,13.0,0.0,0.5,8.379,65.0,1.81,12.568,0.0,3.724,6.051,1.625,8.379
2019,2018-19,Chaffey,chaffey,0.0,1.0,1.0,38.667,36.0,28.0,21.0,15.0,41.0,2.0,0.0,4.888,111.0,1.319,8.379,0.466,3.491,9.543,2.733,6.517
2019,2018-19,Citrus,citrus,4.0,2.0,0.0,63.0,57.0,29.0,24.0,23.0,42.0,3.0,0.667,3.429,159.0,1.27,8.143,0.429,3.286,6.0,1.826,4.143
2019,2018-19,Compton,compton,5.0,13.0,4.0,164.668,226.0,164.0,119.0,126.0,115.0,11.0,0.278,6.504,84.0,2.138,12.352,0.601,6.887,6.285,0.913,8.963
2019,2018-19,Contra Costa,contracosta,4.0,16.0,1.0,192.0,249.0,207.0,177.0,144.0,119.0,5.0,0.2,8.297,66.0,2.047,11.672,0.234,6.75,5.578,0.826,9.703
2019,2018-19,Cosumnes River,cosumnesriver,17.0,14.0,7.0,241.336,280.0,200.0,155.0,134.0,158.0,16.0,0.548,5.78,94.0,1.715,10.442,0.597,4.997,5.892,1.179,7.458
2019,2018-19,Cuesta,cuesta,0.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,,9.0,60.0,3.0,18.0,0.0,9.0,4.5,0.5,9.0
2019,2018-19,Cypress,cypress,9.0,5.0,3.0,102.666,99.0,58.0,51.0,39.0,89.0,7.0,0.643,4.471,122.0,1.344,8.679,0.614,3.419,7.802,2.282,5.084
2019,2018-19,De Anza,deanza,4.0,10.0,2.0,99.663,117.0,100.0,79.0,48.0,82.0,5.0,0.286,7.134,76.0,1.656,10.566,0.452,4.335,7.405,1.708,9.03
2019,2018-19,Desert,desert,3.0,12.0,2.0,115.665,162.0,114.0,97.0,56.0,70.0,8.0,0.2,7.548,72.0,1.885,12.605,0.622,4.357,5.447,1.25,8.87
2019,2018-19,Diablo Valley,diablovalley,8.0,14.0,4.0,172.331,184.0,137.0,106.0,87.0,135.0,12.0,0.364,5.536,98.0,1.573,9.609,0.627,4.544,7.05,1.552,7.155
2019,2018-19,East Los Angeles,eastlosangeles,11.0,11.0,1.0,197.999,211.0,113.0,93.0,71.0,154.0,9.0,0.5,4.227,129.0,1.424,9.591,0.409,3.227,7.0,2.169,5.136
2019,2018-19,El Camino,elcamino,30.0,6.0,14.0,290.666,222.0,78.0,67.0,81.0,247.0,7.0,0.833,2.075,262.0,1.042,6.874,0.217,2.508,7.648,3.049,2.415
2019,2018-19,Feather River,featherriver,8.0,1.0,1.0,109.667,95.0,63.0,45.0,73.0,91.0,2.0,0.889,3.693,147.0,1.532,7.796,0.164,5.991,7.468,1.247,5.17
2019,2018-19,Folsom Lake,folsomlake,0.0,2.0,1.0,14.331,29.0,22.0,11.0,10.0,8.0,0.0,0.0,6.908,79.0,2.721,18.212,0.0,6.28,5.024,0.8,13.816
2019,2018-19,Fresno City,fresno,21.0,4.0,4.0,225.333,164.0,87.0,61.0,103.0,280.0,5.0,0.84,2.436,223.0,1.185,6.55,0.2,4.114,11.183,2.718,3.475
2019,2018-19,Fullerton,fullerton,10.0,25.0,6.0,275.667,310.0,235.0,190.0,171.0,213.0,9.0,0.286,6.203,88.0,1.745,10.121,0.294,5.583,6.954,1.246,7.672
2019,2018-19,Gavilan,gavilan,3.0,11.0,1.0,129.0,178.0,154.0,128.0,116.0,88.0,8.0,0.214,8.93,61.0,2.279,12.419,0.558,8.093,6.14,0.759,10.744
2019,2018-19,Glendale,glendale,2.0,1.0,0.0,29.332,27.0,19.0,17.0,17.0,29.0,2.0,0.667,5.216,104.0,1.5,8.284,0.614,5.216,8.898,1.706,5.83
2019,2018-19,Golden West,goldenwest,0.0,0.0,0.0,7.333,9.0,5.0,4.0,2.0,1.0,0.0,,4.909,111.0,1.5,11.046,0.0,2.455,1.227,0.5,6.137
2019,2018-19,Grossmont,grossmont,2.0,4.0,2.0,56.668,60.0,36.0,26.0,18.0,41.0,1.0,0.333,4.129,132.0,1.376,9.529,0.159,2.859,6.512,2.278,5.718
2019,2018-19,Hartnell,hartnell,9.0,11.0,2.0,169.664,207.0,137.0,106.0,86.0,93.0,11.0,0.45,5.623,97.0,1.727,10.981,0.584,4.562,4.933,1.081,7.267
2019,2018-19,Imperial Valley,imperialvalley,4.0,27.0,1.0,260.667,349.0,332.0,288.0,219.0,173.0,15.0,0.129,9.944,55.0,2.179,12.05,0.518,7.561,5.973,0.79,11.463
2019,2018-19,Irvine Valley,irvinevalley,3.0,5.0,0.0,59.666,60.0,39.0,29.0,20.0,27.0,3.0,0.375,4.374,124.0,1.341,9.05,0.453,3.017,4.073,1.35,5.883
2019,2018-19,LA Harbor,laharbor,10.0,15.0,5.0,204.001,214.0,122.0,101.0,88.0,141.0,10.0,0.4,4.456,122.0,1.48,9.441,0.441,3.882,6.221,1.602,5.382
2019,2018-19,LA Mission,lamission,5.0,2.0,5.0,47.666,54.0,30.0,29.0,15.0,30.0,3.0,0.714,5.476,99.0,1.448,10.196,0.566,2.832,5.664,2.0,5.664
2019,2018-19,LA Pierce,lapierce,9.0,23.0,3.0,269.328,300.0,221.0,185.0,152.0,227.0,14.0,0.281,6.182,88.0,1.678,10.025,0.468,5.079,7.586,1.493,7.385
2019,2018-19,LA Valley,lavalley,0.0,2.0,1.0,13.667,27.0,25.0,17.0,10.0,10.0,1.0,0.0,11.195,49.0,2.707,17.78,0.659,6.585,6.585,1.0,16.463
2019,2018-19,Laney,laney,1.0,3.0,0.0,53.001,60.0,45.0,30.0,27.0,43.0,3.0,0.25,5.094,107.0,1.641,10.188,0.509,4.585,7.302,1.593,7.641
2019,2018-19,Lassen,lassen,10.0,8.0,1.0,152.668,143.0,107.0,80.0,75.0,127.0,7.0,0.556,4.716,115.0,1.428,8.43,0.413,4.421,7.487,1.693,6.308
2019,2018-19,Long Beach,longbeach,1.0,4.0,2.0,32.999,41.0,23.0,18.0,14.0,33.0,2.0,0.2,4.909,111.0,1.667,11.182,0.545,3.818,9.0,2.357,6.273
2019,2018-19,Los Medanos,losmedanos,8.0,5.0,2.0,69.334,72.0,35.0,27.0,28.0,51.0,2.0,0.615,3.505,155.0,1.442,9.346,0.26,3.635,6.62,1.821,4.543
2019,2018-19,Marin,marin,4.0,6.0,2.0,97.668,110.0,88.0,79.0,73.0,76.0,4.0,0.4,7.28,75.0,1.874,10.136,0.369,6.727,7.003,1.041,8.109
2019,2018-19,Mendocino,mendocino,10.0,12.0,4.0,167.0,169.0,90.0,76.0,53.0,112.0,1.0,0.455,4.096,133.0,1.329,9.108,0.054,2.856,6.036,2.113,4.85
2019,2018-19,Merced,merced,13.0,7.0,11.0,182.001,155.0,105.0,80.0,87.0,181.0,6.0,0.65,3.956,138.0,1.33,7.665,0.297,4.302,8.951,2.08,5.192
2019,2018-19,Mission,mission,7.0,3.0,2.0,88.332,85.0,69.0,51.0,37.0,68.0,4.0,0.7,5.196,105.0,1.381,8.661,0.408,3.77,6.928,1.838,7.03
2019,2018-19,Modesto,modesto,2.0,1.0,0.0,52.001,56.0,37.0,26.0,16.0,43.0,1.0,0.667,4.5,121.0,1.385,9.692,0.173,2.769,7.442,2.688,6.404
2019,2018-19,Monterey Peninsula,montereypeninsula,3.0,1.0,2.0,51.999,58.0,44.0,33.0,35.0,27.0,9.0,0.75,5.712,95.0,1.788,10.039,1.558,6.058,4.673,0.771,7.616
2019,2018-19,Moorpark,moorpark,0.0,0.0,0.0,10.334,14.0,5.0,5.0,4.0,10.0,1.0,,4.355,125.0,1.742,12.193,0.871,3.484,8.709,2.5,4.355
2019,2018-19,Mt. San Antonio,mtsanantonio,10.0,3.0,5.0,83.666,75.0,42.0,31.0,29.0,58.0,3.0,0.769,3.335,163.0,1.243,8.068,0.323,3.12,6.239,2.0,4.518
2019,2018-19,Mt. San Jacinto,mtsanjacinto,8.0,11.0,2.0,179.333,189.0,126.0,78.0,84.0,151.0,5.0,0.421,3.915,139.0,1.522,9.485,0.251,4.216,7.578,1.798,6.323
2019,2018-19,Napa Valley,napavalley,5.0,6.0,1.0,101.334,119.0,94.0,76.0,72.0,81.0,3.0,0.455,6.75,81.0,1.885,10.569,0.266,6.395,7.194,1.125,8.349
