season,cccaa_season,team,team_id,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2017,2016-17,Allan Hancock,allanhancock,12.0,8.0,3.0,167.666,162.0,91.0,71.0,63.0,127.0,8.0,0.6,3.811,132.0,1.342,8.696,0.429,3.382,6.817,2.016,4.885
2017,2016-17,American River,americanriver,1.0,2.0,0.0,12.0,13.0,10.0,10.0,11.0,8.0,0.0,0.333,7.5,67.0,2.0,9.75,0.0,8.25,6.0,0.727,7.5
2017,2016-17,Antelope Valley,antelopevalley,3.0,11.0,2.0,159.665,241.0,167.0,125.0,65.0,81.0,11.0,0.214,7.046,71.0,1.917,13.585,0.62,3.664,4.566,1.246,9.413
2017,2016-17,Bakersfield,bakersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2017,2016-17,Barstow,barstow,1.0,3.0,0.0,17.001,34.0,35.0,28.0,17.0,9.0,2.0,0.25,14.823,34.0,3.0,17.999,1.059,8.999,4.764,0.529,18.528
2017,2016-17,Butte,butte,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.5,4.5,0.0,0.0,0.0,,0.0
2017,2016-17,Cabrillo,cabrillo,12.0,2.0,10.0,169.334,128.0,70.0,55.0,58.0,166.0,2.0,0.857,2.923,172.0,1.098,6.803,0.106,3.083,8.823,2.862,3.72
2017,2016-17,Canada,canada,2.0,15.0,2.0,135.999,174.0,129.0,114.0,60.0,88.0,14.0,0.118,7.544,67.0,1.721,11.515,0.926,3.971,5.824,1.467,8.537
2017,2016-17,Canyons,canyons,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,9.0,9.0,1.0,0.0
2017,2016-17,Cerritos,cerritos,5.0,10.0,2.0,147.335,135.0,73.0,58.0,65.0,93.0,4.0,0.333,3.543,142.0,1.357,8.247,0.244,3.971,5.681,1.431,4.459
2017,2016-17,Cerro Coso,cerrocoso,5.0,9.0,3.0,93.333,152.0,96.0,75.0,36.0,63.0,4.0,0.357,7.232,70.0,2.014,14.657,0.386,3.471,6.075,1.75,9.257
2017,2016-17,Chabot,chabot,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,0.0,
2017,2016-17,Chaffey,chaffey,3.0,3.0,0.0,42.0,44.0,23.0,18.0,16.0,24.0,1.0,0.5,3.857,131.0,1.429,9.429,0.214,3.429,5.143,1.5,4.929
2017,2016-17,Citrus,citrus,0.0,5.0,0.0,27.332,35.0,20.0,16.0,12.0,17.0,0.0,0.0,5.269,96.0,1.72,11.525,0.0,3.951,5.598,1.417,6.586
2017,2016-17,Contra Costa,contracosta,2.0,3.0,1.0,69.333,92.0,60.0,51.0,40.0,30.0,7.0,0.4,6.62,76.0,1.904,11.942,0.909,5.192,3.894,0.75,7.788
2017,2016-17,Cosumnes River,cosumnesriver,9.0,7.0,10.0,171.332,155.0,102.0,76.0,83.0,98.0,11.0,0.562,3.992,126.0,1.389,8.142,0.578,4.36,5.148,1.181,5.358
2017,2016-17,Cuesta,cuesta,2.0,5.0,5.0,39.334,27.0,24.0,17.0,16.0,39.0,1.0,0.286,3.89,129.0,1.093,6.178,0.229,3.661,8.924,2.438,5.491
2017,2016-17,Cypress,cypress,0.0,0.0,0.0,4.667,2.0,2.0,1.0,1.0,4.0,0.0,,1.928,261.0,0.643,3.857,0.0,1.928,7.714,4.0,3.857
2017,2016-17,De Anza,deanza,2.0,6.0,3.0,69.999,74.0,37.0,30.0,31.0,65.0,4.0,0.25,3.857,131.0,1.5,9.514,0.514,3.986,8.357,2.097,4.757
2017,2016-17,Desert,desert,7.0,12.0,3.0,168.667,216.0,155.0,125.0,81.0,100.0,9.0,0.368,6.67,76.0,1.761,11.526,0.48,4.322,5.336,1.235,8.271
2017,2016-17,Diablo Valley,diablovalley,0.0,0.0,0.0,23.0,24.0,25.0,20.0,28.0,13.0,0.0,,7.826,64.0,2.261,9.391,0.0,10.957,5.087,0.464,9.783
2017,2016-17,EC-Compton Center,eccomptoncenter,4.0,1.0,0.0,35.001,45.0,26.0,21.0,17.0,14.0,3.0,0.8,5.4,93.0,1.771,11.571,0.771,4.371,3.6,0.824,6.686
2017,2016-17,East Los Angeles,eastlosangeles,2.0,11.0,1.0,123.0,135.0,78.0,60.0,50.0,96.0,7.0,0.154,4.39,115.0,1.504,9.878,0.512,3.659,7.024,1.92,5.707
2017,2016-17,El Camino,elcamino,12.0,3.0,10.0,152.001,166.0,84.0,72.0,59.0,107.0,9.0,0.8,4.263,118.0,1.48,9.829,0.533,3.493,6.335,1.814,4.974
2017,2016-17,Feather River,featherriver,6.0,3.0,1.0,74.999,63.0,41.0,35.0,34.0,59.0,1.0,0.667,4.2,120.0,1.293,7.56,0.12,4.08,7.08,1.735,4.92
2017,2016-17,Folsom Lake,folsomlake,10.0,10.0,4.0,185.998,216.0,150.0,121.0,83.0,116.0,6.0,0.5,5.855,86.0,1.608,10.452,0.29,4.016,5.613,1.398,7.258
2017,2016-17,Fresno City,fresno,4.0,0.0,2.0,62.667,50.0,21.0,21.0,31.0,61.0,1.0,1.0,3.016,167.0,1.293,7.181,0.144,4.452,8.761,1.968,3.016
2017,2016-17,Fullerton,fullerton,0.0,1.0,1.0,24.0,25.0,12.0,11.0,15.0,19.0,0.0,0.0,4.125,122.0,1.667,9.375,0.0,5.625,7.125,1.267,4.5
2017,2016-17,Gavilan,gavilan,1.0,13.0,1.0,104.668,154.0,119.0,91.0,55.0,56.0,8.0,0.071,7.825,64.0,1.997,13.242,0.688,4.729,4.815,1.018,10.232
2017,2016-17,Glendale,glendale,5.0,2.0,0.0,55.666,64.0,34.0,25.0,25.0,38.0,1.0,0.714,4.042,125.0,1.599,10.347,0.162,4.042,6.144,1.52,5.497
2017,2016-17,Golden West,goldenwest,2.0,1.0,0.0,32.999,35.0,21.0,15.0,19.0,26.0,0.0,0.667,4.091,123.0,1.636,9.546,0.0,5.182,7.091,1.368,5.727
2017,2016-17,Grossmont,grossmont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2017,2016-17,Hartnell,hartnell,0.0,4.0,1.0,32.666,58.0,43.0,33.0,15.0,21.0,4.0,0.0,9.092,55.0,2.235,15.98,1.102,4.133,5.786,1.4,11.847
2017,2016-17,Imperial Valley,imperialvalley,3.0,36.0,1.0,301.331,495.0,421.0,350.0,205.0,142.0,21.0,0.077,10.454,48.0,2.323,14.784,0.627,6.123,4.241,0.693,12.574
2017,2016-17,Irvine Valley,irvinevalley,0.0,1.0,0.0,5.666,11.0,6.0,4.0,5.0,4.0,0.0,0.0,6.354,79.0,2.824,17.473,0.0,7.942,6.354,0.8,9.531
2017,2016-17,LA Harbor,laharbor,2.0,0.0,0.0,13.667,10.0,5.0,5.0,6.0,5.0,0.0,1.0,3.293,153.0,1.171,6.585,0.0,3.951,3.293,0.833,3.293
2017,2016-17,LA Mission,lamission,7.0,5.0,0.0,115.0,124.0,56.0,46.0,43.0,87.0,9.0,0.583,3.6,140.0,1.452,9.704,0.704,3.365,6.809,2.023,4.383
2017,2016-17,LA Pierce,lapierce,2.0,4.0,3.0,61.665,59.0,53.0,47.0,56.0,52.0,0.0,0.333,6.86,73.0,1.865,8.611,0.0,8.173,7.589,0.929,7.735
2017,2016-17,LA Valley,lavalley,1.0,9.0,0.0,95.666,109.0,90.0,72.0,57.0,49.0,4.0,0.1,6.774,74.0,1.735,10.254,0.376,5.362,4.61,0.86,8.467
2017,2016-17,Laney,laney,8.0,8.0,1.0,117.0,118.0,86.0,63.0,53.0,74.0,8.0,0.5,4.846,104.0,1.462,9.077,0.615,4.077,5.692,1.396,6.615
2017,2016-17,Lassen,lassen,16.0,9.0,3.0,218.667,215.0,114.0,87.0,83.0,148.0,8.0,0.64,3.581,141.0,1.363,8.849,0.329,3.416,6.091,1.783,4.692
2017,2016-17,Long Beach,longbeach,14.0,6.0,7.0,154.668,141.0,70.0,48.0,39.0,95.0,6.0,0.7,2.793,180.0,1.164,8.205,0.349,2.269,5.528,2.436,4.073
2017,2016-17,Los Medanos,losmedanos,15.0,7.0,0.0,174.334,184.0,91.0,77.0,58.0,117.0,9.0,0.682,3.975,127.0,1.388,9.499,0.465,2.994,6.04,2.017,4.698
2017,2016-17,Marin,marin,1.0,1.0,1.0,20.667,22.0,18.0,13.0,16.0,6.0,0.0,0.5,5.661,89.0,1.839,9.58,0.0,6.968,2.613,0.375,7.839
2017,2016-17,Mendocino,mendocino,6.0,5.0,5.0,104.998,120.0,77.0,59.0,47.0,49.0,3.0,0.545,5.057,100.0,1.591,10.286,0.257,4.029,4.2,1.043,6.6
2017,2016-17,Merced,merced,10.0,5.0,5.0,127.665,99.0,50.0,34.0,25.0,126.0,3.0,0.667,2.397,210.0,0.971,6.979,0.211,1.762,8.883,5.04,3.525
2017,2016-17,Mission,mission,3.0,4.0,2.0,58.667,80.0,56.0,44.0,35.0,47.0,7.0,0.429,6.75,75.0,1.96,12.273,1.074,5.369,7.21,1.343,8.591
2017,2016-17,Modesto,modesto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2017,2016-17,Monterey,monterey,0.0,1.0,0.0,9.666,14.0,11.0,11.0,9.0,6.0,3.0,0.0,10.242,49.0,2.379,13.035,2.793,8.38,5.587,0.667,10.242
2017,2016-17,Moorpark,moorpark,8.0,4.0,4.0,74.668,71.0,39.0,28.0,37.0,40.0,2.0,0.667,3.375,149.0,1.446,8.558,0.241,4.46,4.821,1.081,4.701
2017,2016-17,Mt. San Antonio,mtsanantonio,6.0,9.0,8.0,143.0,167.0,108.0,83.0,60.0,119.0,2.0,0.4,5.224,96.0,1.587,10.51,0.126,3.776,7.49,1.983,6.797
2017,2016-17,Mt. San Jacinto,mtsanjacinto,2.0,10.0,0.0,115.001,164.0,136.0,102.0,75.0,62.0,4.0,0.167,7.983,63.0,2.078,12.835,0.313,5.87,4.852,0.827,10.643
2017,2016-17,Napa,napa,12.0,17.0,2.0,249.668,279.0,178.0,142.0,81.0,142.0,8.0,0.414,5.119,98.0,1.442,10.057,0.288,2.92,5.119,1.753,6.417
2017,2016-17,Ohlone,ohlone,5.0,4.0,2.0,59.333,39.0,21.0,19.0,25.0,39.0,1.0,0.556,2.882,175.0,1.079,5.916,0.152,3.792,5.916,1.56,3.185
2017,2016-17,Orange Coast,orangecoast,1.0,0.0,1.0,31.333,33.0,18.0,15.0,18.0,29.0,0.0,1.0,4.309,117.0,1.628,9.479,0.0,5.17,8.33,1.611,5.17
2017,2016-17,Oxnard,oxnard,15.0,15.0,6.0,286.001,272.0,149.0,103.0,99.0,244.0,7.0,0.5,3.241,155.0,1.297,8.559,0.22,3.115,7.678,2.465,4.689
2017,2016-17,Palomar,palomar,9.0,5.0,8.0,155.334,139.0,67.0,51.0,48.0,114.0,6.0,0.643,2.955,170.0,1.204,8.054,0.348,2.781,6.605,2.375,3.882
2017,2016-17,Pasadena City,pasadenacity,0.0,0.0,0.0,4.0,7.0,6.0,1.0,2.0,2.0,0.0,,2.25,224.0,2.25,15.75,0.0,4.5,4.5,1.0,13.5
2017,2016-17,Porterville,porterville,4.0,28.0,1.0,272.668,384.0,273.0,185.0,113.0,161.0,12.0,0.125,6.106,82.0,1.823,12.675,0.396,3.73,5.314,1.425,9.011
2017,2016-17,Redwoods,redwoods,2.0,9.0,0.0,110.333,129.0,75.0,59.0,40.0,51.0,5.0,0.182,4.813,105.0,1.532,10.523,0.408,3.263,4.16,1.275,6.118
2017,2016-17,Reedley,reedley,9.0,6.0,0.0,127.334,118.0,66.0,55.0,51.0,86.0,2.0,0.6,3.887,130.0,1.327,8.34,0.141,3.605,6.079,1.686,4.665
2017,2016-17,Rio Hondo,riohondo,11.0,6.0,6.0,123.002,137.0,73.0,54.0,45.0,101.0,4.0,0.647,3.951,127.0,1.48,10.024,0.293,3.293,7.39,2.244,5.341
2017,2016-17,Riverside,riverside,0.0,0.0,4.0,9.667,10.0,3.0,3.0,2.0,9.0,0.0,,2.793,180.0,1.241,9.31,0.0,1.862,8.379,4.5,2.793
2017,2016-17,Sacramento City,sacramentocity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2017,2016-17,Saddleback,saddleback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2017,2016-17,San Bernardino,sanbernardino,8.0,20.0,0.0,211.001,253.0,165.0,118.0,73.0,164.0,2.0,0.286,5.033,100.0,1.545,10.791,0.085,3.114,6.995,2.247,7.038
