season,cccaa_season,team,team_id,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2014,2013-14,Allan Hancock,allanhancock,0.0,0.0,0.0,5.333,4.0,3.0,2.0,1.0,4.0,0.0,,3.375,133.0,0.938,6.75,0.0,1.688,6.75,4.0,5.063
2014,2013-14,American River,americanriver,2.0,8.0,0.0,66.999,68.0,47.0,35.0,25.0,36.0,1.0,0.2,4.702,95.0,1.388,9.134,0.134,3.358,4.836,1.44,6.314
2014,2013-14,Antelope Valley,antelopevalley,3.0,12.0,4.0,143.334,175.0,116.0,101.0,72.0,99.0,4.0,0.2,6.342,71.0,1.723,10.988,0.251,4.521,6.216,1.375,7.284
2014,2013-14,Bakersfield,bakersfield,7.0,10.0,2.0,113.0,99.0,50.0,38.0,32.0,84.0,1.0,0.412,3.027,148.0,1.159,7.885,0.08,2.549,6.69,2.625,3.982
2014,2013-14,Barstow,barstow,9.0,11.0,0.0,216.335,264.0,163.0,113.0,81.0,144.0,10.0,0.45,4.701,95.0,1.595,10.983,0.416,3.37,5.991,1.778,6.781
2014,2013-14,Butte,butte,1.0,1.0,0.0,9.667,11.0,5.0,5.0,5.0,4.0,0.0,0.5,4.655,96.0,1.655,10.241,0.0,4.655,3.724,0.8,4.655
2014,2013-14,Cabrillo,cabrillo,0.0,2.0,1.0,14.333,17.0,13.0,11.0,6.0,5.0,0.0,0.0,6.907,65.0,1.605,10.675,0.0,3.768,3.14,0.833,8.163
2014,2013-14,Canada,canada,11.0,7.0,4.0,144.0,111.0,72.0,44.0,51.0,78.0,1.0,0.611,2.75,163.0,1.125,6.938,0.062,3.188,4.875,1.529,4.5
2014,2013-14,Canyons,canyons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2014,2013-14,Cerritos,cerritos,16.0,6.0,3.0,153.332,137.0,49.0,36.0,52.0,97.0,1.0,0.727,2.113,212.0,1.233,8.041,0.059,3.052,5.694,1.865,2.876
2014,2013-14,Cerro Coso,cerrocoso,5.0,19.0,0.0,190.333,280.0,240.0,194.0,86.0,113.0,5.0,0.208,9.173,49.0,1.923,13.24,0.236,4.067,5.343,1.314,11.349
2014,2013-14,Chabot,chabot,0.0,0.0,0.0,1.667,2.0,1.0,1.0,1.0,2.0,0.0,,5.399,83.0,1.8,10.798,0.0,5.399,10.798,2.0,5.399
2014,2013-14,Chaffey,chaffey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2014,2013-14,Citrus,citrus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2014,2013-14,Contra Costa,contracosta,8.0,17.0,4.0,233.332,255.0,170.0,137.0,120.0,91.0,17.0,0.32,5.284,85.0,1.607,9.836,0.656,4.629,3.51,0.758,6.557
2014,2013-14,Cosumnes River,cosumnesriver,9.0,7.0,5.0,116.997,91.0,60.0,44.0,70.0,92.0,3.0,0.562,3.385,132.0,1.376,7.0,0.231,5.385,7.077,1.314,4.616
2014,2013-14,Cuesta,cuesta,3.0,10.0,4.0,111.667,132.0,94.0,76.0,53.0,67.0,3.0,0.231,6.125,73.0,1.657,10.639,0.242,4.272,5.4,1.264,7.576
2014,2013-14,Cypress,cypress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2014,2013-14,De Anza,deanza,2.0,21.0,0.0,158.0,201.0,154.0,124.0,73.0,53.0,6.0,0.087,7.063,63.0,1.734,11.449,0.342,4.158,3.019,0.726,8.772
2014,2013-14,Desert,desert,3.0,18.0,2.0,170.667,218.0,176.0,140.0,117.0,90.0,1.0,0.143,7.383,61.0,1.963,11.496,0.053,6.17,4.746,0.769,9.281
2014,2013-14,Diablo Valley,diablovalley,11.0,2.0,0.0,111.667,71.0,28.0,13.0,32.0,117.0,0.0,0.846,1.048,427.0,0.922,5.722,0.0,2.579,9.43,3.656,2.257
2014,2013-14,East Los Angeles,eastlosangeles,1.0,1.0,8.0,15.0,13.0,6.0,6.0,6.0,11.0,1.0,0.5,3.6,124.0,1.267,7.8,0.6,3.6,6.6,1.833,3.6
2014,2013-14,El Camino,elcamino,3.0,3.0,8.0,68.667,65.0,42.0,34.0,36.0,48.0,1.0,0.5,4.456,100.0,1.471,8.519,0.131,4.718,6.291,1.333,5.505
2014,2013-14,El Camino-Compton Center,elcaminocomptoncenter,7.0,7.0,1.0,124.998,132.0,69.0,55.0,44.0,95.0,5.0,0.5,3.96,113.0,1.408,9.504,0.36,3.168,6.84,2.159,4.968
2014,2013-14,Feather River,featherriver,13.0,3.0,13.0,165.002,107.0,53.0,29.0,54.0,145.0,4.0,0.812,1.582,283.0,0.976,5.836,0.218,2.945,7.909,2.685,2.891
2014,2013-14,Fresno City,fresno,1.0,1.0,0.0,34.332,28.0,20.0,9.0,20.0,29.0,1.0,0.5,2.359,190.0,1.398,7.34,0.262,5.243,7.602,1.45,5.243
2014,2013-14,Fullerton,fullerton,0.0,0.0,0.0,15.667,18.0,8.0,6.0,5.0,11.0,1.0,,3.447,130.0,1.468,10.34,0.574,2.872,6.319,2.2,4.596
2014,2013-14,Gavilan,gavilan,2.0,5.0,2.0,49.333,31.0,31.0,26.0,32.0,41.0,1.0,0.286,4.743,94.0,1.277,5.655,0.182,5.838,7.48,1.281,5.655
2014,2013-14,Glendale,glendale,3.0,1.0,0.0,33.0,35.0,18.0,17.0,10.0,16.0,4.0,0.75,4.636,97.0,1.364,9.545,1.091,2.727,4.364,1.6,4.909
2014,2013-14,Golden West,goldenwest,4.0,1.0,3.0,13.0,11.0,7.0,5.0,3.0,11.0,0.0,0.8,3.462,129.0,1.077,7.615,0.0,2.077,7.615,3.667,4.846
2014,2013-14,Grossmont,grossmont,4.0,5.0,3.0,59.333,59.0,32.0,25.0,28.0,42.0,1.0,0.444,3.792,118.0,1.466,8.949,0.152,4.247,6.371,1.5,4.854
2014,2013-14,Hartnell,hartnell,0.0,2.0,2.0,17.0,23.0,25.0,15.0,10.0,5.0,2.0,0.0,7.941,56.0,1.941,12.176,1.059,5.294,2.647,0.5,13.235
2014,2013-14,Imperial Valley,imperialvalley,3.0,20.0,2.0,209.334,335.0,253.0,198.0,128.0,77.0,4.0,0.13,8.513,53.0,2.212,14.403,0.172,5.503,3.31,0.602,10.877
2014,2013-14,Irvine Valley,irvinevalley,2.0,8.0,0.0,87.333,85.0,45.0,31.0,36.0,45.0,2.0,0.2,3.195,140.0,1.386,8.76,0.206,3.71,4.637,1.25,4.637
2014,2013-14,LA Harbor,laharbor,1.0,3.0,2.0,37.667,39.0,35.0,27.0,15.0,33.0,4.0,0.25,6.451,69.0,1.434,9.319,0.956,3.584,7.885,2.2,8.363
2014,2013-14,LA Mission,lamission,0.0,0.0,0.0,6.0,8.0,9.0,9.0,5.0,2.0,0.0,,13.5,33.0,2.167,12.0,0.0,7.5,3.0,0.4,13.5
2014,2013-14,LA Pierce,lapierce,0.0,0.0,0.0,12.667,11.0,9.0,6.0,7.0,10.0,1.0,,4.263,105.0,1.421,7.816,0.711,4.974,7.105,1.429,6.395
2014,2013-14,LA Valley,lavalley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2014,2013-14,Laney,laney,6.0,4.0,1.0,94.0,74.0,40.0,30.0,49.0,36.0,0.0,0.6,2.872,156.0,1.309,7.085,0.0,4.691,3.447,0.735,3.83
2014,2013-14,Lassen,lassen,3.0,13.0,0.0,123.666,156.0,89.0,80.0,39.0,59.0,4.0,0.188,5.822,77.0,1.577,11.353,0.291,2.838,4.294,1.513,6.477
2014,2013-14,Long Beach,longbeach,7.0,5.0,2.0,102.333,115.0,59.0,44.0,41.0,63.0,3.0,0.583,3.87,116.0,1.524,10.114,0.264,3.606,5.541,1.537,5.189
2014,2013-14,Los Medanos,losmedanos,6.0,3.0,7.0,94.333,80.0,46.0,33.0,40.0,54.0,2.0,0.667,3.148,142.0,1.272,7.633,0.191,3.816,5.152,1.35,4.389
2014,2013-14,Marin,marin,11.0,5.0,5.0,139.334,115.0,51.0,38.0,40.0,85.0,3.0,0.688,2.455,182.0,1.112,7.428,0.194,2.584,5.49,2.125,3.294
