season,cccaa_season,team,team_id,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2018,2017-18,Allan Hancock,allanhancock,9.0,7.0,8.0,138.668,169.0,114.0,90.0,69.0,89.0,4.0,0.562,5.841,93.0,1.716,10.969,0.26,4.478,5.776,1.29,7.399
2018,2017-18,American River,americanriver,0.0,1.0,0.0,9.0,11.0,13.0,11.0,5.0,7.0,0.0,0.0,11.0,49.0,1.778,11.0,0.0,5.0,7.0,1.4,13.0
2018,2017-18,Antelope Valley,antelopevalley,0.0,1.0,0.0,6.667,6.0,3.0,3.0,1.0,5.0,0.0,0.0,4.05,134.0,1.05,8.1,0.0,1.35,6.75,5.0,4.05
2018,2017-18,Bakersfield,bakersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Barstow,barstow,0.0,0.0,0.0,3.667,10.0,7.0,7.0,2.0,1.0,1.0,,17.18,31.0,3.272,24.543,2.454,4.909,2.454,0.5,17.18
2018,2017-18,Butte,butte,16.0,7.0,1.0,169.999,185.0,101.0,78.0,55.0,111.0,13.0,0.696,4.129,131.0,1.412,9.794,0.688,2.912,5.877,2.018,5.347
2018,2017-18,Cabrillo,cabrillo,0.0,4.0,0.0,31.000999999999998,36.0,23.0,20.0,19.0,19.0,0.0,0.0,5.806,93.0,1.774,10.451,0.0,5.516,5.516,1.0,6.677
2018,2017-18,Canada,canada,5.0,5.0,9.0,79.666,102.0,65.0,58.0,40.0,48.0,3.0,0.5,6.552,83.0,1.782,11.523,0.339,4.519,5.423,1.2,7.343
2018,2017-18,Canyons,canyons,2.0,3.0,0.0,55.667,69.0,39.0,35.0,19.0,47.0,4.0,0.4,5.659,96.0,1.581,11.156,0.647,3.072,7.599,2.474,6.305
2018,2017-18,Cerritos,cerritos,9.0,5.0,7.0,153.0,143.0,76.0,55.0,50.0,144.0,4.0,0.643,3.235,167.0,1.261,8.412,0.235,2.941,8.471,2.88,4.471
2018,2017-18,Cerro Coso,cerrocoso,5.0,8.0,1.0,143.667,186.0,118.0,101.0,84.0,116.0,3.0,0.385,6.327,85.0,1.879,11.652,0.188,5.262,7.267,1.381,7.392
2018,2017-18,Chabot,chabot,8.0,7.0,0.0,108.336,117.0,66.0,61.0,45.0,65.0,7.0,0.533,5.068,107.0,1.495,9.72,0.582,3.738,5.4,1.444,5.483
2018,2017-18,Chaffey,chaffey,10.0,9.0,1.0,135.001,141.0,95.0,71.0,53.0,119.0,7.0,0.526,4.733,114.0,1.437,9.4,0.467,3.533,7.933,2.245,6.333
2018,2017-18,Citrus,citrus,11.0,12.0,5.0,213.332,261.0,130.0,116.0,65.0,186.0,10.0,0.478,4.894,111.0,1.528,11.011,0.422,2.742,7.847,2.862,5.484
2018,2017-18,Compton,compton,7.0,20.0,4.0,243.333,336.0,222.0,182.0,124.0,137.0,13.0,0.259,6.732,80.0,1.89,12.427,0.481,4.586,5.067,1.105,8.211
2018,2017-18,Contra Costa,contracosta,5.0,9.0,0.0,126.668,112.0,79.0,61.0,63.0,64.0,3.0,0.357,4.334,125.0,1.382,7.958,0.213,4.476,4.547,1.016,5.613
2018,2017-18,Cosumnes River,cosumnesriver,4.0,6.0,2.0,86.332,105.0,71.0,58.0,37.0,38.0,8.0,0.4,6.046,89.0,1.645,10.946,0.834,3.857,3.961,1.027,7.402
2018,2017-18,Cuesta,cuesta,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,18.0,30.0,2.0,18.0,9.0,0.0,9.0,,18.0
2018,2017-18,Cypress,cypress,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,0.0,0.0,0.0,0.0,9.0,,0.0
2018,2017-18,De Anza,deanza,6.0,3.0,4.0,62.333,82.0,58.0,48.0,39.0,43.0,2.0,0.667,6.931,78.0,1.941,11.84,0.289,5.631,6.209,1.103,8.374
2018,2017-18,Desert,desert,6.0,15.0,1.0,198.668,283.0,210.0,163.0,111.0,119.0,12.0,0.286,7.384,73.0,1.983,12.82,0.544,5.028,5.391,1.072,9.513
2018,2017-18,Diablo Valley,diablovalley,3.0,6.0,3.0,59.0,80.0,46.0,33.0,22.0,31.0,4.0,0.333,5.034,107.0,1.729,12.203,0.61,3.356,4.729,1.409,7.017
2018,2017-18,East Los Angeles,eastlosangeles,13.0,10.0,4.0,184.668,187.0,107.0,76.0,65.0,127.0,13.0,0.565,3.704,146.0,1.365,9.114,0.634,3.168,6.189,1.954,5.215
2018,2017-18,El Camino,elcamino,4.0,6.0,1.0,58.666,55.0,32.0,23.0,21.0,50.0,1.0,0.4,3.528,153.0,1.295,8.438,0.153,3.222,7.671,2.381,4.909
2018,2017-18,Feather River,featherriver,9.0,3.0,6.0,129.333,114.0,76.0,54.0,60.0,98.0,4.0,0.75,3.758,144.0,1.345,7.933,0.278,4.175,6.82,1.633,5.289
2018,2017-18,Folsom Lake,folsomlake,1.0,1.0,4.0,9.334,11.0,9.0,7.0,8.0,14.0,1.0,0.5,6.75,80.0,2.036,10.606,0.964,7.714,13.499,1.75,8.678
2018,2017-18,Fresno City,fresno,3.0,3.0,5.0,77.999,74.0,49.0,33.0,45.0,85.0,3.0,0.5,3.808,142.0,1.526,8.539,0.346,5.192,9.808,1.889,5.654
2018,2017-18,Fullerton,fullerton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Gavilan,gavilan,1.0,1.0,0.0,10.332,13.0,7.0,5.0,4.0,8.0,0.0,0.5,4.355,124.0,1.645,11.324,0.0,3.484,6.969,2.0,6.098
2018,2017-18,Glendale,glendale,6.0,2.0,3.0,79.331,69.0,47.0,36.0,37.0,74.0,6.0,0.75,4.084,132.0,1.336,7.828,0.681,4.198,8.395,2.0,5.332
2018,2017-18,Golden West,goldenwest,1.0,2.0,3.0,28.333,24.0,17.0,16.0,11.0,25.0,2.0,0.333,5.082,106.0,1.235,7.624,0.635,3.494,7.941,2.273,5.4
2018,2017-18,Grossmont,grossmont,7.0,9.0,0.0,139.333,161.0,97.0,67.0,71.0,82.0,4.0,0.438,4.328,125.0,1.665,10.4,0.258,4.586,5.297,1.155,6.266
2018,2017-18,Hartnell,hartnell,0.0,0.0,0.0,7.667,5.0,3.0,1.0,2.0,4.0,0.0,,1.174,461.0,0.913,5.869,0.0,2.348,4.695,2.0,3.522
2018,2017-18,Imperial Valley,imperialvalley,5.0,29.0,3.0,297.0,467.0,401.0,342.0,223.0,137.0,17.0,0.147,10.364,52.0,2.323,14.152,0.515,6.758,4.152,0.614,12.152
2018,2017-18,Irvine Valley,irvinevalley,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,9.0,9.0,1.0,0.0
2018,2017-18,LA Harbor,laharbor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,LA Mission,lamission,1.0,5.0,0.0,56.0,64.0,52.0,46.0,42.0,47.0,3.0,0.167,7.393,73.0,1.893,10.286,0.482,6.75,7.554,1.119,8.357
2018,2017-18,LA Pierce,lapierce,14.0,15.0,1.0,283.999,334.0,232.0,197.0,163.0,216.0,11.0,0.483,6.243,87.0,1.75,10.585,0.349,5.166,6.845,1.325,7.352
2018,2017-18,LA Valley,lavalley,6.0,18.0,0.0,172.002,229.0,161.0,129.0,76.0,125.0,6.0,0.25,6.75,80.0,1.773,11.982,0.314,3.977,6.541,1.645,8.424
2018,2017-18,Laney,laney,3.0,2.0,2.0,36.667,33.0,24.0,17.0,26.0,32.0,3.0,0.6,4.173,130.0,1.609,8.1,0.736,6.382,7.854,1.231,5.891
2018,2017-18,Lassen,lassen,5.0,10.0,3.0,127.667,130.0,92.0,77.0,72.0,90.0,7.0,0.333,5.428,100.0,1.582,9.164,0.493,5.076,6.345,1.25,6.486
2018,2017-18,Long Beach,longbeach,2.0,4.0,2.0,74.666,103.0,61.0,48.0,28.0,36.0,3.0,0.333,5.786,93.0,1.754,12.415,0.362,3.375,4.339,1.286,7.353
2018,2017-18,Los Medanos,losmedanos,13.0,7.0,3.0,184.0,206.0,111.0,81.0,51.0,118.0,7.0,0.65,3.962,137.0,1.397,10.076,0.342,2.495,5.772,2.314,5.429
2018,2017-18,Marin,marin,10.0,10.0,10.0,149.001,162.0,84.0,72.0,50.0,85.0,4.0,0.5,4.349,124.0,1.423,9.785,0.242,3.02,5.134,1.7,5.074
