season,cccaa_season,team,team_id,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2020,2019-20,Allan Hancock,allanhancock,5.0,1.0,2.0,61.666,60.0,48.0,35.0,34.0,52.0,4.0,0.833,5.108,114.0,1.524,8.757,0.584,4.962,7.589,1.529,7.005
2020,2019-20,American River,americanriver,2.0,2.0,0.0,32.0,36.0,25.0,20.0,9.0,24.0,2.0,0.5,5.625,104.0,1.406,10.125,0.562,2.531,6.75,2.667,7.031
2020,2019-20,Antelope Valley,antelopevalley,2.0,2.0,2.0,26.334,37.0,18.0,12.0,17.0,15.0,0.0,0.5,4.101,142.0,2.051,12.645,0.0,5.81,5.126,0.882,6.152
2020,2019-20,Bakersfield,bakersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Barstow,barstow,2.0,9.0,1.0,86.665,119.0,105.0,63.0,67.0,74.0,4.0,0.182,6.542,89.0,2.146,12.358,0.415,6.958,7.685,1.104,10.904
2020,2019-20,Butte,butte,9.0,7.0,1.0,122.333,127.0,58.0,44.0,26.0,113.0,6.0,0.562,3.237,180.0,1.251,9.343,0.441,1.913,8.313,4.346,4.267
2020,2019-20,Cabrillo,cabrillo,3.0,3.0,1.0,56.0,54.0,30.0,21.0,16.0,56.0,1.0,0.5,3.375,173.0,1.25,8.679,0.161,2.571,9.0,3.5,4.821
2020,2019-20,Canada,canada,0.0,1.0,0.0,5.0,10.0,9.0,5.0,3.0,1.0,0.0,0.0,9.0,65.0,2.6,18.0,0.0,5.4,1.8,0.333,16.2
2020,2019-20,Canyons,canyons,3.0,6.0,1.0,65.667,89.0,64.0,47.0,48.0,49.0,4.0,0.333,6.442,90.0,2.086,12.198,0.548,6.579,6.716,1.021,8.772
2020,2019-20,Cerritos,cerritos,5.0,3.0,0.0,52.0,46.0,31.0,25.0,26.0,53.0,2.0,0.625,4.327,135.0,1.385,7.962,0.346,4.5,9.173,2.038,5.365
2020,2019-20,Cerro Coso,cerrocoso,0.0,4.0,0.0,32.0,41.0,30.0,23.0,22.0,31.0,0.0,0.0,6.469,90.0,1.969,11.531,0.0,6.188,8.719,1.409,8.438
2020,2019-20,Chabot,chabot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Chaffey,chaffey,1.0,0.0,2.0,10.666,13.0,9.0,9.0,5.0,12.0,1.0,1.0,7.594,77.0,1.688,10.969,0.844,4.219,10.126,2.4,7.594
2020,2019-20,Citrus,citrus,0.0,3.0,0.0,20.334,31.0,23.0,7.0,6.0,18.0,3.0,0.0,3.098,188.0,1.82,13.721,1.328,2.656,7.967,3.0,10.18
2020,2019-20,Compton,compton,2.0,8.0,0.0,74.667,101.0,101.0,69.0,57.0,53.0,2.0,0.2,8.317,70.0,2.116,12.174,0.241,6.871,6.388,0.93,12.174
2020,2019-20,Contra Costa,contracosta,1.0,2.0,0.0,24.999,33.0,36.0,22.0,30.0,13.0,1.0,0.333,7.92,74.0,2.52,11.88,0.36,10.8,4.68,0.433,12.961
2020,2019-20,Cosumnes River,cosumnesriver,1.0,0.0,0.0,12.998999999999999,14.0,5.0,5.0,5.0,7.0,1.0,1.0,3.462,168.0,1.462,9.693,0.692,3.462,4.847,1.4,3.462
2020,2019-20,Cuesta,cuesta,1.0,0.0,1.0,8.334,10.0,7.0,6.0,3.0,4.0,1.0,1.0,6.479,90.0,1.56,10.799,1.08,3.24,4.32,1.333,7.559
2020,2019-20,Cypress,cypress,0.0,0.0,0.0,4.333,5.0,7.0,6.0,8.0,6.0,0.0,,12.462,47.0,3.0,10.385,0.0,16.617,12.462,0.75,14.54
2020,2019-20,De Anza,deanza,1.0,5.0,0.0,43.334,71.0,69.0,64.0,41.0,30.0,4.0,0.167,13.292,44.0,2.585,14.746,0.831,8.515,6.231,0.732,14.331
2020,2019-20,Desert,desert,2.0,4.0,1.0,44.999,59.0,39.0,30.0,16.0,38.0,3.0,0.333,6.0,97.0,1.667,11.8,0.6,3.2,7.6,2.375,7.8
2020,2019-20,Diablo Valley,diablovalley,7.0,13.0,5.0,173.331,167.0,124.0,98.0,92.0,187.0,7.0,0.35,5.089,114.0,1.494,8.671,0.363,4.777,9.71,2.033,6.439
2020,2019-20,East Los Angeles,eastlosangeles,0.0,1.0,0.0,23.0,20.0,10.0,9.0,7.0,18.0,0.0,0.0,3.522,165.0,1.174,7.826,0.0,2.739,7.043,2.571,3.913
2020,2019-20,El Camino,elcamino,11.0,5.0,5.0,133.667,121.0,68.0,53.0,37.0,104.0,5.0,0.688,3.569,163.0,1.182,8.147,0.337,2.491,7.002,2.811,4.579
2020,2019-20,Feather River,featherriver,1.0,3.0,2.0,49.668,55.0,44.0,34.0,26.0,34.0,4.0,0.25,6.161,94.0,1.631,9.966,0.725,4.711,6.161,1.308,7.973
2020,2019-20,Folsom Lake,folsomlake,0.0,0.0,0.0,1.0,2.0,4.0,1.0,4.0,3.0,0.0,,9.0,65.0,6.0,18.0,0.0,36.0,27.0,0.75,36.0
2020,2019-20,Fresno City,fresno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Fullerton,fullerton,1.0,2.0,0.0,24.334,23.0,15.0,12.0,9.0,17.0,2.0,0.333,4.438,131.0,1.315,8.507,0.74,3.329,6.287,1.889,5.548
2020,2019-20,Gavilan,gavilan,1.0,4.0,0.0,69.997,107.0,91.0,67.0,47.0,52.0,8.0,0.2,8.615,68.0,2.2,13.758,1.029,6.043,6.686,1.106,11.701
2020,2019-20,Glendale,glendale,2.0,1.0,1.0,35.666,19.0,16.0,13.0,22.0,41.0,2.0,0.667,3.28,178.0,1.15,4.794,0.505,5.552,10.346,1.864,4.037
