season,cccaa_season,team,team_id,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2016,2015-16,LA Pierce,lapierce,3.0,5.0,0.0,55.0,58.0,57.0,51.0,46.0,34.0,3.0,0.375,8.345,56.0,1.891,9.491,0.491,7.527,5.564,0.739,9.327
2016,2015-16,LA Valley,lavalley,2.0,2.0,0.0,58.001,70.0,24.0,23.0,11.0,44.0,0.0,0.5,3.569,132.0,1.397,10.862,0.0,1.707,6.827,4.0,3.724
2016,2015-16,Laney,laney,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
2016,2015-16,Lassen,lassen,10.0,17.0,2.0,197.667,235.0,165.0,120.0,81.0,118.0,6.0,0.37,5.464,86.0,1.599,10.7,0.273,3.688,5.373,1.457,7.513
2016,2015-16,Long Beach,longbeach,14.0,6.0,2.0,186.334,168.0,72.0,54.0,58.0,117.0,3.0,0.7,2.608,180.0,1.213,8.114,0.145,2.801,5.651,2.017,3.478
2016,2015-16,Los Medanos,losmedanos,3.0,3.0,5.0,56.334,61.0,26.0,25.0,13.0,39.0,6.0,0.5,3.994,118.0,1.314,9.745,0.959,2.077,6.231,3.0,4.154
2016,2015-16,Marin,marin,14.0,7.0,8.0,184.0,178.0,88.0,66.0,81.0,114.0,3.0,0.667,3.228,146.0,1.408,8.707,0.147,3.962,5.576,1.407,4.304
2016,2015-16,Mendocino,mendocino,2.0,7.0,3.0,65.665,79.0,45.0,33.0,26.0,27.0,5.0,0.222,4.523,104.0,1.599,10.828,0.685,3.564,3.701,1.038,6.168
2016,2015-16,Merced,merced,0.0,0.0,0.0,24.667,27.0,16.0,12.0,9.0,11.0,1.0,,4.378,107.0,1.459,9.851,0.365,3.284,4.013,1.222,5.838
2016,2015-16,Mission,mission,6.0,2.0,5.0,110.001,107.0,57.0,48.0,56.0,98.0,3.0,0.75,3.927,120.0,1.482,8.754,0.245,4.582,8.018,1.75,4.664
2016,2015-16,Modesto,modesto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2016,2015-16,Monterey,monterey,6.0,3.0,6.0,100.333,71.0,32.0,26.0,60.0,58.0,3.0,0.667,2.332,202.0,1.306,6.369,0.269,5.382,5.203,0.967,2.87
2016,2015-16,Moorpark,moorpark,2.0,3.0,0.0,68.333,81.0,43.0,39.0,25.0,52.0,6.0,0.4,5.137,91.0,1.551,10.668,0.79,3.293,6.849,2.08,5.663
2016,2015-16,Mt. San Antonio,mtsanantonio,6.0,7.0,2.0,89.335,89.0,49.0,40.0,36.0,85.0,0.0,0.462,4.03,117.0,1.399,8.966,0.0,3.627,8.563,2.361,4.936
2016,2015-16,Mt. San Jacinto,mtsanjacinto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2016,2015-16,Napa,napa,10.0,26.0,5.0,252.999,327.0,193.0,153.0,97.0,138.0,12.0,0.278,5.443,86.0,1.676,11.632,0.427,3.451,4.909,1.423,6.866
2016,2015-16,Ohlone,ohlone,17.0,9.0,1.0,194.332,188.0,95.0,80.0,62.0,128.0,5.0,0.654,3.705,127.0,1.286,8.707,0.232,2.871,5.928,2.065,4.4
2016,2015-16,Orange Coast,orangecoast,6.0,8.0,0.0,81.66799999999999,68.0,39.0,32.0,48.0,75.0,4.0,0.429,3.526,133.0,1.42,7.494,0.441,5.29,8.265,1.562,4.298
2016,2015-16,Oxnard,oxnard,7.0,7.0,3.0,108.668,106.0,56.0,43.0,30.0,64.0,2.0,0.5,3.561,132.0,1.252,8.779,0.166,2.485,5.301,2.133,4.638
2016,2015-16,Palomar,palomar,9.0,4.0,3.0,84.001,88.0,51.0,43.0,39.0,63.0,3.0,0.692,4.607,102.0,1.512,9.428,0.321,4.179,6.75,1.615,5.464
2016,2015-16,Pasadena City,pasadenacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2016,2015-16,Porterville,porterville,2.0,7.0,0.0,81.0,92.0,49.0,38.0,24.0,48.0,2.0,0.222,4.222,111.0,1.432,10.222,0.222,2.667,5.333,2.0,5.444
2016,2015-16,Redwoods,redwoods,2.0,12.0,1.0,134.999,210.0,159.0,116.0,85.0,56.0,2.0,0.143,7.733,61.0,2.185,14.0,0.133,5.667,3.733,0.659,10.6
2016,2015-16,Reedley,reedley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2016,2015-16,Rio Hondo,riohondo,7.0,4.0,3.0,86.668,94.0,37.0,22.0,27.0,61.0,0.0,0.636,2.285,206.0,1.396,9.761,0.0,2.804,6.335,2.259,3.842
2016,2015-16,Riverside,riverside,0.0,0.0,1.0,6.667,11.0,8.0,6.0,5.0,7.0,0.0,,8.1,58.0,2.4,14.849,0.0,6.75,9.45,1.4,10.799
2016,2015-16,Sacramento City,sacramentocity,0.0,2.0,2.0,13.333,16.0,13.0,11.0,9.0,6.0,0.0,0.0,7.425,63.0,1.875,10.8,0.0,6.075,4.05,0.667,8.775
2016,2015-16,Saddleback,saddleback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2016,2015-16,San Bernardino,sanbernardino,16.0,11.0,0.0,237.335,257.0,142.0,107.0,101.0,149.0,5.0,0.593,4.058,116.0,1.508,9.746,0.19,3.83,5.65,1.475,5.385
2016,2015-16,San Diego City,sandiego,7.0,7.0,2.0,120.668,149.0,91.0,67.0,51.0,101.0,3.0,0.5,4.997,94.0,1.657,11.113,0.224,3.804,7.533,1.98,6.787
2016,2015-16,San Diego Mesa,sandiegomesa,0.0,1.0,0.0,14.666,16.0,9.0,9.0,10.0,4.0,0.0,0.0,5.523,85.0,1.773,9.819,0.0,6.137,2.455,0.4,5.523
2016,2015-16,San Francisco,sanfrancisco,5.0,26.0,1.0,229.333,266.0,185.0,142.0,108.0,110.0,9.0,0.161,5.573,84.0,1.631,10.439,0.353,4.238,4.317,1.019,7.26
2016,2015-16,San Joaquin Delta,sanjoaquindelta,1.0,1.0,0.0,13.334,14.0,12.0,8.0,7.0,9.0,0.0,0.5,5.4,87.0,1.575,9.45,0.0,4.725,6.075,1.286,8.1
2016,2015-16,San Mateo,sanmateo,11.0,6.0,10.0,120.667,112.0,76.0,59.0,72.0,103.0,3.0,0.647,4.401,107.0,1.525,8.354,0.224,5.37,7.682,1.431,5.668
2016,2015-16,Santa Ana,santaana,0.0,0.0,0.0,2.666,7.0,6.0,5.0,3.0,0.0,1.0,,16.879,28.0,3.751,23.631,3.376,10.128,0.0,0.0,20.255
2016,2015-16,Santa Barbara,santabarbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2016,2015-16,Santa Rosa,santarosa,1.0,1.0,4.0,18.333,15.0,7.0,5.0,5.0,18.0,0.0,0.5,2.455,191.0,1.091,7.364,0.0,2.455,8.837,3.6,3.436
2016,2015-16,Sequoias,sequoias,0.0,0.0,0.0,7.0,3.0,4.0,3.0,6.0,4.0,0.0,,3.857,122.0,1.286,3.857,0.0,7.714,5.143,0.667,5.143
2016,2015-16,Shasta,shasta,0.0,0.0,0.0,12.332,8.0,8.0,7.0,8.0,9.0,0.0,,5.109,92.0,1.297,5.838,0.0,5.838,6.568,1.125,5.838
2016,2015-16,Sierra,sierra,2.0,3.0,2.0,31.666,25.0,13.0,8.0,19.0,33.0,1.0,0.4,2.274,207.0,1.39,7.105,0.284,5.4,9.379,1.737,3.695
2016,2015-16,Siskiyous,siskiyous,5.0,14.0,2.0,132.669,187.0,115.0,93.0,49.0,71.0,7.0,0.263,6.309,74.0,1.779,12.686,0.475,3.324,4.816,1.449,7.801
2016,2015-16,Skyline,skyline,5.0,2.0,0.0,71.999,70.0,39.0,29.0,22.0,49.0,3.0,0.714,3.625,130.0,1.278,8.75,0.375,2.75,6.125,2.227,4.875
2016,2015-16,Solano,solano,0.0,1.0,0.0,20.0,19.0,11.0,9.0,13.0,13.0,1.0,0.0,4.05,116.0,1.6,8.55,0.45,5.85,5.85,1.0,4.95
2016,2015-16,Southwestern,southwestern,1.0,4.0,0.0,41.001,49.0,31.0,28.0,29.0,29.0,1.0,0.2,6.146,76.0,1.902,10.756,0.22,6.366,6.366,1.0,6.805
2016,2015-16,Taft,taft,7.0,8.0,3.0,108.333,125.0,70.0,47.0,32.0,81.0,7.0,0.467,3.905,120.0,1.449,10.385,0.582,2.658,6.729,2.531,5.815
2016,2015-16,Ventura,ventura,2.0,4.0,5.0,76.666,94.0,56.0,49.0,29.0,36.0,3.0,0.333,5.752,82.0,1.604,11.035,0.352,3.404,4.226,1.241,6.574
2016,2015-16,Victor Valley,victorvalley,0.0,6.0,0.0,46.335,99.0,76.0,62.0,23.0,24.0,1.0,0.0,12.043,39.0,2.633,19.23,0.194,4.467,4.662,1.043,14.762
2016,2015-16,West Hills Coalinga,westhillscoalinga,5.0,16.0,1.0,152.001,149.0,110.0,94.0,98.0,127.0,2.0,0.238,5.566,84.0,1.625,8.822,0.118,5.803,7.52,1.296,6.513
2016,2015-16,West LA,westla,1.0,3.0,0.0,21.333,32.0,27.0,22.0,9.0,13.0,4.0,0.25,9.281,51.0,1.922,13.5,1.688,3.797,5.484,1.444,11.391
2016,2015-16,West Valley,westvalley,3.0,1.0,1.0,32.0,28.0,24.0,21.0,18.0,22.0,1.0,0.75,5.906,80.0,1.438,7.875,0.281,5.062,6.188,1.222,6.75
2016,2015-16,Yuba,yuba,0.0,4.0,1.0,49.666000000000004,54.0,32.0,18.0,19.0,35.0,1.0,0.0,3.262,144.0,1.47,9.785,0.181,3.443,6.342,1.842,5.799
