season,cccaa_season,team,team_id,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2022,2021-22,Allan Hancock,allanhancock,6.0,3.0,0.0,88.332,101.0,55.0,46.0,28.0,75.0,3.0,0.667,4.687,133.0,1.46,10.291,0.306,2.853,7.642,2.679,5.604
2022,2021-22,American River,americanriver,5.0,16.0,1.0,122.666,172.0,160.0,115.0,76.0,70.0,13.0,0.238,8.438,74.0,2.022,12.62,0.954,5.576,5.136,0.921,11.739
2022,2021-22,Antelope Valley,antelopevalley,3.0,3.0,2.0,78.997,87.0,82.0,69.0,60.0,55.0,12.0,0.5,7.861,79.0,1.861,9.912,1.367,6.836,6.266,0.917,9.342
2022,2021-22,Bakersfield,bakersfield,1.0,7.0,2.0,69.666,98.0,64.0,43.0,15.0,42.0,3.0,0.125,5.555,112.0,1.622,12.66,0.388,1.938,5.426,2.8,8.268
2022,2021-22,Barstow,barstow,2.0,25.0,0.0,214.333,336.0,244.0,200.0,118.0,152.0,20.0,0.074,8.398,74.0,2.118,14.109,0.84,4.955,6.383,1.288,10.246
2022,2021-22,Butte,butte,13.0,4.0,8.0,143.668,145.0,73.0,59.0,35.0,114.0,15.0,0.765,3.696,169.0,1.253,9.083,0.94,2.193,7.141,3.257,4.573
2022,2021-22,Cabrillo,cabrillo,2.0,5.0,5.0,61.334,73.0,45.0,28.0,24.0,54.0,3.0,0.286,4.109,152.0,1.582,10.712,0.44,3.522,7.924,2.25,6.603
2022,2021-22,Canada,canada,1.0,1.0,0.0,36.333,47.0,36.0,29.0,12.0,23.0,5.0,0.5,7.184,87.0,1.624,11.642,1.239,2.973,5.697,1.917,8.918
2022,2021-22,Canyons,canyons,5.0,2.0,0.0,61.333,69.0,35.0,33.0,33.0,29.0,9.0,0.714,4.842,129.0,1.663,10.125,1.321,4.842,4.255,0.879,5.136
2022,2021-22,Cerritos,cerritos,4.0,10.0,0.0,76.001,97.0,88.0,63.0,63.0,70.0,2.0,0.286,7.46,84.0,2.105,11.487,0.237,7.46,8.289,1.111,10.421
2022,2021-22,Cerro Coso,cerrocoso,9.0,6.0,2.0,132.664,148.0,94.0,87.0,65.0,112.0,8.0,0.6,5.902,106.0,1.606,10.04,0.543,4.41,7.598,1.723,6.377
2022,2021-22,Chabot,chabot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Chaffey,chaffey,2.0,4.0,2.0,99.334,110.0,67.0,53.0,55.0,103.0,6.0,0.333,4.802,130.0,1.661,9.966,0.544,4.983,9.332,1.873,6.07
2022,2021-22,Citrus,citrus,4.0,4.0,0.0,86.001,124.0,87.0,74.0,43.0,64.0,7.0,0.5,7.744,81.0,1.942,12.977,0.733,4.5,6.698,1.488,9.105
2022,2021-22,Compton,compton,2.0,1.0,0.0,52.335,61.0,59.0,41.0,34.0,41.0,2.0,0.667,7.051,88.0,1.815,10.49,0.344,5.847,7.051,1.206,10.146
2022,2021-22,Contra Costa,contracosta,6.0,12.0,2.0,149.332,212.0,178.0,138.0,88.0,99.0,10.0,0.333,8.317,75.0,2.009,12.777,0.603,5.304,5.967,1.125,10.728
2022,2021-22,Cosumnes River,cosumnesriver,6.0,3.0,3.0,79.667,93.0,78.0,73.0,57.0,66.0,6.0,0.667,8.247,76.0,1.883,10.506,0.678,6.439,7.456,1.158,8.812
2022,2021-22,Cuesta,cuesta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Cypress,cypress,1.0,1.0,1.0,18.333000000000002,20.0,21.0,21.0,10.0,25.0,1.0,0.5,10.309,60.0,1.636,9.818,0.491,4.909,12.273,2.5,10.309
2022,2021-22,De Anza,deanza,3.0,15.0,1.0,154.334,237.0,173.0,163.0,84.0,96.0,21.0,0.167,9.505,66.0,2.08,13.821,1.225,4.898,5.598,1.143,10.089
2022,2021-22,Desert,desert,1.0,2.0,1.0,30.0,42.0,22.0,21.0,8.0,25.0,3.0,0.333,6.3,99.0,1.667,12.6,0.9,2.4,7.5,3.125,6.6
2022,2021-22,Diablo Valley,diablovalley,10.0,12.0,2.0,168.002,184.0,130.0,87.0,71.0,172.0,13.0,0.455,4.661,134.0,1.518,9.857,0.696,3.804,9.214,2.423,6.964
2022,2021-22,East Los Angeles,eastlosangeles,2.0,5.0,0.0,78.001,105.0,55.0,47.0,26.0,47.0,2.0,0.286,5.423,115.0,1.679,12.115,0.231,3.0,5.423,1.808,6.346
2022,2021-22,El Camino,elcamino,10.0,7.0,12.0,172.332,195.0,98.0,83.0,60.0,137.0,6.0,0.588,4.335,144.0,1.48,10.184,0.313,3.133,7.155,2.283,5.118
2022,2021-22,Feather River,featherriver,7.0,3.0,8.0,49.333,44.0,28.0,16.0,9.0,68.0,1.0,0.7,2.919,214.0,1.074,8.027,0.182,1.642,12.405,7.556,5.108
2022,2021-22,Folsom Lake,folsomlake,7.0,1.0,14.0,60.666,50.0,39.0,28.0,27.0,56.0,3.0,0.875,4.154,150.0,1.269,7.418,0.445,4.006,8.308,2.074,5.786
2022,2021-22,Fresno City,fresnocitycollege,4.0,0.0,0.0,38.0,36.0,22.0,17.0,12.0,37.0,2.0,1.0,4.026,155.0,1.263,8.526,0.474,2.842,8.763,3.083,5.211
2022,2021-22,Fullerton,fullerton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Glendale,glendale,14.0,2.0,1.0,162.332,141.0,86.0,56.0,69.0,166.0,10.0,0.875,3.105,201.0,1.294,7.817,0.554,3.825,9.203,2.406,4.768
2022,2021-22,Golden West,goldenwest,0.0,0.0,0.0,10.999,15.0,17.0,7.0,2.0,13.0,0.0,,5.728,109.0,1.546,12.274,0.0,1.637,10.637,6.5,13.91
2022,2021-22,Grossmont,grossmont,3.0,0.0,1.0,18.001,24.0,14.0,12.0,9.0,21.0,1.0,1.0,6.0,104.0,1.833,11.999,0.5,4.5,10.499,2.333,7.0
2022,2021-22,Hartnell,hartnell,1.0,7.0,1.0,63.0,70.0,75.0,67.0,76.0,53.0,4.0,0.125,9.571,65.0,2.317,10.0,0.571,10.857,7.571,0.697,10.714
2022,2021-22,Imperial Valley,imperialvalley,6.0,29.0,2.0,297.666,504.0,487.0,400.0,222.0,206.0,37.0,0.171,12.094,52.0,2.439,15.239,1.119,6.712,6.228,0.928,14.725
2022,2021-22,Irvine Valley,irvinevalley,0.0,1.0,0.0,19.999000000000002,24.0,15.0,13.0,7.0,13.0,2.0,0.0,5.85,107.0,1.55,10.801,0.9,3.15,5.85,1.857,6.75
2022,2021-22,LA Harbor,laharbor,3.0,10.0,2.0,159.0,220.0,162.0,133.0,91.0,79.0,13.0,0.231,7.528,83.0,1.956,12.453,0.736,5.151,4.472,0.868,9.17
