season,cccaa_season,team,team_id,player_id,player_name,App,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2015,2014-15,Allan Hancock,allanhancock,angelguillen3ben,Angel Guillen,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,billdalyin37,Bill Daly,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,carvertippett49rw,Carver Tippett,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,colbybarrickrm0u,Colby Barrick,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,coltonstudebakertkk0,Colton Studebaker,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,ejmorris5g8y,EJ Morris,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,ellisgerussiturner4kux,Ellis Gerussi-Turner,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,hunterchristensenxqa2,Hunter Christensen,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,isaiahramos2k4i,Isaiah Ramos,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,justindaraban0vkx,Justin Daraban,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,rileyjoyceazch,Riley Joyce,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,spencerarmstrong8a9p,Spencer Armstrong,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,timmahoneyyv9d,Tim Mahoney,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,williambierleine06k,William Bierlein,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Allan Hancock,allanhancock,zachlampreia15xp,Zach Lampreia,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,alexgaskinjfbz,Alex Gaskin,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,andrewfuentestgem,Andrew Fuentes,16,1.0,0.0,1.0,0.0,11.332,18.0,15.0,14.0,15.0,6.0,0.0,0.0,11.11895517119661,2.9121073067419694,14.295799505824213,0.0,11.913166254853511,4.765266501941404,0.4,11.913166254853511
2015,2014-15,American River,americanriver,austincall3wbh,Austin Call,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,brandonraposa1c20,Brandon Raposa,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,bryanbabcocku60d,Bryan Babcock,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,cameronbennett8a6g,Cameron Bennett,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,christiansavagezzjc,Christian Savage,27,0.0,0.0,0.0,1.0,29.335,30.0,18.0,14.0,12.0,9.0,0.0,,4.295210499403443,1.4317368331344809,9.204022498721663,0.0,3.6816089994886654,2.7612067496164987,0.75,5.522413499232997
2015,2014-15,American River,americanriver,coltonfreemanb0sa,Colton Freeman,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,daltondevries2w4h,Dalton Devries,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,jamesboitanog752,James Boitano,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,jimmylunardelli0m8o,Jimmy Lunardelli,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,justinjordane8iv,Justin Jordan,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,kirbybroadbent0gp0,Kirby Broadbent,34,8.0,2.0,7.0,0.0,48.001,70.0,58.0,49.0,22.0,23.0,0.0,0.2222222222222222,9.187308597737548,1.9166267369429804,13.124726568196497,0.0,4.124914064290327,4.312410158121706,1.0454545454545454,10.874773442219954
2015,2014-15,American River,americanriver,mattelliottspp7,Matt Elliott,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,mikeyramirezu9uz,Mikey Ramirez,11,4.0,2.0,1.0,0.0,34.333,46.0,17.0,12.0,13.0,14.0,1.0,0.6666666666666666,3.14566160836513,1.718463286051321,12.058369498732999,0.26213846736376084,3.4078000757288907,3.6699385430926514,1.0769230769230769,4.456353945183934
2015,2014-15,American River,americanriver,stevemercadoope4,Steve Mercado,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,American River,americanriver,zachpadilla0hqs,Zach Padilla,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,aaronhartiddy,Aaron Hart,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,arturosanchez7jhh,Arturo Sanchez,35,3.0,2.0,2.0,0.0,19.334,16.0,12.0,10.0,11.0,11.0,1.0,0.5,4.655011896141512,1.3965035688424536,7.44801903382642,0.46550118961415127,5.120513085755663,5.120513085755663,1.0,5.5860142753698145
2015,2014-15,Antelope Valley,antelopevalley,carlosochoanzq5,Carlos Ochoa,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,chrisdaviesood8,Chris Davies,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,davindomingocbvt,Davin Domingo,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,ericbaynton4h5h,Eric Baynton,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,fernandoreyesxtm9,Fernando Reyes,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,josephmauldinv9oa,Joseph Mauldin,19,0.0,1.0,2.0,2.0,17.999,18.0,12.0,10.0,14.0,20.0,1.0,0.3333333333333333,5.000277793210735,1.77787654869715,9.000500027779323,0.5000277793210735,7.000388910495029,10.00055558642147,1.4285714285714286,6.000333351852881
2015,2014-15,Antelope Valley,antelopevalley,josetejadas392,Jose Tejada,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,joshvane5vw,Josh Van,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,konnerarnold5ypi,Konner Arnold,35,11.0,2.0,3.0,0.0,64.333,84.0,41.0,31.0,18.0,41.0,2.0,0.4,4.336810035285157,1.5855004430074768,11.75135622464365,0.2797941958248488,2.5181477624236392,5.735781014409401,2.2777777777777777,5.735781014409401
2015,2014-15,Antelope Valley,antelopevalley,rileygulleyk2qh,Riley Gulley,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,robertozarkcd42,Robert Ozark,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,travistarnoff8ek5,Travis Tarnoff,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,tylerhuebneri5cv,Tyler Huebner,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,tylerpittman41oc,Tyler Pittman,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,vincentfitzgerald5wmw,Vincent Fitzgerald,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Antelope Valley,antelopevalley,willfrenn6ez9,Will Frenn,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Bakersfield,bakersfield,anthonyavilaxb3a,Anthony Avila,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015,2014-15,Bakersfield,bakersfield,brooksdouglassd4wc,Brooks Douglass,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
