season,cccaa_season,team,team_id,player_id,player_name,App,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2018,2017-18,Allan Hancock,allanhancock,brendangomezkus1,Brendan Gomez,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,briandowello9cf,Brian Dowell,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,chadjoneseob8,Chad Jones,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,cordellbowieiltq,Cordell Bowie,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,danielcuriel8ah5,Daniel Curiel,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,davydemeter3xiw,Davy Demeter,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,diegomartinezszn6,Diego Martinez,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,dylanmaidena4qy,Dylan Maiden,29,8.0,3.0,3.0,0.0,48.669,55.0,40.0,35.0,24.0,28.0,1.0,0.5,6.472,84.0,1.623,10.171,0.185,4.438,5.178,1.167,7.397
2018,2017-18,Allan Hancock,allanhancock,ismaelhernandezw8ru,Ismael Hernandez,36,3.0,3.0,4.0,7.0,37.665,46.0,31.0,19.0,16.0,34.0,1.0,0.429,4.54,119.0,1.646,10.992,0.239,3.823,8.124,2.125,7.407
2018,2017-18,Allan Hancock,allanhancock,jacobcamarenaavfs,Jacob Camarena,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,jakeshusterichd3dg,Jake Shusterich,34,0.0,1.0,0.0,1.0,17.001,22.0,9.0,9.0,4.0,8.0,1.0,1.0,4.764,114.0,1.529,11.646,0.529,2.118,4.235,2.0,4.764
2018,2017-18,Allan Hancock,allanhancock,joshharmonayu16c,Josh Harmonay,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,joshtonascianjkk,Josh Tonascia,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,marcusnixjrwnda,"Marcus Nix, Jr.",18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,nickproffittph54,Nick Proffitt,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,philalmanzanc4m,Phil Almanza,18,0.0,2.0,0.0,0.0,30.666,38.0,27.0,22.0,19.0,18.0,1.0,1.0,6.457,84.0,1.859,11.152,0.293,5.576,5.283,0.947,7.924
2018,2017-18,Allan Hancock,allanhancock,quinntinperez0x9p,Quinntin Perez,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,reedodland7y0v,Reed Odland,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,shaneflaningam420h,Shane Flaningam,24,0.0,0.0,0.0,0.0,4.667,8.0,7.0,5.0,6.0,1.0,0.0,,9.642,56.0,3.0,15.427,0.0,11.571,1.928,0.167,13.499
2018,2017-18,Allan Hancock,allanhancock,tannerthompson31yw,Tanner Thompson,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,zacfernandezrq50,Zac Fernandez,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Allan Hancock,allanhancock,zachruddxs7b,Zach Rudd,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,bjbakerzoa3,BJ Baker,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,1.0,0.0,0.0,9.0,18.0,2.0,0.0
2018,2017-18,American River,americanriver,blakespencer4a37,Blake Spencer,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,caseydemello05g4,Casey DeMello,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,christianmuruaz7dc,Christian Murua,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,collinmartinzpi7,Collin Martin,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,danielarmendarezwn97,Daniel Armendarez,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,justinbejaranohl52,Justin Bejarano,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,justinborcharduyj1,Justin Borchard,27,1.0,0.0,1.0,0.0,7.0,10.0,13.0,11.0,4.0,5.0,0.0,0.0,14.143,38.0,2.0,12.857,0.0,5.143,6.429,1.25,16.714
2018,2017-18,American River,americanriver,justinhanlin1c49,Justin Hanlin,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,lanefieldq2dx,Lane Field,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,loganhalld5r2,Logan Hall,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,mattclarkegd1c,Matt Clarke,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,nickhuddlestunir6y,Nick Huddlestun,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,oscarholmberg3p9a,Oscar Holmberg,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,rayhenryjb3q,Ray Henry,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,9.0,0.0,0.0,0.0,,0.0
2018,2017-18,American River,americanriver,ryanburdickbskk,Ryan Burdick,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,American River,americanriver,willfloydgrwh,Will Floyd,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Antelope Valley,antelopevalley,anthonyparisiw52v,Anthony Parisi,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Antelope Valley,antelopevalley,blakeleidholdt7xjf,Blake Leidholdt,3,0.0,0.0,0.0,0.0,3.667,2.0,0.0,0.0,0.0,4.0,0.0,,0.0,,0.545,4.909,0.0,0.0,9.817,,0.0
2018,2017-18,Antelope Valley,antelopevalley,carlosmartinez4uul,Carlos Martinez,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Antelope Valley,antelopevalley,danielgomez13tl,Daniel Gomez,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Antelope Valley,antelopevalley,daultonstanton0heh,Daulton Stanton,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Antelope Valley,antelopevalley,eddiemarcottet4em,Eddie Marcotte,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Antelope Valley,antelopevalley,ethanavantoafg,Ethan Avant,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Antelope Valley,antelopevalley,joelamontotou,Joe Lamont,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Antelope Valley,antelopevalley,johnreyesxclr,John Reyes,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Antelope Valley,antelopevalley,jonathancornish5hde,Jonathan Cornish,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Antelope Valley,antelopevalley,jorgevillalobosoghu,Jorge Villalobos,3,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,,9.0,60.0,2.0,18.0,0.0,0.0,9.0,,9.0
2018,2017-18,Antelope Valley,antelopevalley,kylelathrop5ndi,Kyle Lathrop,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Antelope Valley,antelopevalley,rickyornelasycqe,Ricky Ornelas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Antelope Valley,antelopevalley,trevormorrison6b53,Trevor Morrison,3,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,60.0,1.5,9.0,0.0,4.5,0.0,0.0,9.0
2018,2017-18,Bakersfield,bakersfield,ashantirosse89w,Ashanti Ross,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,brantonjasparspbf,Branton Jaspar,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,brycinhernandezth93,Brycin Hernandez,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,carsonwatsonj32o,Carson Watson,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,colbyfreemane72k,Colby Freeman,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,hectorruvalcabaib17,Hector Ruvalcaba,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,isaacramosoemp,Isaac Ramos,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,jacobsanchez0s9y,Jacob Sanchez,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,joepinedabs3d,Joe Pineda,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,konnerdodgemg55,Konner Dodge,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,kylewillmane5ag,Kyle Willman,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,luisomphroyh0hu,Luis Omphroy,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,lukelewisiy0a,Luke Lewis,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,ryandarbeew3s4,Ryan Darbee,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,timbillingsley302o,Tim Billingsley,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,treyharmon13vb,Trey Harmon,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Bakersfield,bakersfield,zachwilliamsfqjh,Zach Williams,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Barstow,barstow,alexpenaypfw,Alex Pena,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Barstow,barstow,alfreddelsangrofjz4,Alfred DelSangro,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Barstow,barstow,antoniogaxiolajbev,Antonio Gaxiola,34,0.0,0.0,0.0,0.0,2.667,8.0,6.0,6.0,2.0,1.0,1.0,,20.247,27.0,3.75,26.997,3.375,6.749,3.375,0.5,20.247
2018,2017-18,Barstow,barstow,dylanbradfordgjhm,Dylan Bradford,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Barstow,barstow,jathansibalnfsi,Jathan Sibal,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Barstow,barstow,joshtorranceqfhe,Josh Torrance,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Barstow,barstow,judahwilbur5kzg,Judah Wilbur,40,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,9.0,60.0,2.0,18.0,0.0,0.0,0.0,,9.0
2018,2017-18,Barstow,barstow,kagenkennedyz0m5,Kagen Kennedy,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Barstow,barstow,mattvanderbergw66k,Matt Vanderberg,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Barstow,barstow,nickcaswellz04q,Nick Caswell,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Barstow,barstow,nickstevenspxwh,Nick Stevens,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Barstow,barstow,richardesquivel0qgn,Richard Esquivel,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Barstow,barstow,thomaskeller4d4w,Thomas Keller,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Butte,butte,beneldernu50,Ben Elder,27,16.0,13.0,1.0,0.0,101.334,84.0,33.0,27.0,23.0,74.0,6.0,0.929,2.398,226.0,1.056,7.46,0.533,2.043,6.572,3.217,2.931
2018,2017-18,Butte,butte,connorblairbkym,Connor Blair,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Butte,butte,demondsmithbecm,Demond Smith,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Butte,butte,ericrobleskpct,Eric Robles,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Butte,butte,harrisonclydepuws,Harrison Clyde,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Butte,butte,isaiahmoralesnanu,Isaiah Morales,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Butte,butte,justinbethg1f9,Justin Beth,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Butte,butte,kaseybuchananpjbv,Kasey Buchanan,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Butte,butte,kurtisroberts22nd,Kurtis Roberts,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2018,2017-18,Butte,butte,lanepritchardqppk,Lane Pritchard,44,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,2.0,9.0,0.0,9.0,0.0,0.0,0.0
