season,cccaa_season,team,team_id,player_id,player_name,App,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2016,2015-16,Allan Hancock,allanhancock,zachlampreia8ea9,Zach Lampreia,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,braydengomezj2l1,Brayden Gomez,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,cadeparker9cjb,Cade Parker,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,chadsingletonom22,Chad Singleton,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,jaredbiggs5v1v,Jared Biggs,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,joaquinsequeiradsii,Joaquin Sequeira,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,justinbejarano5ty8,Justin Bejarano,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,justinjordanjyo9,Justin Jordan,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,kirbybroadbent8yzq,Kirby Broadbent,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,mattelliotts5xb,Matt Elliott,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,matthall4jmw,Matt Hall,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,micahgunterncf8,Micah Gunter,15,3.0,0.0,1.0,0.0,19.667,14.0,7.0,3.0,10.0,5.0,0.0,0.0,1.3728580871510652,1.2203182996898356,6.406671073371638,0.0,4.576193623836884,2.288096811918442,0.5,3.203335536685819
2016,2015-16,American River,americanriver,mikehatfieldml96,Mike Hatfield,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,mitchellbrillasil,Mitchell Brill,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,,0.0
2016,2015-16,American River,americanriver,robertcontrerasheme,Robert Contreras,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,tayloangleyholmanj0hw,Taylo Angley-Holman,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,American River,americanriver,tylerswank6co0,Tyler Swank,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Antelope Valley,antelopevalley,aaronharty98m,Aaron Hart,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Antelope Valley,antelopevalley,aronavilaz2gk,Aron Avila,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Antelope Valley,antelopevalley,arturosanchez12wt,Arturo Sanchez,36,10.0,2.0,7.0,0.0,65.0,92.0,55.0,46.0,20.0,47.0,0.0,0.2222222222222222,6.36923076923077,1.7230769230769232,12.73846153846154,0.0,2.769230769230769,6.507692307692308,2.35,7.615384615384615
2016,2015-16,Antelope Valley,antelopevalley,austingrabbit67gc,Austin Grabbit,12,0.0,0.0,0.0,0.0,5.334,11.0,10.0,7.0,3.0,2.0,1.0,,11.811023622047244,2.6246719160104988,18.560179977502813,1.687289088863892,5.061867266591676,3.374578177727784,0.6666666666666666,16.87289088863892
2016,2015-16,Antelope Valley,antelopevalley,claytonrabiejhs2o,Clayton Rabiej,36,13.0,3.0,10.0,0.0,79.333,82.0,60.0,43.0,37.0,49.0,2.0,0.23076923076923078,4.878171757024189,1.5000063025474897,9.302560094790316,0.22689170962903205,4.197496628137094,5.558846885911286,1.3243243243243243,6.806751288870962
2016,2015-16,Antelope Valley,antelopevalley,darnellervandqyp,Darnell Ervan,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Antelope Valley,antelopevalley,iannelsonybgf,Ian Nelson,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Antelope Valley,antelopevalley,johnserratoa7x5,John Serrato,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Antelope Valley,antelopevalley,michaelarroyofoss,Michael Arroyo,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Antelope Valley,antelopevalley,michaelbehenss2l,Michael Behen,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Antelope Valley,antelopevalley,timothydoddui5u,Timothy Dodd,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Antelope Valley,antelopevalley,travistarnofftaid,Travis Tarnoff,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Antelope Valley,antelopevalley,tylerpittmonfg50,Tyler Pittmon,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,brockhallumc5ub,Brock Hallum,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,brooksdouglassikhw,Brooks Douglass,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,calebhewespxek,Caleb Hewes,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,hanzharker9gcn,Hanz Harker,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,harleylopez34v5,Harley Lopez,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,harrisonsmithhxn3,Harrison Smith,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,harrytyler1kip,Harry Tyler,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,jacobherrera8eq8,Jacob Herrera,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,jamescarrollgt8m,James Carroll,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,jassenolivera1qg,Jassen Oliver,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,juangonzalezmvdj,Juan Gonzalez,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,kylejameso6u6,Kyle James,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,luismartinezfnix,Luis Martinez,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,patrickreynierw6v8,Patrick Reynier,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,tysonbrewermqy1,Tyson Brewer,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Bakersfield,bakersfield,vinniemanningw6qb,Vinnie Manning,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Barstow,barstow,adriantrujillorz6g,Adrian Trujillo,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Barstow,barstow,austinforresterw8zo,Austin Forrester,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Barstow,barstow,brettstenlund7x6l,Brett Stenlund,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Barstow,barstow,bryanmcelroye2ok,Bryan McElroy,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Barstow,barstow,calebsquire3tf4,Caleb Squire,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Barstow,barstow,dustinmcnicholllj3y,Dustin McNicholl,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Barstow,barstow,evanbolin01j1,Evan Bolin,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Barstow,barstow,jaimesolis5eo6,Jaime Solis,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Barstow,barstow,joekraus57ii,Joe Kraus,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Barstow,barstow,jonahyang0xiz,Jonah Yang,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Barstow,barstow,kaylinkimmeli57h,Kaylin Kimmel,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Barstow,barstow,mitchhulselb7p,Mitch Hulse,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,alecbarba053a,Alec Barba,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,alexgonzalezrdt6,Alex Gonzalez,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,andrewshippelhouteqdh3,Andrew Shippelhoute,22,0.0,0.0,0.0,0.0,15.667,21.0,8.0,7.0,5.0,6.0,0.0,,4.021191038488543,1.6595391587413033,12.063573115465628,0.0,2.872279313206102,3.4467351758473224,1.2,4.595646901129764
2016,2015-16,Butte,butte,chancetrammell9dvs,Chance Trammell,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,dominicvisentin616t,Dominic Visentin,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,jacksonmurphyd6o3,Jackson Murphy,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,jessemorales3stx,Jesse Morales,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,joeykassism3ti,Joey Kassis,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,lukejacksona221,Luke Jackson,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,marcuswilhitexh8p,Marcus Wilhite,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,mattkirtley22wn,Matt Kirtley,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,michaelschulerh26l,Michael Schuler,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,noahferguson4c2s,Noah Ferguson,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,rjvaldez9ngf,RJ Valdez,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,travisandersonamz3,Travis Anderson,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Butte,butte,zachrobertsxvg3,Zach Roberts,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cabrillo,cabrillo,calebfidiam3h6q,Caleb Fidiam,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cabrillo,cabrillo,camwhiteelwn,Cam White,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cabrillo,cabrillo,claytonandrewsxdxe,Clayton Andrews,40,0.0,2.0,2.0,6.0,19.334,16.0,9.0,9.0,8.0,37.0,0.0,0.5,4.189510706527361,1.2413365056377366,7.44801903382642,0.0,3.72400951691321,17.223544015723597,4.625,4.189510706527361
2016,2015-16,Cabrillo,cabrillo,ianbalbasw06x,Ian Balbas,7,0.0,0.0,0.0,0.0,4.667,11.0,5.0,4.0,2.0,3.0,0.0,,7.713734733233341,2.785515320334262,21.212770516391686,0.0,3.8568673666166706,5.785301049925006,1.5,9.642168416541676
2016,2015-16,Cabrillo,cabrillo,jairusrichardsyayt,Jairus Richards,36,0.0,0.0,0.0,0.0,0.333,0.0,1.0,1.0,2.0,1.0,0.0,,27.027027027027025,6.006006006006006,0.0,0.0,54.05405405405405,27.027027027027025,0.5,27.027027027027025
2016,2015-16,Cabrillo,cabrillo,jordanpeabodyve5e,Jordan Peabody,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cabrillo,cabrillo,kyleswansony7v8,Kyle Swanson,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cabrillo,cabrillo,mikeangulo83ga,Mike Angulo,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cabrillo,cabrillo,mikemine1702,Mike Mine,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cabrillo,cabrillo,nickciandrogeov,Nick Ciandro,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cabrillo,cabrillo,scottakropfsk5,Scott Akrop,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cabrillo,cabrillo,tonystanichpnqd,Tony Stanich,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cabrillo,cabrillo,tylerharryu913,Tyler Harry,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cabrillo,cabrillo,zachthibault2qal,Zach Thibault,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cabrillo,cabrillo,zanegelphman404z,Zane Gelphman,37,2.0,2.0,0.0,0.0,16.334,17.0,6.0,6.0,5.0,12.0,0.0,1.0,3.305987510713848,1.3468838006611976,9.366964613689237,0.0,2.7549895922615404,6.611975021427696,2.4,3.305987510713848
2016,2015-16,Cabrillo,cabrillo,zanegreenbergwx62,Zane Greenberg,39,0.0,0.0,0.0,0.0,5.667,7.0,8.0,6.0,8.0,5.0,0.0,,9.52885124404447,2.6469031233456857,11.11699311805188,0.0,12.70513499205929,7.940709370037057,0.625,12.70513499205929
2016,2015-16,Canada,canada,alexpennesk0c1,Alex Pennes,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,calebromero2qb9,Caleb Romero,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,chrisedwards6ek9,Chris Edwards,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,dantebiagini0iny,Dante Biagini,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,dominicgiulianikg7w,Dominic Giuliani,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,drewgrayquj2,Drew Gray,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,isaacfeldsteinco96,Isaac Feldstein,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,jacobmartinezya3m,Jacob Martinez,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,juliusravalooby,Julius Raval,17,10.0,7.0,0.0,0.0,78.667,59.0,31.0,26.0,27.0,49.0,8.0,1.0,2.974563667103105,1.0932157067131072,6.749971398426277,0.9152503591086478,3.088969961991686,5.605908449540468,1.8148148148148149,3.5465951415460104
2016,2015-16,Canada,canada,justinfinkgfpn,Justin Fink,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,ricocaravalhon6hj,Rico Caravalho,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,robbiegalvanml6y,Robbie Galvan,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,seanwalshsle9,Sean Walsh,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canada,canada,yordanmartinezgarcia3m69,Yordan Martinez- Garcia,25,0.0,0.0,0.0,0.0,0.333,1.0,1.0,1.0,1.0,0.0,0.0,,27.027027027027025,6.006006006006006,27.027027027027025,0.0,27.027027027027025,0.0,0.0,27.027027027027025
2016,2015-16,Canyons,canyons,anthonylepreyty8,Anthony Lepre,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canyons,canyons,austincoleq83l,Austin Cole,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canyons,canyons,chadbibleeims,Chad Bible,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canyons,canyons,chrismccreadyyac7,Chris McCready,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canyons,canyons,coltonburnsv9yn,Colton Burns,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canyons,canyons,darrenkrizfgxq,Darren Kriz,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canyons,canyons,jakespurlinxu12,Jake Spurlin,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canyons,canyons,jamesscanlonfe7c,James Scanlon,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canyons,canyons,jdkrauskopfojhu,JD Krauskopf,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canyons,canyons,kriskeachd07b,Kris Keach,9,0.0,0.0,0.0,0.0,1.667,4.0,5.0,5.0,3.0,4.0,0.0,,26.994601079784044,4.199160167966407,21.595680863827234,0.0,16.196760647870427,21.595680863827234,1.3333333333333333,26.994601079784044
2016,2015-16,Canyons,canyons,royverdejos25g,Roy Verdejo,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canyons,canyons,tylerrios61fl,Tyler Rios,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canyons,canyons,wesfelberc041,Wes Felber,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Canyons,canyons,wyatthoppieg9ih,Wyatt Hoppie,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cerritos,cerritos,daniellopeziqsp,Daniel Lopez,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016,2015-16,Cerritos,cerritos,derrickedwardszdbb,Derrick Edwards,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
