season,cccaa_season,team,team_id,player_id,player_name,App,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2013,2012-13,Allan Hancock,allanhancock,angelgonzalezjydv,Angel Gonzalez,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,codythompson9cv6,Cody Thompson,6,0.0,0.0,0.0,0.0,3.666,7.0,4.0,4.0,1.0,3.0,0.0,,9.82,47.0,2.182,17.185,0.0,2.455,7.365,3.0,9.82
2013,2012-13,Allan Hancock,allanhancock,felipegonzalezv7bt,Felipe Gonzalez,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,georgecurielvmab,George Curiel,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,jacobwitkowski7ew8,Jacob Witkowski,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,joshluehmannb7kf,Josh Luehmann,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,kylesmithfmkp,Kyle Smith,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,marvinfightcy1m,Marvin Fight,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,nicktaitaguesnb6,Nick Taitague,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,prestonthomasyiz3,Preston Thomas,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,rogerguillenpz5o,Roger Guillen,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,ronregaladogor8,Ron Regalado,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,ryanbendelej42w,Ryan Bendele,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,ryanwelkerwqg9,Ryan Welker,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,tommyliningerjx7a,Tommy Lininger,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,zachnyman5k2l,Zach Nyman,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
