season,cccaa_season,team,team_id,player_id,player_name,App,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2021,2020-21,Allan Hancock,allanhancock,dylanhowellh2v1,Dylan Howell,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,evankling8i3j,Evan Kling,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,evansteinberger7xc1,Evan Steinberger,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,jacksonstahl5v0m,Jackson Stahl,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,jacobortega3672,Jacob Ortega,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,jacobruleyxflf,Jacob Ruley,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,jacobsteelsqnk2,Jacob Steels,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,jeffrayx7b8,Jeff Ray,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,joeyfreitasqqc8,Joey Freitas,23,0.0,0.0,0.0,1.0,1.667,3.0,2.0,1.0,1.0,0.0,0.0,,5.399,135.0,2.4,16.197,0.0,5.399,0.0,0.0,10.798
2021,2020-21,Allan Hancock,allanhancock,josephhernandezbd25,Joseph Hernandez,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,kadinbyrnezfng,Kadin Byrne,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,kalubramirezwo3s,Kalub Ramirez,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,luismartinezrfwf,Luis Martinez,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,nathanmitchellxaeg,Nathan Mitchell,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,parkerhaskell6m6f,Parker Haskell,12,0.0,0.0,1.0,0.0,2.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,81.0,3.5,31.5,0.0,0.0,0.0,,9.0
2021,2020-21,Allan Hancock,allanhancock,rjclaytonlrj8,RJ Clayton,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,traviswelkeroug0,Travis Welker,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,trentonpallasoa77,Trenton Pallas,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,trevorgarciaqh99,Trevor Garcia,15,6.0,5.0,1.0,0.0,36.667,33.0,14.0,13.0,8.0,40.0,2.0,0.833,3.191,228.0,1.118,8.1,0.491,1.964,9.818,5.0,3.436
2021,2020-21,Allan Hancock,allanhancock,vanderhodges17jk,Vander Hodges,18,5.0,3.0,0.0,0.0,32.667,32.0,16.0,15.0,10.0,23.0,3.0,1.0,4.133,176.0,1.286,8.816,0.827,2.755,6.337,2.3,4.408
2021,2020-21,American River,americanriver,blakeyuyamasqd3,Blake Yuyama,13,0.0,0.0,0.0,0.0,3.333,4.0,2.0,2.0,0.0,4.0,0.0,,5.401,135.0,1.2,10.801,0.0,0.0,10.801,,5.401
2021,2020-21,American River,americanriver,brooksmitchellte1e,Brooks Mitchell,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,colehurtarteehc0,Cole Hurtarte,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,connordonahueqjsi,Connor Donahue,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,dodgerdeganj4z8,Dodger DeGan,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,dominicrinettinfqj,Dominic Rinetti,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,haydenericksonbidp,Hayden Erickson,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,hyungjunpark9tos,Hyung-Jun Park,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,jonahiraefua,Jonah Ira,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,josebelo32in,Jose Belo,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,josiahtaylor4flo,Josiah Taylor,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,kevintaylorw4f6,Kevin Taylor,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,kristoffswansonxedw,Kristoff Swanson,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,lincolnorellanag7ai,Lincoln Orellana,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,michaelgrijalva9qvv,Michael Grijalva,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,American River,americanriver,paulvonzborayadn8,Paul Von Zboray,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Antelope Valley,antelopevalley,arivcamachoxqfi,Ariv Camacho,22,3.0,0.0,2.0,0.0,11.0,23.0,13.0,13.0,3.0,5.0,2.0,0.0,10.636,68.0,2.364,18.818,1.636,2.455,4.091,1.667,10.636
2021,2020-21,Antelope Valley,antelopevalley,blakepassamaneck7nc9,Blake Passamaneck,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Antelope Valley,antelopevalley,brandonwilsonf7zq,Brandon Wilson,17,3.0,0.0,3.0,0.0,17.000999999999998,40.0,42.0,33.0,21.0,5.0,2.0,0.0,17.47,42.0,3.588,21.175,1.059,11.117,2.647,0.238,22.234
2021,2020-21,Antelope Valley,antelopevalley,colinhagens6pr,Colin Hagen,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Antelope Valley,antelopevalley,gavinrhynesy1aj,Gavin Rhynes,10,0.0,0.0,1.0,0.0,3.9989999999999997,7.0,9.0,9.0,4.0,3.0,1.0,0.0,20.255,36.0,2.751,15.754,2.251,9.002,6.752,0.75,20.255
