season,cccaa_season,team,team_id,player_id,player_name,App,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2020,2019-20,Allan Hancock,allanhancock,benbergonziney7xr,Ben Bergonzine,10,1.0,0.0,0.0,0.0,8.0,5.0,6.0,6.0,9.0,3.0,1.0,,6.75,86.0,1.75,5.625,1.125,10.125,3.375,0.333,6.75
2020,2019-20,Allan Hancock,allanhancock,cjjaramillo4hn1,CJ Jaramillo,3,1.0,0.0,1.0,0.0,3.0,3.0,6.0,6.0,4.0,3.0,0.0,0.0,18.0,32.0,2.333,9.0,0.0,12.0,9.0,0.75,18.0
2020,2019-20,Allan Hancock,allanhancock,craigoliverv39w,Craig Oliver,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,dylanhowellx4gm,Dylan Howell,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,evanklingf52y,Evan Kling,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,jacobruley8wh2,Jacob Ruley,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,jeffray1aev,Jeff Ray,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,joehernandezqsj2,Joe Hernandez,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,kadinbyrnenxd0,Kadin Byrne,16,0.0,0.0,0.0,0.0,3.666,4.0,8.0,8.0,5.0,2.0,0.0,,19.64,30.0,2.455,9.82,0.0,12.275,4.91,0.4,19.64
2020,2019-20,Allan Hancock,allanhancock,kalubramirez5iyr,Kalub Ramirez,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,luismartinez2dpz,Luis Martinez,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,michaeltackett7v3d,Michael Tackett,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,mikemcleanlrmr,Mike McLean,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,natemitchell9kyq,Nate Mitchell,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,rickyiniguezhrle,Ricky Iniguez,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,rjclaytonz6d3,RJ Clayton,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,tommyherrerakp4h,Tommy Herrera,15,1.0,0.0,0.0,1.0,4.333,5.0,5.0,1.0,4.0,1.0,0.0,,2.077,280.0,2.077,10.385,0.0,8.308,2.077,0.25,10.385
2020,2019-20,Allan Hancock,allanhancock,traviswelkerskmj,Travis Welker,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Allan Hancock,allanhancock,trevorgarciakf7e,Trevor Garcia,18,0.0,5.0,0.0,1.0,42.667,43.0,23.0,14.0,12.0,43.0,3.0,1.0,2.953,197.0,1.289,9.07,0.633,2.531,9.07,3.583,4.852
2020,2019-20,American River,americanriver,addisonlueras1tei,Addison Lueras,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,blakeyuyamad09l,Blake Yuyama,11,6.0,2.0,2.0,0.0,32.0,36.0,25.0,20.0,9.0,24.0,2.0,0.5,5.625,104.0,1.406,10.125,0.562,2.531,6.75,2.667,7.031
2020,2019-20,American River,americanriver,brooksmitchellxl85,Brooks Mitchell,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,colehurtarte69ou,Cole Hurtarte,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,danielpaizff2h,Daniel Paiz,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,demarcohawthorneulml,DeMarco Hawthorne,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,dillenfarrellyaem,Dillen Farrell,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,dodgerdeganp9sf,Dodger DeGan,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,dommorenolxoh,Dom Moreno,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,garrettglynnirmn,Garrett Glynn,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,gideonbranchhsfo,Gideon Branch,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,haydenerickson88ox,Hayden Erickson,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,jonahiragefs,Jonah Ira,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,josephhaydenhhsh,Joseph Hayden,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,josiahtayloru4m1,Josiah Taylor,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,nolanjohnstonn1dp,Nolan Johnston,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,American River,americanriver,paulvonzboraycl97,Paul Von Zboray,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020,2019-20,Antelope Valley,antelopevalley,albertvelasquezxpdb,Albert Velasquez,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
