season,cccaa_season,team,team_id,player_id,player_name,App,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2022,2021-22,Allan Hancock,allanhancock,brayannunez3np0,Brayan Nunez,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,caelandalmank46c,Caelan Dalman,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,dylanhowellwxyp,Dylan Howell,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,evansteinbergerbb1i,Evan Steinberger,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,jacksonstahlqbh4,Jackson Stahl,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,jacobortegajmnn,Jacob Ortega,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,jacobruleype4d,Jacob Ruley,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,jacobsteels2tno,Jacob Steels,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,joeyfreitasdqgp,Joey Freitas,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,kalubramireza28r,Kalub Ramirez,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,lukewenzeln2ft,Luke Wenzel,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,matthewgonzales7jur,Matthew Gonzales,13,8.0,5.0,2.0,0.0,57.666,61.0,37.0,29.0,20.0,57.0,1.0,0.714,4.526,138.0,1.405,9.52,0.156,3.121,8.896,2.85,5.775
2022,2021-22,Allan Hancock,allanhancock,michaeltackettg94o,Michael Tackett,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,parkerhaskellkvwm,Parker Haskell,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,trentonpallasrjr7,Trenton Pallas,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2022,2021-22,Allan Hancock,allanhancock,vanceserranovt54,Vance Serrano,26,2.0,1.0,1.0,0.0,24.333,33.0,14.0,13.0,7.0,14.0,1.0,0.5,4.808,130.0,1.644,12.206,0.37,2.589,5.178,2.0,5.178
