season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2020,2019-20,Allan Hancock,allanhancock,Feb 1,home,Canyons,W,14,4,20200201_7lxz,13,48,35,14.0,14.0,6.0,0.0,0.0,11.0,2.0,0.0,9.0,7.0,20,1.0,1.0,2.0,6,0.0,7.0,10.0,0.7,0.4,0.5,0.743,1.243,152.0,0.467,0.583,0.0,0.146,0.188,-0.042,1.286
2020,2019-20,Allan Hancock,allanhancock,Feb 11,home,Taft,W,6,3,20200211_3hrb,12,42,34,6.0,10.0,0.0,1.0,1.0,6.0,4.0,0.0,7.0,7.0,15,0.0,0.0,1.0,2,0.0,7.0,10.0,0.7,0.294,0.405,0.5,0.905,110.0,0.333,0.312,0.024,0.167,0.167,0.0,1.0
2020,2019-20,Allan Hancock,allanhancock,Feb 14,home,San Joaquin Delta,L,17,1,20200214_g7u8,15,33,29,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,6,0.0,0.0,1.0,2,1.0,5.0,12.0,0.417,0.138,0.212,0.276,0.488,60.0,0.19,0.143,0.0,0.273,0.091,0.182,0.333
2020,2019-20,Allan Hancock,allanhancock,Feb 15,home,San Joaquin Delta,L,6,4,20200215_515w,12,42,35,4.0,9.0,0.0,0.0,0.0,4.0,3.0,1.0,5.0,12.0,9,1.0,0.0,1.0,0,0.0,5.0,10.0,0.5,0.257,0.357,0.257,0.614,75.0,0.375,0.267,0.0,0.286,0.119,0.167,0.417
2020,2019-20,Allan Hancock,allanhancock,Feb 18,home,Moorpark,L,9,1,20200218_sht0,10,34,33,1.0,9.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,13,0.0,0.0,0.0,4,2.0,8.0,13.0,0.615,0.273,0.294,0.515,0.809,99.0,0.3,0.1,0.0,0.088,0.029,0.059,0.333
2020,2019-20,Allan Hancock,allanhancock,Feb 20,home,Moorpark,W,10,3,20200220_nxas,11,46,39,10.0,12.0,0.0,0.0,1.0,8.0,1.0,1.0,4.0,3.0,15,2.0,0.0,1.0,1,0.0,9.0,13.0,0.692,0.308,0.391,0.41,0.801,98.0,0.306,0.529,0.022,0.065,0.087,-0.022,1.333
2020,2019-20,Allan Hancock,allanhancock,Feb 22,home,Moorpark,W,14,6,20200222_9xls,11,44,36,14.0,13.0,3.0,0.0,3.0,13.0,0.0,0.0,5.0,8.0,25,2.0,1.0,0.0,6,0.0,3.0,12.0,0.25,0.361,0.455,0.861,1.316,160.0,0.4,0.647,0.068,0.182,0.114,0.068,0.625
2020,2019-20,Allan Hancock,allanhancock,Feb 25,home,Cuesta,L,11,5,20200225_gx1z,15,43,37,5.0,10.0,2.0,0.0,1.0,4.0,6.0,0.0,5.0,9.0,15,1.0,0.0,0.0,3,1.0,8.0,9.0,0.889,0.27,0.372,0.486,0.858,105.0,0.333,0.267,0.023,0.209,0.116,0.093,0.556
2020,2019-20,Allan Hancock,allanhancock,Feb 27,home,Cuesta,L,14,9,20200227_h8sa,12,41,36,9.0,11.0,1.0,0.0,0.0,8.0,1.0,1.0,4.0,5.0,12,1.0,0.0,0.0,1,1.0,8.0,11.0,0.727,0.306,0.39,0.361,0.751,92.0,0.355,0.562,0.0,0.122,0.098,0.024,0.8
2020,2019-20,Allan Hancock,allanhancock,Feb 29,home,Cuesta,L,6,4,20200229_lffy,10,44,33,4.0,7.0,1.0,0.0,0.0,4.0,1.0,1.0,6.0,8.0,8,3.0,1.0,1.0,1,0.0,4.0,14.0,0.286,0.212,0.364,0.273,0.637,78.0,0.269,0.25,0.0,0.182,0.136,0.046,0.75
2020,2019-20,Allan Hancock,allanhancock,Feb 6,home,Canyons,L,10,6,20200206_2cvq,10,38,33,6.0,10.0,3.0,0.0,0.0,6.0,1.0,1.0,3.0,5.0,13,1.0,0.0,1.0,3,2.0,9.0,9.0,1.0,0.303,0.368,0.485,0.853,104.0,0.345,0.429,0.0,0.132,0.079,0.053,0.6
2020,2019-20,Allan Hancock,allanhancock,Feb 7,home,San Diego Mesa,W,13,7,20200207_rlt1,17,51,41,13.0,15.0,5.0,0.0,1.0,12.0,1.0,0.0,8.0,9.0,23,0.0,1.0,1.0,6,1.0,5.0,12.0,0.417,0.366,0.451,0.707,1.158,141.0,0.438,0.545,0.02,0.176,0.157,0.019,0.889
2020,2019-20,Allan Hancock,allanhancock,Feb 8,home,Rio Hondo,W,8,5,20200207_g9ze,12,43,33,8.0,11.0,2.0,0.0,0.0,5.0,2.0,1.0,7.0,4.0,13,3.0,0.0,0.0,2,2.0,9.0,8.0,1.125,0.333,0.488,0.455,0.943,115.0,0.379,0.381,0.0,0.093,0.163,-0.07,1.75
