season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2012,2011-12,Allan Hancock,allanhancock,Apr 14,home,Cuesta,W,6,5,20120414_s5eg,10,44,40,6.0,16.0,1.0,0.0,1.0,4.0,2.0,0.0,2.0,4.0,20,1.0,1.0,0.0,2,0.0,8.0,11.0,0.727,0.4,0.432,0.55,0.982,128.0,0.429,0.278,0.023,0.091,0.045,0.046,0.5
2012,2011-12,Allan Hancock,allanhancock,Apr 16,home,Cuesta,L,6,2,20120416_taga,10,40,33,2.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,7.0,6,1.0,0.0,0.0,0,0.0,10.0,8.0,1.25,0.182,0.325,0.182,0.507,66.0,0.231,0.154,0.0,0.175,0.15,0.025,0.857
2012,2011-12,Allan Hancock,allanhancock,Apr 17,home,Santa Barbara,W,4,3,20120417_4yxn,12,42,30,4.0,9.0,0.0,0.0,0.0,4.0,0.0,1.0,7.0,1.0,9,1.0,3.0,1.0,0,5.0,17.0,7.0,2.429,0.3,0.405,0.3,0.705,92.0,0.3,0.235,0.0,0.024,0.167,-0.143,7.0
2012,2011-12,Allan Hancock,allanhancock,Apr 19,home,Santa Barbara,L,12,11,20120419_3l2s,11,46,39,11.0,11.0,2.0,0.0,1.0,9.0,0.0,0.0,3.0,8.0,16,4.0,0.0,0.0,3,2.0,6.0,11.0,0.545,0.282,0.391,0.487,0.878,114.0,0.333,0.588,0.022,0.174,0.065,0.109,0.375
2012,2011-12,Allan Hancock,allanhancock,Apr 21,home,Oxnard,W,6,0,20120421_ditj,10,34,29,6.0,9.0,0.0,1.0,0.0,5.0,2.0,0.0,3.0,6.0,11,1.0,1.0,0.0,1,2.0,8.0,7.0,1.143,0.31,0.382,0.414,0.796,103.0,0.391,0.462,0.0,0.176,0.088,0.088,0.5
2012,2011-12,Allan Hancock,allanhancock,Apr 24,home,Oxnard,L,4,1,20120424_5rbc,9,35,32,1.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,15.0,7,1.0,0.0,0.0,2,0.0,8.0,5.0,1.6,0.156,0.229,0.281,0.51,66.0,0.294,0.125,0.0,0.429,0.057,0.372,0.133
2012,2011-12,Allan Hancock,allanhancock,Apr 27,home,Moorpark,W,3,0,20120427_qq91,9,37,30,3.0,9.0,3.0,0.0,0.0,2.0,3.0,1.0,6.0,1.0,12,0.0,0.0,1.0,3,0.0,7.0,13.0,0.538,0.3,0.405,0.5,0.905,118.0,0.3,0.2,0.0,0.027,0.162,-0.135,6.0
2012,2011-12,Allan Hancock,allanhancock,Apr 28,home,Moorpark,L,6,5,20120428_2n8g,10,38,29,5.0,3.0,0.0,1.0,0.0,4.0,3.0,0.0,7.0,9.0,5,0.0,1.0,1.0,1,0.0,7.0,11.0,0.636,0.103,0.263,0.207,0.47,61.0,0.143,0.5,0.0,0.237,0.184,0.053,0.778
2012,2011-12,Allan Hancock,allanhancock,Apr 3,home,East Los Angeles,W,11,0,20120403_3fsp,11,40,32,11.0,8.0,2.0,0.0,3.0,10.0,2.0,0.0,7.0,5.0,19,1.0,0.0,0.0,5,2.0,8.0,9.0,0.889,0.25,0.4,0.75,1.15,149.0,0.208,0.615,0.075,0.125,0.175,-0.05,1.4
2012,2011-12,Allan Hancock,allanhancock,Apr 4,home,Cerritos,W,9,1,20120404_cexb,9,42,37,9.0,14.0,4.0,0.0,0.0,8.0,2.0,0.0,1.0,4.0,18,0.0,4.0,0.0,4,0.0,12.0,8.0,1.5,0.378,0.357,0.595,0.952,124.0,0.424,0.6,0.0,0.095,0.024,0.071,0.25
