season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2022,2021-22,Allan Hancock,allanhancock,Apr 12,home,East Los Angeles,L,10,9,20220412_fk1v,15,42,36,9.0,11.0,4.0,1.0,1.0,7.0,4.0,1.0,5.0,11.0,20,1.0,0.0,0.0,6,0.0,9.0,4.0,2.25,0.306,0.405,0.722,1.127,129.0,0.417,0.5,0.024,0.262,0.119,0.143,0.455
2022,2021-22,Allan Hancock,allanhancock,Apr 13,home,Cypress,L,13,3,20220413_d0ht,9,40,31,3.0,7.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,4.0,8,4.0,0.0,0.0,1,1.0,9.0,11.0,0.818,0.226,0.4,0.29,0.69,79.0,0.259,0.188,0.0,0.1,0.125,-0.025,1.25
2022,2021-22,Allan Hancock,allanhancock,Apr 14,home,Cerritos,W,19,5,20220414_lqcg,14,54,39,19.0,15.0,4.0,3.0,0.0,19.0,1.0,1.0,13.0,11.0,25,2.0,0.0,0.0,7,1.0,5.0,5.0,1.0,0.385,0.556,0.821,1.377,158.0,0.536,0.633,0.0,0.204,0.241,-0.037,1.182
2022,2021-22,Allan Hancock,allanhancock,Apr 19,home,Moorpark,W,12,2,20220419_ilsk,13,45,35,12.0,14.0,4.0,0.0,1.0,11.0,2.0,0.0,7.0,5.0,21,1.0,1.0,1.0,5,1.0,11.0,7.0,1.571,0.4,0.489,0.743,1.232,141.0,0.433,0.524,0.022,0.111,0.156,-0.045,1.4
2022,2021-22,Allan Hancock,allanhancock,Apr 20,home,Cuesta,L,11,5,20220420_mkee,11,41,39,5.0,9.0,2.0,0.0,1.0,4.0,0.0,1.0,2.0,3.0,14,0.0,0.0,0.0,3,0.0,8.0,15.0,0.533,0.231,0.268,0.436,0.704,81.0,0.229,0.4,0.024,0.073,0.049,0.024,0.667
2022,2021-22,Allan Hancock,allanhancock,Apr 23,home,Oxnard,W,10,7,20220423_syi4,11,41,33,10.0,9.0,2.0,1.0,0.0,7.0,1.0,0.0,7.0,3.0,13,1.0,0.0,0.0,3,0.0,13.0,8.0,1.625,0.273,0.415,0.485,0.9,103.0,0.3,0.588,0.0,0.073,0.171,-0.098,2.333
2022,2021-22,Allan Hancock,allanhancock,Apr 26,home,Santa Barbara,W,9,6,20220426_3k7y,11,44,35,9.0,14.0,0.0,0.0,1.0,7.0,0.0,0.0,7.0,6.0,17,0.0,1.0,1.0,1,2.0,9.0,8.0,1.125,0.4,0.477,0.514,0.991,114.0,0.448,0.4,0.023,0.136,0.159,-0.023,1.167
2022,2021-22,Allan Hancock,allanhancock,Apr 28,home,Ventura,L,11,9,20220428_gf0u,11,45,37,9.0,11.0,1.0,1.0,2.0,9.0,0.0,0.0,6.0,5.0,20,1.0,0.0,1.0,4,1.0,5.0,16.0,0.312,0.297,0.4,0.649,1.049,120.0,0.29,0.438,0.044,0.111,0.133,-0.022,1.2
2022,2021-22,Allan Hancock,allanhancock,Apr 30,home,LA Pierce,W,6,5,20220430_aaw3,11,48,37,6.0,12.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,2.0,16,2.0,3.0,2.0,4,0.0,11.0,16.0,0.688,0.324,0.375,0.541,0.916,105.0,0.324,0.333,0.0,0.042,0.083,-0.041,2.0
2022,2021-22,Allan Hancock,allanhancock,Apr 5,home,LA Pierce,W,13,12,20220405_oqud,12,44,35,13.0,13.0,3.0,1.0,1.0,11.0,1.0,1.0,5.0,8.0,21,3.0,0.0,1.0,5,1.0,7.0,7.0,1.0,0.371,0.477,0.743,1.22,140.0,0.444,0.6,0.023,0.182,0.114,0.068,0.625
