season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2017,2016-17,Allan Hancock,allanhancock,Apr 4,home,Oxnard,W,6,0,20170404_pyqh,11,44,39,6.0,12.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,13,1.0,2.0,0.0,1,0.0,11.0,12.0,0.917,0.308,0.341,0.359,0.7,87.0,0.343,0.4,0.0,0.091,0.045,0.046,0.5
2017,2016-17,Allan Hancock,allanhancock,Apr 6,home,Oxnard,L,8,5,20170406_z34f,11,38,33,5.0,9.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,5.0,9,1.0,1.0,0.0,0,1.0,11.0,9.0,1.222,0.273,0.342,0.273,0.615,76.0,0.321,0.385,0.0,0.132,0.079,0.053,0.6
2017,2016-17,Allan Hancock,allanhancock,Feb 14,home,Sequoias,W,11,1,20170214_m8fb,13,44,38,11.0,17.0,4.0,0.0,0.0,10.0,1.0,0.0,3.0,5.0,21,0.0,1.0,2.0,4,1.0,5.0,13.0,0.385,0.447,0.455,0.658,1.113,138.0,0.486,0.55,0.0,0.114,0.068,0.046,0.6
2017,2016-17,Allan Hancock,allanhancock,Feb 15,home,Canyons,L,6,3,20170215_ub8x,13,38,37,3.0,10.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,14,0.0,0.0,0.0,4,0.0,11.0,10.0,1.1,0.27,0.289,0.486,0.775,96.0,0.312,0.273,0.0,0.132,0.026,0.106,0.2
2017,2016-17,Allan Hancock,allanhancock,Feb 19,home,LA Pierce,W,6,1,20170219_za03,11,43,32,6.0,7.0,2.0,1.0,1.0,4.0,3.0,0.0,8.0,4.0,14,2.0,0.0,1.0,4,0.0,5.0,17.0,0.294,0.219,0.395,0.562,0.957,119.0,0.214,0.312,0.023,0.093,0.186,-0.093,2.0
2017,2016-17,Allan Hancock,allanhancock,Feb 2,home,San Diego Mesa,L,9,7,20170202_byyl,13,41,38,7.0,9.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,6.0,11,0.0,1.0,0.0,1,1.0,10.0,9.0,1.111,0.237,0.268,0.316,0.584,73.0,0.281,0.636,0.0,0.146,0.049,0.097,0.333
2017,2016-17,Allan Hancock,allanhancock,Feb 23,home,Cypress,L,3,0,20170223_npy2,10,33,30,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,5,0.0,0.0,0.0,1,0.0,11.0,8.0,1.375,0.133,0.212,0.2,0.412,51.0,0.174,0.0,0.0,0.212,0.091,0.121,0.429
2017,2016-17,Allan Hancock,allanhancock,Feb 24,home,Irvine Valley,L,3,2,20170224_0fex,11,37,34,2.0,8.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,9,0.0,0.0,1.0,1,1.0,11.0,9.0,1.222,0.235,0.27,0.294,0.564,70.0,0.258,0.2,0.0,0.108,0.054,0.054,0.5
2017,2016-17,Allan Hancock,allanhancock,Feb 25,home,Cypress,L,6,5,20170225_o4xs,13,41,36,5.0,11.0,1.0,0.0,0.0,3.0,4.0,1.0,5.0,9.0,12,0.0,0.0,0.0,1,0.0,6.0,9.0,0.667,0.306,0.39,0.361,0.751,93.0,0.407,0.312,0.0,0.22,0.122,0.098,0.556
2017,2016-17,Allan Hancock,allanhancock,Feb 28,home,West Hills Coalinga,W,19,2,20170228_4n88,18,61,39,19.0,13.0,1.0,0.0,0.0,18.0,0.0,0.0,16.0,11.0,14,4.0,0.0,2.0,1,1.0,8.0,4.0,2.0,0.333,0.541,0.385,0.926,115.0,0.433,0.576,0.0,0.18,0.262,-0.082,1.455
2017,2016-17,Allan Hancock,allanhancock,Feb 3,home,Canyons,L,13,5,20170203_hkxt,13,37,36,5.0,12.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,8.0,14,0.0,0.0,0.0,2,2.0,7.0,7.0,1.0,0.333,0.351,0.444,0.795,99.0,0.429,0.385,0.0,0.216,0.027,0.189,0.125
2017,2016-17,Allan Hancock,allanhancock,Feb 4,home,San Diego Mesa,L,9,6,20170204_ojhm,11,43,39,6.0,11.0,3.0,0.0,2.0,6.0,0.0,0.0,3.0,5.0,20,0.0,0.0,1.0,5,0.0,11.0,11.0,1.0,0.282,0.326,0.641,0.967,120.0,0.273,0.333,0.047,0.116,0.07,0.046,0.6
2017,2016-17,Allan Hancock,allanhancock,Feb 9,home,Reedley,L,6,5,20170209_msgp,11,40,36,5.0,8.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0,8.0,9,1.0,0.0,0.0,1,0.0,7.0,11.0,0.636,0.222,0.3,0.278,0.578,72.0,0.286,0.417,0.0,0.2,0.075,0.125,0.375
2017,2016-17,Allan Hancock,allanhancock,Jan 27,home,LA Pierce,W,9,3,20170126_ml2y,14,45,34,9.0,7.0,2.0,0.0,0.0,8.0,2.0,1.0,10.0,14.0,9,0.0,1.0,0.0,2,0.0,4.0,5.0,0.8,0.206,0.378,0.324,0.702,87.0,0.35,0.529,0.0,0.311,0.222,0.089,0.714
2017,2016-17,Allan Hancock,allanhancock,Jan 28,home,LA Pierce,W,5,2,20170128_5zaw,11,34,25,5.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,10.0,2,2.0,0.0,0.0,0,1.0,4.0,9.0,0.444,0.08,0.324,0.08,0.404,50.0,0.133,0.455,0.0,0.294,0.206,0.088,0.7
2017,2016-17,Allan Hancock,allanhancock,Jan 29,home,Cabrillo,L,10,2,20170129_vnk2,15,37,30,2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,7,2.0,1.0,0.0,1,0.0,10.0,11.0,0.909,0.2,0.324,0.267,0.591,73.0,0.231,0.167,0.0,0.108,0.108,0.0,1.0
2017,2016-17,Allan Hancock,allanhancock,Mar 11,home,Oxnard,W,5,0,20170311_bui2,10,37,32,5.0,6.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,6.0,6,1.0,1.0,0.0,0,0.0,11.0,9.0,1.222,0.188,0.27,0.188,0.458,57.0,0.231,0.5,0.0,0.162,0.081,0.081,0.5
2017,2016-17,Allan Hancock,allanhancock,Mar 14,home,Oxnard,L,6,3,20170314_h8wt,11,33,31,3.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,10.0,7,2.0,0.0,0.0,1,0.0,9.0,8.0,1.125,0.129,0.182,0.258,0.44,55.0,0.15,0.4,0.03,0.303,0.0,0.303,0.0
2017,2016-17,Allan Hancock,allanhancock,Mar 16,home,Moorpark,L,7,3,20170316_iaj3,12,42,38,3.0,12.0,1.0,0.0,0.0,3.0,3.0,0.0,4.0,7.0,13,0.0,0.0,0.0,1,0.0,9.0,10.0,0.9,0.316,0.381,0.368,0.749,93.0,0.387,0.188,0.0,0.167,0.095,0.072,0.571
2017,2016-17,Allan Hancock,allanhancock,Mar 18,home,Moorpark,W,11,3,20170318_zfh8,10,47,38,11.0,11.0,4.0,0.0,0.0,9.0,1.0,1.0,6.0,3.0,15,1.0,1.0,1.0,4,0.0,9.0,14.0,0.643,0.289,0.383,0.5,0.883,110.0,0.306,0.611,0.0,0.064,0.128,-0.064,2.0
2017,2016-17,Allan Hancock,allanhancock,Mar 2,home,Taft,W,17,4,20170302_d6eq,14,52,40,17.0,16.0,3.0,0.0,0.0,17.0,8.0,1.0,5.0,2.0,19,6.0,0.0,1.0,3,0.0,5.0,15.0,0.333,0.4,0.519,0.55,1.069,133.0,0.41,0.63,0.0,0.038,0.096,-0.058,2.5
2017,2016-17,Allan Hancock,allanhancock,Mar 22,home,Ventura,W,7,6,20170322_v0pt,14,62,51,7.0,8.0,0.0,0.0,0.0,5.0,1.0,1.0,7.0,16.0,8,2.0,1.0,1.0,0,1.0,16.0,11.0,1.455,0.157,0.274,0.157,0.431,54.0,0.222,0.412,0.0,0.258,0.113,0.145,0.438
2017,2016-17,Allan Hancock,allanhancock,Mar 23,home,Ventura,L,4,3,20170323_370p,11,34,28,3.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,6,1.0,1.0,1.0,2,1.0,11.0,10.0,1.1,0.143,0.235,0.286,0.521,65.0,0.154,0.375,0.0,0.088,0.088,0.0,1.0
2017,2016-17,Allan Hancock,allanhancock,Mar 25,home,Cuesta,W,3,0,20170325_a9fv,10,32,29,3.0,6.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,9,1.0,1.0,0.0,3,0.0,11.0,8.0,1.375,0.207,0.25,0.414,0.664,82.0,0.25,0.375,0.0,0.156,0.031,0.125,0.2
2017,2016-17,Allan Hancock,allanhancock,Mar 28,home,Cuesta,L,4,1,20170328_5rc6,12,39,33,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,9.0,3,0.0,0.0,0.0,0,0.0,5.0,13.0,0.385,0.091,0.231,0.091,0.322,40.0,0.125,0.111,0.0,0.231,0.154,0.077,0.667
2017,2016-17,Allan Hancock,allanhancock,Mar 30,home,Santa Barbara,L,10,8,20170330_t19w,15,51,40,8.0,13.0,3.0,0.0,0.0,5.0,3.0,0.0,9.0,13.0,16,2.0,0.0,0.0,3,1.0,5.0,7.0,0.714,0.325,0.471,0.475,0.946,118.0,0.481,0.333,0.0,0.255,0.176,0.079,0.692
2017,2016-17,Allan Hancock,allanhancock,Mar 4,home,Sequoias,L,17,5,20170304_5ya8,16,40,36,5.0,11.0,5.0,0.0,0.0,4.0,1.0,0.0,4.0,10.0,16,0.0,0.0,0.0,5,0.0,5.0,10.0,0.5,0.306,0.375,0.583,0.958,119.0,0.423,0.333,0.0,0.25,0.1,0.15,0.4
2017,2016-17,Allan Hancock,allanhancock,Mar 5,home,Reedley,W,15,5,20170305_09tw,12,45,38,15.0,17.0,5.0,0.0,0.0,14.0,0.0,0.0,5.0,9.0,22,2.0,0.0,0.0,5,0.0,6.0,6.0,1.0,0.447,0.533,0.711,1.244,155.0,0.586,0.625,0.0,0.2,0.111,0.089,0.556
2017,2016-17,Allan Hancock,allanhancock,Mar 7,home,Santa Barbara,L,5,4,20170307_97cp,11,40,36,4.0,11.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,5.0,13,1.0,1.0,0.0,2,1.0,8.0,12.0,0.667,0.306,0.35,0.417,0.767,95.0,0.355,0.286,0.0,0.125,0.05,0.075,0.4
2017,2016-17,Allan Hancock,allanhancock,Mar 9,home,Santa Barbara,L,8,1,20170309_egqm,16,39,31,1.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,7.0,4,5.0,0.0,0.0,0,1.0,8.0,11.0,0.727,0.129,0.308,0.129,0.437,54.0,0.167,0.083,0.0,0.179,0.077,0.102,0.429
2017,2016-17,American River,americanriver,Apr 1,home,Folsom Lake,W,17,8,20170401_elv6,12,58,45,17.0,17.0,4.0,0.0,2.0,16.0,5.0,1.0,8.0,4.0,27,3.0,0.0,2.0,6,0.0,7.0,14.0,0.5,0.378,0.483,0.733,1.216,151.0,0.366,0.577,0.034,0.069,0.138,-0.069,2.0
2017,2016-17,American River,americanriver,Apr 11,home,Modesto,W,11,6,20170411_fccu,10,53,43,11.0,16.0,5.0,0.0,0.0,9.0,1.0,0.0,7.0,5.0,21,1.0,1.0,1.0,5,1.0,10.0,11.0,0.909,0.372,0.453,0.605,1.058,131.0,0.41,0.458,0.0,0.094,0.132,-0.038,1.4
2017,2016-17,American River,americanriver,Apr 14,home,Modesto,W,9,5,20170414_jmxm,12,38,33,9.0,6.0,2.0,0.0,0.0,8.0,3.0,0.0,4.0,3.0,8,0.0,1.0,0.0,2,0.0,13.0,8.0,1.625,0.182,0.263,0.303,0.566,70.0,0.2,0.9,0.0,0.079,0.105,-0.026,1.333
2017,2016-17,American River,americanriver,Apr 15,home,Modesto,W,7,5,20170415_mygl,9,41,37,7.0,7.0,4.0,0.0,0.0,7.0,0.0,0.0,3.0,10.0,11,1.0,0.0,0.0,4,0.0,7.0,10.0,0.7,0.189,0.268,0.405,0.673,84.0,0.259,0.636,0.0,0.244,0.073,0.171,0.3
2017,2016-17,American River,americanriver,Apr 18,home,Sierra,L,9,2,20170418_m8cm,10,35,33,2.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,7,0.0,0.0,0.0,2,1.0,10.0,12.0,0.833,0.152,0.2,0.273,0.473,59.0,0.172,0.286,0.0,0.114,0.057,0.057,0.5
2017,2016-17,American River,americanriver,Apr 20,home,Sierra,L,6,4,20170420_7pvn,9,40,39,4.0,12.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,13.0,13,0.0,0.0,0.0,1,0.0,7.0,6.0,1.167,0.308,0.325,0.359,0.684,85.0,0.462,0.308,0.0,0.325,0.025,0.3,0.077
2017,2016-17,American River,americanriver,Apr 22,home,Sierra,L,12,3,20170422_bllz,14,37,35,3.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,8,1.0,0.0,0.0,1,0.0,12.0,10.0,1.2,0.2,0.243,0.257,0.5,62.0,0.233,0.333,0.0,0.135,0.027,0.108,0.2
2017,2016-17,American River,americanriver,Apr 25,home,Cosumnes River,L,8,3,20170425_7551,11,41,36,3.0,11.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0,12,1.0,0.0,0.0,1,1.0,11.0,6.0,1.833,0.306,0.39,0.361,0.751,93.0,0.367,0.188,0.0,0.146,0.098,0.048,0.667
2017,2016-17,American River,americanriver,Apr 27,home,Cosumnes River,L,4,3,20170427_qroy,9,35,31,3.0,6.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,6.0,11,0.0,1.0,0.0,3,1.0,10.0,9.0,1.111,0.194,0.257,0.452,0.709,88.0,0.208,0.25,0.029,0.171,0.086,0.085,0.5
2017,2016-17,American River,americanriver,Apr 28,home,Cosumnes River,L,5,4,20170428_zfbj,9,43,40,4.0,13.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,4.0,14,1.0,0.0,0.0,1,1.0,10.0,12.0,0.833,0.325,0.372,0.375,0.747,93.0,0.361,0.25,0.0,0.093,0.047,0.046,0.5
2017,2016-17,American River,americanriver,Apr 4,home,Santa Rosa,L,9,1,20170404_dn8m,15,34,31,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,6,0.0,0.0,0.0,0,2.0,10.0,9.0,1.111,0.194,0.265,0.194,0.459,57.0,0.231,0.111,0.0,0.147,0.088,0.059,0.6
2017,2016-17,American River,americanriver,Apr 6,home,Santa Rosa,L,7,1,20170406_xaxf,9,32,31,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,7,0.0,0.0,0.0,1,2.0,10.0,9.0,1.111,0.194,0.219,0.258,0.477,59.0,0.24,0.143,0.0,0.188,0.031,0.157,0.167
2017,2016-17,American River,americanriver,Apr 8,home,Santa Rosa,L,5,2,20170408_gh3y,9,37,33,2.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,12,1.0,2.0,0.0,2,1.0,8.0,7.0,1.143,0.303,0.324,0.424,0.748,93.0,0.417,0.167,0.0,0.243,0.027,0.216,0.111
2017,2016-17,American River,americanriver,Feb 1,home,Feather River,W,6,5,20170201_rosr,12,36,31,6.0,9.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,8.0,11,0.0,2.0,1.0,2,1.0,9.0,7.0,1.286,0.29,0.306,0.419,0.725,90.0,0.375,0.545,0.0,0.222,0.056,0.166,0.25
2017,2016-17,American River,americanriver,Feb 10,home,Hartnell,W,7,3,20170210_nikq,10,43,38,7.0,12.0,2.0,0.0,1.0,7.0,1.0,1.0,2.0,2.0,17,2.0,0.0,1.0,3,0.0,14.0,9.0,1.556,0.316,0.372,0.526,0.898,112.0,0.306,0.4,0.023,0.047,0.047,0.0,1.0
2017,2016-17,American River,americanriver,Feb 11,home,Hartnell,W,9,4,20170211_sgz7,14,41,33,9.0,7.0,2.0,0.0,0.0,7.0,0.0,0.0,6.0,6.0,9,1.0,1.0,0.0,2,0.0,10.0,10.0,1.0,0.212,0.341,0.333,0.674,84.0,0.259,0.643,0.0,0.146,0.146,0.0,1.0
2017,2016-17,American River,americanriver,Feb 14,home,Napa,W,10,2,20170214_8g39,14,44,32,10.0,12.0,2.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,14,1.0,2.0,3.0,2,0.0,8.0,16.0,0.5,0.375,0.432,0.5,0.932,116.0,0.343,0.526,0.0,0.0,0.136,-0.136,
2017,2016-17,American River,americanriver,Feb 15,home,Butte,W,5,4,20170215_1wtk,11,37,30,5.0,10.0,1.0,1.0,0.0,4.0,0.0,1.0,5.0,5.0,13,0.0,1.0,1.0,2,1.0,8.0,9.0,0.889,0.333,0.405,0.5,0.905,112.0,0.385,0.333,0.0,0.135,0.135,0.0,1.0
2017,2016-17,American River,americanriver,Feb 18,home,Butte,L,8,1,20170218_b04v,10,36,33,1.0,7.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,10.0,7,1.0,1.0,0.0,0,0.0,11.0,5.0,2.2,0.212,0.25,0.212,0.462,57.0,0.304,0.111,0.0,0.278,0.028,0.25,0.1
2017,2016-17,American River,americanriver,Feb 18,home,Butte,L,14,4,20170218_cio4,12,39,37,4.0,9.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,13,2.0,0.0,0.0,4,2.0,9.0,10.0,0.9,0.243,0.282,0.459,0.741,92.0,0.29,0.364,0.0,0.154,0.0,0.154,0.0
2017,2016-17,American River,americanriver,Feb 21,home,Laney,W,15,1,20170221_xmco,15,55,48,15.0,21.0,5.0,0.0,0.0,13.0,0.0,1.0,4.0,6.0,26,2.0,0.0,1.0,5,2.0,10.0,8.0,1.25,0.438,0.491,0.646,1.137,141.0,0.488,0.556,0.0,0.109,0.073,0.036,0.667
2017,2016-17,American River,americanriver,Feb 23,home,Mission,L,8,5,20170223_2gad,10,43,29,5.0,4.0,2.0,0.0,0.0,5.0,3.0,0.0,11.0,5.0,6,1.0,1.0,1.0,2,0.0,8.0,14.0,0.571,0.138,0.372,0.276,0.648,80.0,0.16,0.312,0.0,0.116,0.256,-0.14,2.2
2017,2016-17,American River,americanriver,Feb 25,home,Mission,W,18,14,20170225_k848,10,59,47,18.0,20.0,3.0,0.0,3.0,15.0,4.0,1.0,9.0,5.0,32,3.0,0.0,0.0,6,0.0,12.0,9.0,1.333,0.426,0.542,0.809,1.351,168.0,0.436,0.517,0.051,0.085,0.153,-0.068,1.8
2017,2016-17,American River,americanriver,Feb 28,home,Solano,L,8,3,20170228_hknp,9,40,37,3.0,11.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,5.0,12,0.0,0.0,1.0,1,1.0,6.0,14.0,0.429,0.297,0.325,0.351,0.676,84.0,0.333,0.231,0.0,0.125,0.05,0.075,0.4
2017,2016-17,American River,americanriver,Feb 4,home,Shasta,W,5,0,20170204_9p9g,9,34,29,5.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,11,3.0,0.0,0.0,0,0.0,6.0,9.0,0.667,0.379,0.471,0.379,0.85,106.0,0.423,0.312,0.0,0.088,0.059,0.029,0.667
2017,2016-17,American River,americanriver,Feb 4,home,Shasta,W,21,5,20170204_87nw,12,60,38,21.0,16.0,1.0,0.0,0.0,19.0,2.0,0.0,14.0,2.0,17,5.0,0.0,3.0,1,1.0,11.0,9.0,1.222,0.421,0.583,0.474,1.057,131.0,0.41,0.6,0.0,0.033,0.233,-0.2,7.0
2017,2016-17,American River,americanriver,Jan 27,home,West Valley,W,5,1,20170127_c95y,10,38,29,5.0,7.0,0.0,0.0,0.0,3.0,4.0,1.0,5.0,7.0,7,2.0,2.0,0.0,0,0.0,12.0,4.0,3.0,0.241,0.368,0.241,0.609,76.0,0.318,0.357,0.0,0.184,0.132,0.052,0.714
2017,2016-17,American River,americanriver,Jan 28,home,West Valley,W,5,2,20170128_bkvr,12,37,29,5.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,8.0,4,2.0,1.0,0.0,1,0.0,11.0,5.0,2.2,0.103,0.27,0.172,0.442,55.0,0.143,0.5,0.0,0.216,0.135,0.081,0.625
2017,2016-17,American River,americanriver,Mar 11,home,San Joaquin Delta,L,5,1,20170311_qukv,11,37,31,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,8,2.0,1.0,0.0,1,1.0,16.0,5.0,3.2,0.194,0.297,0.29,0.587,73.0,0.231,0.091,0.0,0.135,0.081,0.054,0.6
2017,2016-17,American River,americanriver,Mar 14,home,Diablo Valley,L,16,8,20170314_zxu8,12,49,40,8.0,9.0,0.0,0.0,0.0,7.0,4.0,1.0,5.0,3.0,9,1.0,3.0,0.0,0,0.0,20.0,6.0,3.333,0.225,0.306,0.225,0.531,66.0,0.243,0.533,0.0,0.061,0.102,-0.041,1.667
2017,2016-17,American River,americanriver,Mar 16,home,Diablo Valley,W,10,5,20170316_kxii,11,46,40,10.0,13.0,3.0,1.0,0.0,9.0,2.0,0.0,5.0,4.0,18,0.0,0.0,1.0,4,1.0,12.0,10.0,1.2,0.325,0.391,0.55,0.941,117.0,0.351,0.556,0.0,0.087,0.109,-0.022,1.25
2017,2016-17,American River,americanriver,Mar 18,home,Diablo Valley,L,9,3,20170318_ik6x,11,38,34,3.0,9.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,5.0,12,0.0,0.0,0.0,2,0.0,10.0,9.0,1.111,0.265,0.342,0.412,0.754,94.0,0.31,0.231,0.0,0.132,0.105,0.027,0.8
2017,2016-17,American River,americanriver,Mar 2,home,Solano,L,7,6,20170302_mjuy,10,43,37,6.0,12.0,2.0,0.0,0.0,6.0,0.0,1.0,5.0,9.0,14,0.0,1.0,0.0,2,0.0,8.0,9.0,0.889,0.324,0.395,0.432,0.827,103.0,0.429,0.353,0.0,0.209,0.116,0.093,0.556
2017,2016-17,American River,americanriver,Mar 21,home,Sacramento City,L,11,5,20170321_gidw,12,42,39,5.0,11.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,6.0,15,2.0,0.0,0.0,2,0.0,8.0,12.0,0.667,0.282,0.333,0.436,0.769,96.0,0.312,0.308,0.024,0.143,0.024,0.119,0.167
2017,2016-17,American River,americanriver,Mar 23,home,Sacramento City,L,4,1,20170323_88pe,10,34,34,1.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,9,0.0,0.0,0.0,1,1.0,6.0,14.0,0.429,0.235,0.235,0.294,0.529,66.0,0.286,0.125,0.0,0.176,0.0,0.176,0.0
2017,2016-17,American River,americanriver,Mar 25,home,Sacramento City,L,6,3,20170325_lm1b,10,38,30,3.0,9.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,6.0,10,2.0,1.0,0.0,1,2.0,8.0,8.0,1.0,0.3,0.421,0.367,0.788,98.0,0.375,0.188,0.0,0.158,0.132,0.026,0.833
2017,2016-17,American River,americanriver,Mar 28,home,Folsom Lake,W,9,3,20170328_kwyz,9,41,37,9.0,12.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,4.0,14,1.0,1.0,1.0,1,1.0,9.0,11.0,0.818,0.324,0.341,0.405,0.746,93.0,0.353,0.643,0.0,0.098,0.024,0.074,0.25
2017,2016-17,American River,americanriver,Mar 30,home,Folsom Lake,L,9,5,20170330_ua6x,11,41,34,5.0,8.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,4.0,8,3.0,0.0,1.0,0,0.0,8.0,13.0,0.615,0.235,0.341,0.235,0.576,72.0,0.258,0.357,0.0,0.098,0.073,0.025,0.75
