season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2015,2014-15,Allan Hancock,allanhancock,Apr 11,home,Oxnard,W,4,3,20150411_8dke,11,43,40,4.0,10.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,9.0,18,0.0,1.0,0.0,3,0.0,12.0,8.0,1.5,0.25,0.279,0.525,0.804,106.0,0.276,0.2,0.047,0.209,0.047,0.162,0.222
2015,2014-15,Allan Hancock,allanhancock,Apr 14,home,West Hills Coalinga,W,6,1,20150414_63wl,14,40,36,6.0,11.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,12,3.0,0.0,0.0,1,2.0,7.0,9.0,0.778,0.306,0.375,0.361,0.736,97.0,0.367,0.4,0.0,0.15,0.025,0.125,0.167
2015,2014-15,Allan Hancock,allanhancock,Apr 18,home,Moorpark,L,7,1,20150418_kb5i,12,36,33,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6,3.0,0.0,0.0,0,0.0,9.0,10.0,0.9,0.182,0.25,0.182,0.432,57.0,0.222,0.111,0.0,0.167,0.0,0.167,0.0
2015,2014-15,Allan Hancock,allanhancock,Apr 2,home,Cypress,L,7,4,20150402_fkxa,13,42,38,4.0,10.0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,7.0,12,0.0,0.0,0.0,2,2.0,10.0,7.0,1.429,0.263,0.333,0.368,0.701,92.0,0.323,0.286,0.0,0.167,0.095,0.072,0.571
2015,2014-15,Allan Hancock,allanhancock,Apr 21,home,Moorpark,L,10,2,20150421_f7ot,14,35,31,2.0,8.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,4.0,10,1.0,0.0,0.0,1,4.0,14.0,5.0,2.8,0.258,0.343,0.355,0.698,92.0,0.296,0.167,0.0,0.114,0.086,0.028,0.75
2015,2014-15,Allan Hancock,allanhancock,Apr 23,home,Santa Barbara,L,14,0,20150423_eqgz,11,30,29,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,4,0.0,1.0,0.0,0,1.0,7.0,11.0,0.636,0.138,0.133,0.138,0.271,36.0,0.19,0.0,0.0,0.267,0.0,0.267,0.0
2015,2014-15,Allan Hancock,allanhancock,Apr 24,home,Santa Barbara,L,3,1,20150424_2lmp,11,36,33,1.0,7.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,11.0,9,2.0,0.0,0.0,2,0.0,11.0,4.0,2.75,0.212,0.278,0.333,0.611,80.0,0.318,0.1,0.0,0.306,0.028,0.278,0.091
2015,2014-15,Allan Hancock,allanhancock,Apr 8,home,LA Pierce,W,11,4,20150408_7y2s,9,44,35,11.0,11.0,1.0,2.0,0.0,9.0,0.0,3.0,7.0,3.0,16,0.0,1.0,1.0,3,0.0,8.0,12.0,0.667,0.314,0.409,0.543,0.952,125.0,0.333,0.611,0.0,0.068,0.159,-0.091,2.333
2015,2014-15,Allan Hancock,allanhancock,Apr 9,home,Oxnard,L,7,5,20150409_z6jy,10,38,32,5.0,8.0,2.0,0.0,1.0,4.0,1.0,0.0,3.0,3.0,13,0.0,3.0,0.0,3,1.0,10.0,13.0,0.769,0.25,0.289,0.5,0.789,104.0,0.25,0.4,0.026,0.079,0.079,0.0,1.0
2015,2014-15,Allan Hancock,allanhancock,Feb 10,home,Bakersfield,W,6,3,20150210_1lj1,11,34,29,6.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,6.0,8,0.0,2.0,0.0,0,2.0,12.0,4.0,3.0,0.276,0.324,0.276,0.6,79.0,0.348,0.545,0.0,0.176,0.088,0.088,0.5
