season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2019,2018-19,Allan Hancock,allanhancock,Apr 11,home,Moorpark,L,2,1,20190411_y7jb,10,34,31,1.0,5.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,6,0.0,0.0,0.0,1,1.0,8.0,13.0,0.615,0.161,0.235,0.226,0.461,56.0,0.179,0.125,0.0,0.088,0.088,0.0,1.0
2019,2018-19,Allan Hancock,allanhancock,Apr 13,home,Moorpark,W,8,3,20190413_c08k,10,40,34,8.0,13.0,3.0,0.0,0.0,8.0,0.0,1.0,4.0,3.0,16,2.0,0.0,0.0,3,2.0,11.0,7.0,1.571,0.382,0.475,0.559,1.034,126.0,0.419,0.421,0.0,0.075,0.1,-0.025,1.333
2019,2018-19,Allan Hancock,allanhancock,Apr 16,home,Merced,L,2,1,20190416_w2vx,12,40,36,1.0,9.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,9.0,10,2.0,0.0,0.0,1,1.0,5.0,12.0,0.417,0.25,0.325,0.306,0.631,77.0,0.333,0.077,0.0,0.225,0.05,0.175,0.222
2019,2018-19,Allan Hancock,allanhancock,Apr 17,home,East Los Angeles,W,9,4,20190417_0ykw,17,41,35,9.0,14.0,6.0,0.0,1.0,9.0,2.0,0.0,3.0,7.0,23,1.0,0.0,2.0,7,0.0,4.0,12.0,0.333,0.4,0.439,0.857,1.296,157.0,0.448,0.471,0.024,0.171,0.073,0.098,0.429
2019,2018-19,Allan Hancock,allanhancock,Apr 18,home,Merced,W,2,1,20190418_wvgd,10,34,26,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,6.0,5,2.0,1.0,0.0,1,0.0,8.0,9.0,0.889,0.154,0.324,0.231,0.555,67.0,0.2,0.182,0.0,0.176,0.147,0.029,0.833
2019,2018-19,Allan Hancock,allanhancock,Apr 2,home,Santa Barbara,L,10,8,20190402_83y4,14,49,40,8.0,12.0,1.0,0.0,1.0,6.0,0.0,1.0,6.0,18.0,16,3.0,0.0,0.0,2,0.0,5.0,5.0,1.0,0.3,0.429,0.45,0.879,107.0,0.524,0.35,0.02,0.367,0.122,0.245,0.333
2019,2018-19,Allan Hancock,allanhancock,Apr 23,home,Ventura,L,8,3,20190423_nt5t,12,37,34,3.0,6.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,6.0,13,0.0,0.0,1.0,3,0.0,8.0,13.0,0.615,0.176,0.216,0.471,0.687,83.0,0.148,0.167,0.054,0.162,0.054,0.108,0.333
2019,2018-19,Allan Hancock,allanhancock,Apr 25,home,Ventura,L,3,1,20190425_ilf1,11,38,33,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,5,1.0,1.0,0.0,0,1.0,10.0,8.0,1.25,0.152,0.237,0.152,0.389,47.0,0.208,0.111,0.0,0.237,0.079,0.158,0.333
2019,2018-19,Allan Hancock,allanhancock,Apr 4,home,Santa Barbara,L,6,5,20190404_0mln,12,40,33,5.0,6.0,3.0,0.0,0.0,3.0,0.0,2.0,3.0,13.0,9,4.0,0.0,0.0,3,2.0,9.0,1.0,9.0,0.182,0.325,0.364,0.689,84.0,0.3,0.385,0.0,0.325,0.075,0.25,0.231
2019,2018-19,Allan Hancock,allanhancock,Apr 6,home,Oxnard,W,11,2,20190406_iylu,12,47,33,11.0,9.0,2.0,0.0,1.0,11.0,2.0,0.0,8.0,7.0,14,2.0,3.0,1.0,3,0.0,7.0,13.0,0.538,0.273,0.404,0.515,0.919,112.0,0.308,0.556,0.021,0.149,0.17,-0.021,1.143
2019,2018-19,Allan Hancock,allanhancock,Apr 9,home,Oxnard,W,9,6,20190409_zlg8,17,43,34,9.0,11.0,4.0,0.0,1.0,9.0,1.0,0.0,6.0,5.0,18,3.0,0.0,0.0,5,2.0,6.0,11.0,0.545,0.324,0.465,0.676,1.141,139.0,0.357,0.421,0.023,0.116,0.14,-0.024,1.2
2019,2018-19,Allan Hancock,allanhancock,Feb 12,home,Canyons,L,4,3,20190212_m8m7,13,35,31,3.0,8.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0,5.0,13,0.0,1.0,0.0,3,0.0,6.0,13.0,0.462,0.258,0.314,0.516,0.83,101.0,0.28,0.2,0.029,0.143,0.086,0.057,0.6
2019,2018-19,Allan Hancock,allanhancock,Feb 16,home,San Joaquin Delta,L,14,5,20190216_vz5h,14,41,37,5.0,11.0,3.0,1.0,0.0,5.0,0.0,0.0,4.0,11.0,16,0.0,0.0,0.0,4,2.0,10.0,4.0,2.5,0.297,0.366,0.541,0.907,110.0,0.423,0.333,0.0,0.268,0.098,0.17,0.364
