season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2021,2020-21,Allan Hancock,allanhancock,Apr 11,home,Mt. San Jacinto,L,15,11,20210411_exme,12,44,35,11.0,9.0,2.0,1.0,1.0,9.0,2.0,0.0,8.0,10.0,16,1.0,0.0,0.0,4,1.0,4.0,12.0,0.333,0.257,0.409,0.571,0.98,111.0,0.333,0.588,0.023,0.227,0.182,0.045,0.8
2021,2020-21,Allan Hancock,allanhancock,Apr 13,home,Cuesta,W,8,1,20210413_fp47,16,44,34,8.0,9.0,1.0,0.0,0.0,5.0,3.0,1.0,5.0,6.0,10,4.0,0.0,1.0,1,1.0,6.0,14.0,0.429,0.265,0.409,0.324,0.733,83.0,0.31,0.444,0.0,0.136,0.114,0.022,0.833
2021,2020-21,Allan Hancock,allanhancock,Apr 15,home,Cuesta,W,6,4,20210415_k59k,10,44,33,6.0,11.0,2.0,0.0,0.0,5.0,3.0,0.0,8.0,8.0,13,2.0,1.0,0.0,2,1.0,8.0,6.0,1.333,0.333,0.477,0.455,0.932,106.0,0.44,0.286,0.0,0.182,0.182,0.0,1.0
2021,2020-21,Allan Hancock,allanhancock,Apr 17,home,Ventura,L,5,4,20210417_gtf6,13,42,31,4.0,9.0,0.0,0.0,0.0,4.0,2.0,1.0,8.0,4.0,9,1.0,1.0,1.0,0,1.0,8.0,12.0,0.667,0.29,0.429,0.29,0.719,82.0,0.321,0.222,0.0,0.095,0.19,-0.095,2.0
2021,2020-21,Allan Hancock,allanhancock,Apr 17,home,Ventura,L,10,7,20210417_s0o0,19,40,27,7.0,7.0,1.0,0.0,0.0,7.0,0.0,0.0,9.0,13.0,8,3.0,0.0,1.0,1,0.0,3.0,4.0,0.75,0.259,0.475,0.333,0.808,92.0,0.467,0.368,0.0,0.325,0.225,0.1,0.692
2021,2020-21,Allan Hancock,allanhancock,Apr 22,home,Cuesta,W,16,6,20210422_o636,13,48,36,16.0,14.0,4.0,1.0,1.0,16.0,5.0,0.0,7.0,5.0,23,3.0,0.0,2.0,6,0.0,7.0,11.0,0.636,0.389,0.5,0.806,1.306,148.0,0.406,0.652,0.021,0.104,0.146,-0.042,1.4
2021,2020-21,Allan Hancock,allanhancock,Apr 24,home,Cuesta,W,6,3,20210424_51z3,10,30,26,6.0,6.0,3.0,0.0,1.0,5.0,2.0,1.0,3.0,5.0,12,1.0,0.0,0.0,4,1.0,3.0,11.0,0.273,0.231,0.333,0.615,0.948,108.0,0.25,0.556,0.033,0.167,0.1,0.067,0.6
2021,2020-21,Allan Hancock,allanhancock,Apr 24,home,Cuesta,W,8,1,20210424_c0wg,9,41,40,8.0,10.0,2.0,0.0,1.0,5.0,2.0,0.0,1.0,8.0,15,0.0,0.0,0.0,3,0.0,11.0,7.0,1.571,0.25,0.268,0.45,0.718,81.0,0.29,0.7,0.024,0.195,0.024,0.171,0.125
2021,2020-21,Allan Hancock,allanhancock,Apr 29,home,Oxnard,W,10,5,20210429_yjob,16,42,33,10.0,10.0,2.0,2.0,0.0,9.0,1.0,1.0,7.0,9.0,16,2.0,0.0,0.0,4,1.0,3.0,9.0,0.333,0.303,0.452,0.606,1.058,120.0,0.417,0.526,0.0,0.214,0.167,0.047,0.778
2021,2020-21,Allan Hancock,allanhancock,Apr 29,home,Oxnard,W,13,1,20210429_6v3n,15,39,31,13.0,13.0,5.0,0.0,0.0,13.0,2.0,0.0,4.0,5.0,18,3.0,0.0,1.0,5,0.0,4.0,9.0,0.444,0.419,0.513,0.742,1.255,142.0,0.481,0.65,0.0,0.128,0.103,0.025,0.8
2021,2020-21,Allan Hancock,allanhancock,May 1,home,Oxnard,W,1,0,20210501_o6gn,12,28,25,1.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,8,1.0,0.0,1.0,0,1.0,7.0,5.0,1.4,0.32,0.357,0.32,0.677,77.0,0.364,0.1,0.0,0.143,0.036,0.107,0.25
2021,2020-21,Allan Hancock,allanhancock,May 1,home,Oxnard,W,3,1,20210501_66cd,12,39,31,3.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,9,1.0,2.0,1.0,2,1.0,10.0,12.0,0.833,0.226,0.308,0.355,0.663,75.0,0.241,0.25,0.0,0.077,0.103,-0.026,1.333
2021,2020-21,Allan Hancock,allanhancock,May 20,home,Bakersfield,W,5,4,20210520_762u,12,42,37,5.0,11.0,1.0,0.0,0.0,5.0,4.0,0.0,4.0,11.0,12,0.0,1.0,0.0,1,0.0,6.0,10.0,0.6,0.297,0.357,0.351,0.708,80.0,0.423,0.333,0.0,0.262,0.095,0.167,0.364
2021,2020-21,Allan Hancock,allanhancock,May 20,home,Bakersfield,W,9,3,20210520_q2zr,11,40,35,9.0,12.0,1.0,0.0,0.0,6.0,1.0,0.0,4.0,6.0,13,1.0,0.0,0.0,1,0.0,7.0,8.0,0.875,0.343,0.425,0.4,0.825,94.0,0.414,0.529,0.0,0.15,0.1,0.05,0.667
2021,2020-21,Allan Hancock,allanhancock,May 22,home,Bakersfield,L,7,1,20210522_mojt,10,27,23,1.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,11.0,4,0.0,0.0,0.0,1,1.0,3.0,6.0,0.5,0.13,0.259,0.217,0.476,54.0,0.25,0.143,0.0,0.407,0.148,0.259,0.364
2021,2020-21,Allan Hancock,allanhancock,May 22,home,Bakersfield,W,7,2,20210522_3ock,11,37,31,7.0,7.0,4.0,1.0,1.0,6.0,0.0,0.0,6.0,14.0,16,0.0,0.0,0.0,6,0.0,7.0,3.0,2.333,0.226,0.351,0.71,1.061,120.0,0.375,0.5,0.027,0.378,0.162,0.216,0.429
2021,2020-21,Allan Hancock,allanhancock,May 27,home,Moorpark,L,4,3,20210527_fdkx,10,29,28,3.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,10,0.0,0.0,0.0,1,0.0,10.0,5.0,2.0,0.321,0.345,0.393,0.738,84.0,0.375,0.3,0.0,0.138,0.034,0.104,0.25
2021,2020-21,Allan Hancock,allanhancock,May 27,home,Moorpark,L,5,2,20210527_esff,10,39,34,2.0,8.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,13,2.0,1.0,0.0,3,0.0,8.0,14.0,0.571,0.235,0.308,0.471,0.779,88.0,0.241,0.091,0.026,0.103,0.051,0.052,0.5
