season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2014,2013-14,Allan Hancock,allanhancock,Apr 1,home,Santa Barbara,L,5,3,20140401_cuj5,12,35,26,3.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,4.0,4,0.0,5.0,0.0,0,2.0,12.0,8.0,1.5,0.154,0.229,0.154,0.383,52.0,0.182,0.375,0.0,0.114,0.114,0.0,1.0
2014,2013-14,Allan Hancock,allanhancock,Apr 10,home,LA Pierce,W,12,8,20140410_agrv,12,47,41,12.0,13.0,1.0,0.0,0.0,7.0,1.0,0.0,4.0,5.0,14,2.0,0.0,0.0,1,0.0,12.0,10.0,1.2,0.317,0.404,0.366,0.77,104.0,0.361,0.632,0.0,0.106,0.085,0.021,0.8
2014,2013-14,Allan Hancock,allanhancock,Apr 11,home,LA Pierce,L,5,2,20140411_0b1r,9,39,29,2.0,5.0,0.0,0.0,0.0,2.0,3.0,1.0,8.0,9.0,5,0.0,0.0,2.0,0,0.0,4.0,13.0,0.308,0.172,0.333,0.172,0.505,68.0,0.227,0.154,0.0,0.231,0.205,0.026,0.889
2014,2013-14,Allan Hancock,allanhancock,Apr 15,home,East Los Angeles,W,2,1,20140415_aayp,10,36,30,2.0,8.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,10,1.0,1.0,1.0,2,1.0,5.0,14.0,0.357,0.267,0.333,0.4,0.733,99.0,0.296,0.167,0.0,0.111,0.083,0.028,0.75
2014,2013-14,Allan Hancock,allanhancock,Apr 16,home,Merced,W,8,4,20140416_zjgf,10,40,29,8.0,10.0,1.0,0.0,0.0,8.0,1.0,0.0,4.0,3.0,11,2.0,2.0,3.0,1,1.0,11.0,8.0,1.375,0.345,0.4,0.414,0.814,110.0,0.345,0.5,0.0,0.075,0.1,-0.025,1.333
2014,2013-14,Allan Hancock,allanhancock,Apr 22,home,Ventura,L,2,0,20140422_74uk,9,33,31,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7,1.0,1.0,0.0,1,1.0,17.0,5.0,3.4,0.194,0.212,0.258,0.47,64.0,0.222,0.0,0.0,0.121,0.0,0.121,0.0
2014,2013-14,Allan Hancock,allanhancock,Apr 24,home,Ventura,L,5,2,20140424_o6kx,11,35,31,2.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,8.0,7,1.0,1.0,0.0,2,1.0,4.0,14.0,0.286,0.161,0.229,0.29,0.519,70.0,0.217,0.25,0.0,0.229,0.057,0.172,0.25
2014,2013-14,Allan Hancock,allanhancock,Apr 3,home,Santa Barbara,W,3,0,20140403_61e1,9,37,31,3.0,10.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,7.0,15,0.0,2.0,1.0,4,0.0,8.0,8.0,1.0,0.323,0.351,0.613,0.964,130.0,0.4,0.231,0.0,0.189,0.081,0.108,0.429
2014,2013-14,Allan Hancock,allanhancock,Apr 5,home,Oxnard,W,5,1,20140405_7ymk,10,36,25,5.0,6.0,0.0,0.0,0.0,5.0,2.0,0.0,6.0,6.0,6,2.0,2.0,1.0,0,1.0,10.0,6.0,1.667,0.24,0.389,0.24,0.629,85.0,0.3,0.357,0.0,0.167,0.167,0.0,1.0
2014,2013-14,Allan Hancock,allanhancock,Apr 8,home,Oxnard,W,9,4,20140408_jg7j,12,47,44,9.0,16.0,1.0,0.0,0.0,7.0,2.0,1.0,2.0,7.0,17,1.0,0.0,0.0,1,0.0,6.0,12.0,0.5,0.364,0.404,0.409,0.813,110.0,0.432,0.474,0.0,0.149,0.043,0.106,0.286
2014,2013-14,Allan Hancock,allanhancock,Feb 1,home,Porterville,L,6,4,20140201_b0du,11,40,34,4.0,10.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,12.0,14,2.0,1.0,0.0,2,1.0,9.0,4.0,2.25,0.294,0.375,0.471,0.846,114.0,0.455,0.267,0.0,0.3,0.075,0.225,0.25
2014,2013-14,Allan Hancock,allanhancock,Feb 11,home,Bakersfield,W,5,1,20140211_r7g5,10,38,26,5.0,5.0,2.0,1.0,0.0,4.0,1.0,0.0,8.0,7.0,9,3.0,1.0,0.0,3,0.0,7.0,8.0,0.875,0.192,0.421,0.462,0.883,119.0,0.263,0.312,0.0,0.184,0.211,-0.027,1.143
2014,2013-14,Allan Hancock,allanhancock,Feb 14,home,Canada,W,2,0,20140214_80fr,9,33,25,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,6.0,3,0.0,0.0,0.0,0,1.0,6.0,8.0,0.75,0.12,0.333,0.12,0.453,61.0,0.158,0.182,0.0,0.182,0.242,-0.06,1.333
2014,2013-14,Allan Hancock,allanhancock,Feb 15,home,Porterville,W,7,3,20140215_ymgz,10,35,32,7.0,9.0,1.0,2.0,1.0,5.0,2.0,0.0,2.0,5.0,17,0.0,1.0,0.0,4,1.0,9.0,9.0,1.0,0.281,0.314,0.656,0.97,131.0,0.308,0.6,0.029,0.143,0.057,0.086,0.4
2014,2013-14,Allan Hancock,allanhancock,Feb 20,home,Cypress,W,4,3,20140220_yz49,11,47,40,4.0,8.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,9.0,8,1.0,1.0,0.0,0,0.0,14.0,9.0,1.556,0.2,0.298,0.2,0.498,67.0,0.258,0.286,0.0,0.191,0.106,0.085,0.556
2014,2013-14,Allan Hancock,allanhancock,Feb 21,home,Fullerton,L,14,11,20140221_jbzp,12,45,35,11.0,11.0,2.0,0.0,0.0,9.0,3.0,1.0,5.0,8.0,13,3.0,0.0,2.0,2,0.0,11.0,8.0,1.375,0.314,0.422,0.429,0.851,115.0,0.379,0.579,0.0,0.178,0.111,0.067,0.625
2014,2013-14,Allan Hancock,allanhancock,Feb 22,home,Cypress,W,10,2,20140221_jy3j,11,50,44,10.0,14.0,4.0,0.0,0.0,7.0,3.0,0.0,4.0,7.0,18,1.0,1.0,0.0,4,0.0,13.0,7.0,1.857,0.318,0.38,0.5,0.88,119.0,0.378,0.526,0.0,0.14,0.08,0.06,0.571
2014,2013-14,Allan Hancock,allanhancock,Feb 25,home,Canyons,L,4,2,20140225_zvzx,12,41,35,2.0,10.0,1.0,0.0,0.0,2.0,2.0,0.0,5.0,7.0,11,1.0,0.0,0.0,1,2.0,9.0,9.0,1.0,0.286,0.39,0.343,0.733,99.0,0.357,0.125,0.0,0.171,0.122,0.049,0.714
2014,2013-14,Allan Hancock,allanhancock,Feb 27,home,Canyons,T,7,7,20140227_liyr,11,52,44,7.0,11.0,2.0,0.0,0.0,7.0,0.0,0.0,6.0,14.0,13,2.0,0.0,0.0,2,0.0,6.0,13.0,0.462,0.25,0.365,0.341,0.706,95.0,0.367,0.368,0.0,0.269,0.115,0.154,0.429
2014,2013-14,Allan Hancock,allanhancock,Feb 5,home,West Hills Coalinga,W,8,0,20140205_icxk,11,44,34,8.0,11.0,0.0,1.0,0.0,6.0,1.0,0.0,5.0,4.0,13,3.0,1.0,1.0,1,0.0,7.0,11.0,0.636,0.324,0.432,0.412,0.844,114.0,0.355,0.421,0.0,0.091,0.114,-0.023,1.25
2014,2013-14,Allan Hancock,allanhancock,Feb 7,home,Imperial Valley,W,9,1,20140207_gru4,17,45,37,9.0,11.0,3.0,1.0,0.0,6.0,1.0,0.0,6.0,5.0,16,1.0,0.0,1.0,4,0.0,7.0,12.0,0.583,0.297,0.4,0.541,0.941,127.0,0.333,0.5,0.0,0.111,0.133,-0.022,1.2
2014,2013-14,Allan Hancock,allanhancock,Feb 8,home,Imperial Valley,W,6,1,20140208_amh3,15,43,31,6.0,8.0,2.0,1.0,0.0,5.0,1.0,0.0,6.0,3.0,12,4.0,1.0,1.0,3,0.0,8.0,13.0,0.615,0.258,0.419,0.484,0.903,122.0,0.276,0.333,0.0,0.07,0.14,-0.07,2.0
2014,2013-14,Allan Hancock,allanhancock,Jan 30,home,Sequoias,W,10,1,20140130_7ibx,14,44,36,10.0,14.0,2.0,1.0,0.0,9.0,1.0,0.0,5.0,8.0,18,1.0,0.0,2.0,3,2.0,11.0,4.0,2.75,0.389,0.455,0.583,1.038,140.0,0.467,0.5,0.0,0.182,0.114,0.068,0.625
2014,2013-14,Allan Hancock,allanhancock,Jan 31,home,Bakersfield,W,10,2,20140131_n686,14,49,35,10.0,12.0,3.0,0.0,0.0,9.0,3.0,0.0,11.0,9.0,15,1.0,1.0,1.0,3,0.0,6.0,8.0,0.75,0.343,0.49,0.514,1.004,136.0,0.444,0.417,0.0,0.184,0.224,-0.04,1.222
2014,2013-14,Allan Hancock,allanhancock,Mar 11,home,Santa Barbara,W,4,0,20140311_408i,11,30,26,4.0,5.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,5,0.0,2.0,0.0,0,0.0,7.0,12.0,0.583,0.192,0.233,0.192,0.425,57.0,0.208,0.571,0.0,0.067,0.067,0.0,1.0
2014,2013-14,Allan Hancock,allanhancock,Mar 13,home,Oxnard,W,1,0,20140313_swbc,10,33,24,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,12.0,5,0.0,3.0,0.0,1,0.0,9.0,2.0,4.5,0.167,0.303,0.25,0.553,75.0,0.333,0.1,0.0,0.364,0.182,0.182,0.5
2014,2013-14,Allan Hancock,allanhancock,Mar 15,home,Oxnard,L,2,0,20140315_eucd,10,35,28,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,5,1.0,2.0,0.0,0,1.0,7.0,7.0,1.0,0.179,0.286,0.179,0.465,63.0,0.294,0.0,0.0,0.314,0.114,0.2,0.364
2014,2013-14,Allan Hancock,allanhancock,Mar 18,home,LA Pierce,L,10,9,20140318_gk1b,14,46,34,9.0,8.0,3.0,0.0,0.0,8.0,1.0,0.0,10.0,8.0,11,1.0,1.0,0.0,3,2.0,6.0,12.0,0.5,0.235,0.413,0.412,0.825,111.0,0.308,0.474,0.0,0.174,0.217,-0.043,1.25
