season,cccaa_season,team,team_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2018,2017-18,Allan Hancock,allanhancock,11,9,7,8,0.667,169.0,114.0,90.0,0.789,69.0,89.0
2018,2017-18,American River,americanriver,1,0,1,0,1.0,11.0,13.0,11.0,0.846,5.0,7.0
2018,2017-18,Antelope Valley,antelopevalley,0,0,1,0,1.0,6.0,3.0,3.0,1.0,1.0,5.0
2018,2017-18,Bakersfield,bakersfield,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,Barstow,barstow,0,0,0,0,,10.0,7.0,7.0,1.0,2.0,1.0
2018,2017-18,Butte,butte,28,16,7,1,0.958,185.0,101.0,78.0,0.772,55.0,111.0
2018,2017-18,Cabrillo,cabrillo,2,0,4,0,1.0,36.0,23.0,20.0,0.87,19.0,19.0
2018,2017-18,Canada,canada,4,5,5,9,0.526,102.0,65.0,58.0,0.892,40.0,48.0
2018,2017-18,Canyons,canyons,9,2,3,0,1.0,69.0,39.0,35.0,0.897,19.0,47.0
2018,2017-18,Cerritos,cerritos,13,9,5,7,0.667,143.0,76.0,55.0,0.724,50.0,144.0
2018,2017-18,Cerro Coso,cerrocoso,13,5,8,1,0.929,186.0,118.0,101.0,0.856,84.0,116.0
2018,2017-18,Chabot,chabot,15,8,7,0,1.0,117.0,66.0,61.0,0.924,45.0,65.0
2018,2017-18,Chaffey,chaffey,15,10,9,1,0.95,141.0,95.0,71.0,0.747,53.0,119.0
2018,2017-18,Citrus,citrus,27,11,12,5,0.821,261.0,130.0,116.0,0.892,65.0,186.0
2018,2017-18,Compton,compton,32,7,20,4,0.871,336.0,222.0,182.0,0.82,124.0,137.0
2018,2017-18,Contra Costa,contracosta,14,5,9,0,1.0,112.0,79.0,61.0,0.772,63.0,64.0
2018,2017-18,Cosumnes River,cosumnesriver,10,4,6,2,0.833,105.0,71.0,58.0,0.817,37.0,38.0
2018,2017-18,Cuesta,cuesta,0,0,1,0,1.0,2.0,2.0,2.0,1.0,0.0,1.0
2018,2017-18,Cypress,cypress,0,0,0,0,,0.0,0.0,0.0,,0.0,2.0
2018,2017-18,De Anza,deanza,2,6,3,4,0.692,82.0,58.0,48.0,0.828,39.0,43.0
2018,2017-18,Desert,desert,26,6,15,1,0.955,283.0,210.0,163.0,0.776,111.0,119.0
2018,2017-18,Diablo Valley,diablovalley,3,3,6,3,0.75,80.0,46.0,33.0,0.717,22.0,31.0
2018,2017-18,East Los Angeles,eastlosangeles,26,13,10,4,0.852,187.0,107.0,76.0,0.71,65.0,127.0
2018,2017-18,El Camino,elcamino,9,4,6,1,0.909,55.0,32.0,23.0,0.719,21.0,50.0
2018,2017-18,Feather River,featherriver,14,9,3,6,0.667,114.0,76.0,54.0,0.711,60.0,98.0
2018,2017-18,Folsom Lake,folsomlake,0,1,1,4,0.333,11.0,9.0,7.0,0.778,8.0,14.0
2018,2017-18,Fresno City,fresno,7,3,3,5,0.545,74.0,49.0,33.0,0.673,45.0,85.0
2018,2017-18,Fullerton,fullerton,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,Gavilan,gavilan,1,1,1,0,1.0,13.0,7.0,5.0,0.714,4.0,8.0
2018,2017-18,Glendale,glendale,6,6,2,3,0.727,69.0,47.0,36.0,0.766,37.0,74.0
2018,2017-18,Golden West,goldenwest,1,1,2,3,0.5,24.0,17.0,16.0,0.941,11.0,25.0
2018,2017-18,Grossmont,grossmont,16,7,9,0,1.0,161.0,97.0,67.0,0.691,71.0,82.0
2018,2017-18,Hartnell,hartnell,0,0,0,0,,5.0,3.0,1.0,0.333,2.0,4.0
2018,2017-18,Imperial Valley,imperialvalley,38,5,29,3,0.919,467.0,401.0,342.0,0.853,223.0,137.0
2018,2017-18,Irvine Valley,irvinevalley,0,0,0,0,,0.0,0.0,0.0,,1.0,1.0
2018,2017-18,LA Harbor,laharbor,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,LA Mission,lamission,9,1,5,0,1.0,64.0,52.0,46.0,0.885,42.0,47.0
2018,2017-18,LA Pierce,lapierce,35,14,15,1,0.967,334.0,232.0,197.0,0.849,163.0,216.0
2018,2017-18,LA Valley,lavalley,23,6,18,0,1.0,229.0,161.0,129.0,0.801,76.0,125.0
2018,2017-18,Laney,laney,6,3,2,2,0.714,33.0,24.0,17.0,0.708,26.0,32.0
2018,2017-18,Lassen,lassen,14,5,10,3,0.833,130.0,92.0,77.0,0.837,72.0,90.0
2018,2017-18,Long Beach,longbeach,10,2,4,2,0.75,103.0,61.0,48.0,0.787,28.0,36.0
2018,2017-18,Los Medanos,losmedanos,23,13,7,3,0.87,206.0,111.0,81.0,0.73,51.0,118.0
2018,2017-18,Marin,marin,11,10,10,10,0.667,162.0,84.0,72.0,0.857,50.0,85.0
2018,2017-18,Mendocino,mendocino,24,13,8,2,0.913,176.0,105.0,84.0,0.8,67.0,92.0
2018,2017-18,Merced,merced,2,2,2,2,0.667,44.0,33.0,26.0,0.788,27.0,40.0
2018,2017-18,Mission,mission,14,8,4,0,1.0,152.0,95.0,87.0,0.916,51.0,71.0
2018,2017-18,Modesto,modesto,1,4,3,6,0.538,49.0,24.0,18.0,0.75,29.0,54.0
2018,2017-18,Monterey Peninsula,montereypeninsula,24,16,12,6,0.824,200.0,120.0,97.0,0.808,99.0,188.0
2018,2017-18,Moorpark,moorpark,13,7,5,1,0.923,80.0,46.0,36.0,0.783,40.0,105.0
2018,2017-18,Mt. San Antonio,mtsanantonio,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,Mt. San Jacinto,mtsanjacinto,16,2,9,1,0.917,119.0,79.0,54.0,0.684,34.0,51.0
2018,2017-18,Napa Valley,napavalley,11,6,9,4,0.789,175.0,129.0,109.0,0.845,74.0,61.0
2018,2017-18,Ohlone,ohlone,2,4,2,6,0.5,69.0,33.0,28.0,0.848,30.0,90.0
2018,2017-18,Orange Coast,orangecoast,2,3,5,5,0.615,56.0,38.0,26.0,0.684,28.0,41.0
2018,2017-18,Oxnard,oxnard,8,3,7,2,0.833,86.0,55.0,47.0,0.855,40.0,31.0
2018,2017-18,Palomar,palomar,0,0,0,0,,2.0,0.0,0.0,,3.0,5.0
2018,2017-18,Pasadena City,pasadenacity,6,5,1,2,0.75,41.0,25.0,22.0,0.88,17.0,28.0
2018,2017-18,Porterville,porterville,35,4,25,1,0.967,321.0,258.0,224.0,0.868,139.0,140.0
2018,2017-18,Redwoods,redwoods,27,9,16,1,0.962,255.0,158.0,126.0,0.797,81.0,101.0
2018,2017-18,Reedley,reedley,1,0,1,0,1.0,5.0,7.0,5.0,0.714,4.0,0.0
2018,2017-18,Rio Hondo,riohondo,14,4,8,0,1.0,87.0,64.0,40.0,0.625,41.0,56.0
2018,2017-18,Riverside,riverside,19,10,5,2,0.882,107.0,61.0,39.0,0.639,53.0,104.0
2018,2017-18,Sacramento City,sacramentocity,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,Saddleback,saddleback,0,0,0,0,,6.0,3.0,2.0,0.667,2.0,3.0
2018,2017-18,San Bernardino Valley,sanbernardinovalley,22,8,16,1,0.96,242.0,162.0,118.0,0.728,127.0,148.0
2018,2017-18,San Diego City,sandiegocity,16,6,10,8,0.667,154.0,110.0,74.0,0.673,76.0,140.0
2018,2017-18,San Diego Mesa,sandiegomesa,10,1,1,0,1.0,57.0,32.0,25.0,0.781,20.0,19.0
2018,2017-18,San Francisco,sanfrancisco,32,10,17,2,0.931,283.0,171.0,143.0,0.836,76.0,154.0
2018,2017-18,San Joaquin Delta,sanjoaquindelta,23,22,4,7,0.788,216.0,108.0,93.0,0.861,109.0,248.0
2018,2017-18,San Mateo,sanmateo,14,7,5,8,0.6,91.0,49.0,39.0,0.796,38.0,93.0
2018,2017-18,Santa Ana,santaana,9,3,7,5,0.667,87.0,55.0,40.0,0.727,60.0,74.0
2018,2017-18,Santa Barbara,santabarbara,0,0,1,11,0.083,16.0,8.0,7.0,0.875,7.0,16.0
2018,2017-18,Santa Rosa,santarosa,2,2,2,0,1.0,21.0,17.0,16.0,0.941,20.0,32.0
2018,2017-18,Sequoias,sequoias,27,11,11,2,0.917,205.0,86.0,64.0,0.744,44.0,140.0
2018,2017-18,Shasta,shasta,10,7,6,0,1.0,97.0,54.0,48.0,0.889,30.0,38.0
2018,2017-18,Sierra,sierra,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,Siskiyous,siskiyous,13,5,6,0,1.0,93.0,71.0,50.0,0.704,56.0,85.0
2018,2017-18,Skyline,skyline,16,3,11,0,1.0,125.0,84.0,54.0,0.643,63.0,46.0
2018,2017-18,Solano,solano,16,9,7,4,0.8,178.0,122.0,97.0,0.795,54.0,132.0
2018,2017-18,Southwestern,southwestern,28,17,8,3,0.893,226.0,105.0,87.0,0.829,61.0,159.0
2018,2017-18,Taft,taft,14,10,4,3,0.824,133.0,65.0,56.0,0.862,42.0,116.0
2018,2017-18,Ventura,ventura,19,7,6,2,0.867,118.0,67.0,57.0,0.851,27.0,60.0
2018,2017-18,Victor Valley,victorvalley,16,1,8,0,1.0,121.0,95.0,81.0,0.853,52.0,64.0
2018,2017-18,West Hills Coalinga,westhillscoalinga,22,1,19,0,1.0,323.0,288.0,244.0,0.847,123.0,139.0
2018,2017-18,West LA,westla,13,1,12,1,0.929,168.0,114.0,91.0,0.798,67.0,88.0
2018,2017-18,West Valley,westvalley,11,7,6,1,0.929,138.0,90.0,69.0,0.767,52.0,100.0
2018,2017-18,Yuba,yuba,5,1,5,0,1.0,40.0,40.0,31.0,0.775,13.0,17.0
