season,cccaa_season,team,team_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2022,2021-22,Allan Hancock,allanhancock,10,6,3,0,1.0,101.0,55.0,46.0,0.836,28.0,75.0
2022,2021-22,American River,americanriver,22,5,16,1,0.955,172.0,160.0,115.0,0.719,76.0,70.0
2022,2021-22,Antelope Valley,antelopevalley,5,3,3,2,0.75,87.0,82.0,69.0,0.841,60.0,55.0
2022,2021-22,Bakersfield,bakersfield,10,1,7,2,0.8,98.0,64.0,43.0,0.672,15.0,42.0
2022,2021-22,Barstow,barstow,32,2,25,0,1.0,336.0,244.0,200.0,0.82,118.0,152.0
2022,2021-22,Butte,butte,17,13,4,8,0.68,145.0,73.0,59.0,0.808,35.0,114.0
2022,2021-22,Cabrillo,cabrillo,3,2,5,5,0.583,73.0,45.0,28.0,0.622,24.0,54.0
2022,2021-22,Canada,canada,0,1,1,0,1.0,47.0,36.0,29.0,0.806,12.0,23.0
2022,2021-22,Canyons,canyons,10,5,2,0,1.0,69.0,35.0,33.0,0.943,33.0,29.0
2022,2021-22,Cerritos,cerritos,12,4,10,0,1.0,97.0,88.0,63.0,0.716,63.0,70.0
2022,2021-22,Cerro Coso,cerrocoso,16,9,6,2,0.882,148.0,94.0,87.0,0.926,65.0,112.0
2022,2021-22,Chabot,chabot,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Chaffey,chaffey,8,2,4,2,0.75,110.0,67.0,53.0,0.791,55.0,103.0
2022,2021-22,Citrus,citrus,8,4,4,0,1.0,124.0,87.0,74.0,0.851,43.0,64.0
2022,2021-22,Compton,compton,1,2,1,0,1.0,61.0,59.0,41.0,0.695,34.0,41.0
2022,2021-22,Contra Costa,contracosta,22,6,12,2,0.9,212.0,178.0,138.0,0.775,88.0,99.0
2022,2021-22,Cosumnes River,cosumnesriver,1,6,3,3,0.75,93.0,78.0,73.0,0.936,57.0,66.0
2022,2021-22,Cuesta,cuesta,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Cypress,cypress,0,1,1,1,0.667,20.0,21.0,21.0,1.0,10.0,25.0
2022,2021-22,De Anza,deanza,15,3,15,1,0.947,237.0,173.0,163.0,0.942,84.0,96.0
2022,2021-22,Desert,desert,4,1,2,1,0.75,42.0,22.0,21.0,0.955,8.0,25.0
2022,2021-22,Diablo Valley,diablovalley,24,10,12,2,0.917,184.0,130.0,87.0,0.669,71.0,172.0
2022,2021-22,East Los Angeles,eastlosangeles,15,2,5,0,1.0,105.0,55.0,47.0,0.855,26.0,47.0
2022,2021-22,El Camino,elcamino,10,10,7,12,0.586,195.0,98.0,83.0,0.847,60.0,137.0
2022,2021-22,Feather River,featherriver,0,7,3,8,0.556,44.0,28.0,16.0,0.571,9.0,68.0
2022,2021-22,Folsom Lake,folsomlake,0,7,1,14,0.364,50.0,39.0,28.0,0.718,27.0,56.0
2022,2021-22,Fresno City,fresnocitycollege,4,4,0,0,1.0,36.0,22.0,17.0,0.773,12.0,37.0
2022,2021-22,Fullerton,fullerton,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Glendale,glendale,25,14,2,1,0.941,141.0,86.0,56.0,0.651,69.0,166.0
2022,2021-22,Golden West,goldenwest,1,0,0,0,,15.0,17.0,7.0,0.412,2.0,13.0
2022,2021-22,Grossmont,grossmont,1,3,0,1,0.75,24.0,14.0,12.0,0.857,9.0,21.0
