season,cccaa_season,team,team_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2012,2011-12,El Camino,elcamino,14,11,2,1,0.929,104.0,40.0,25.0,0.625,44.0,92.0
2012,2011-12,Feather River,featherriver,0,2,1,3,0.5,16.0,6.0,4.0,0.667,5.0,12.0
2012,2011-12,Fresno City,fresno,15,10,6,0,1.0,128.0,68.0,49.0,0.721,65.0,120.0
2012,2011-12,Fullerton,fullerton,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2012,2011-12,Gavilan,gavilan,29,15,10,3,0.893,171.0,105.0,91.0,0.867,115.0,195.0
2012,2011-12,Glendale,glendale,0,0,0,0,,5.0,1.0,1.0,1.0,2.0,0.0
2012,2011-12,Golden West,goldenwest,2,1,2,1,0.75,32.0,19.0,16.0,0.842,12.0,15.0
2012,2011-12,Grossmont,grossmont,2,2,4,1,0.857,52.0,25.0,19.0,0.76,9.0,19.0
2012,2011-12,Hartnell,hartnell,0,0,0,2,0.0,10.0,9.0,8.0,0.889,4.0,5.0
2012,2011-12,Imperial Valley,imperialvalley,31,13,17,0,1.0,319.0,213.0,160.0,0.751,110.0,183.0
2012,2011-12,Irvine Valley,irvinevalley,24,8,15,0,1.0,192.0,101.0,74.0,0.733,55.0,74.0
2012,2011-12,LA Harbor,laharbor,16,8,6,0,1.0,129.0,68.0,51.0,0.75,40.0,90.0
2012,2011-12,LA Mission,lamission,17,6,9,0,1.0,111.0,65.0,52.0,0.8,84.0,86.0
2012,2011-12,LA Pierce,lapierce,18,4,11,0,1.0,170.0,117.0,86.0,0.735,47.0,66.0
2012,2011-12,LA Valley,lavalley,1,1,1,0,1.0,16.0,14.0,11.0,0.786,14.0,6.0
2012,2011-12,Laney,laney,31,23,4,6,0.818,159.0,81.0,63.0,0.778,107.0,164.0
2012,2011-12,Lassen,lassen,7,6,6,0,1.0,136.0,73.0,59.0,0.808,57.0,55.0
2012,2011-12,Long Beach,longbeach,16,8,8,6,0.727,109.0,49.0,34.0,0.694,33.0,139.0
2012,2011-12,Los Medanos,losmedanos,8,3,2,2,0.714,56.0,19.0,17.0,0.895,17.0,32.0
2012,2011-12,Marin,marin,18,10,10,5,0.8,131.0,82.0,43.0,0.524,66.0,116.0
2012,2011-12,Mendocino,mendocino,26,4,20,0,1.0,261.0,165.0,127.0,0.77,77.0,88.0
2012,2011-12,Merced,merced,16,17,3,1,0.952,125.0,43.0,33.0,0.767,42.0,112.0
2012,2011-12,Mission,mission,25,7,17,1,0.96,253.0,127.0,102.0,0.803,77.0,208.0
2012,2011-12,Modesto,modesto,0,0,1,2,0.333,12.0,3.0,2.0,0.667,9.0,13.0
2012,2011-12,Monterey,monterey,6,5,6,2,0.846,72.0,45.0,39.0,0.867,24.0,46.0
2012,2011-12,Moorpark,moorpark,18,8,10,2,0.9,126.0,68.0,52.0,0.765,71.0,88.0
2012,2011-12,Mt. San Antonio,mtsanantonio,12,8,0,0,1.0,66.0,23.0,17.0,0.739,22.0,63.0
2012,2011-12,Mt. San Jacinto,mtsanjacinto,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2012,2011-12,Napa,napa,18,9,10,1,0.95,149.0,86.0,61.0,0.709,61.0,75.0
2012,2011-12,Ohlone,ohlone,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2012,2011-12,Orange Coast,orangecoast,0,0,1,3,0.25,14.0,6.0,6.0,1.0,12.0,25.0
2012,2011-12,Oxnard,oxnard,13,7,10,5,0.773,105.0,59.0,42.0,0.712,49.0,117.0
2012,2011-12,Palomar,palomar,0,1,3,5,0.444,28.0,15.0,11.0,0.733,17.0,22.0
2012,2011-12,Pasadena,pasadena,23,4,17,2,0.913,330.0,247.0,176.0,0.713,88.0,121.0
2012,2011-12,Porterville,porterville,22,9,13,4,0.846,172.0,103.0,92.0,0.893,69.0,84.0
2012,2011-12,Reedley,reedley,6,4,3,0,1.0,39.0,28.0,26.0,0.929,24.0,36.0
2012,2011-12,Rio Hondo,riohondo,0,4,0,2,0.667,54.0,15.0,14.0,0.933,17.0,40.0
2012,2011-12,Riverside,riverside,20,9,5,4,0.778,132.0,60.0,45.0,0.75,62.0,127.0
2012,2011-12,Sacramento City,sacramentocity,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2012,2011-12,Saddleback,saddleback,1,2,1,0,1.0,50.0,29.0,24.0,0.828,24.0,23.0
2012,2011-12,San Bernardino,sanbernardino,15,11,6,9,0.654,135.0,70.0,57.0,0.814,55.0,143.0
2012,2011-12,San Diego City,sandiego,25,13,16,3,0.906,265.0,122.0,87.0,0.713,85.0,127.0
2012,2011-12,San Diego Mesa,sandiegomesa,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2012,2011-12,San Francisco,sanfrancisco,5,2,6,1,0.889,88.0,60.0,52.0,0.867,29.0,24.0
2012,2011-12,San Joaquin  Delta,sanjoaquindelta,11,6,3,1,0.9,68.0,32.0,21.0,0.656,30.0,66.0
2012,2011-12,San Mateo,sanmateo,2,6,0,5,0.545,41.0,19.0,18.0,0.947,10.0,41.0
2012,2011-12,Santa Ana,santaana,1,0,1,0,1.0,8.0,5.0,5.0,1.0,2.0,3.0
2012,2011-12,Santa Barbara,santabarbara,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2012,2011-12,Santa Rosa,santarosa,9,4,1,0,1.0,25.0,19.0,12.0,0.632,28.0,46.0
2012,2011-12,Sequoias,sequoias,0,0,0,1,0.0,10.0,7.0,7.0,1.0,4.0,5.0
2012,2011-12,Shasta,shasta,2,5,1,2,0.75,47.0,26.0,22.0,0.846,12.0,25.0
2012,2011-12,Sierra,sierra,0,0,0,0,,0.0,0.0,0.0,,0.0,1.0
2012,2011-12,Siskiyous,siskiyous,11,3,13,0,1.0,203.0,124.0,112.0,0.903,36.0,61.0
2012,2011-12,Skyline,skyline,11,0,7,0,1.0,83.0,69.0,55.0,0.797,35.0,58.0
2012,2011-12,Solano,solano,2,0,1,0,1.0,36.0,26.0,19.0,0.731,31.0,18.0
2012,2011-12,Southwestern,southwestern,15,8,5,0,1.0,112.0,55.0,40.0,0.727,55.0,56.0
2012,2011-12,Taft,taft,14,3,5,0,1.0,136.0,80.0,63.0,0.788,43.0,53.0
2012,2011-12,Ventura,ventura,0,2,3,3,0.625,22.0,15.0,14.0,0.933,8.0,9.0
2012,2011-12,Victor Valley,victorvalley,5,2,3,0,1.0,52.0,32.0,29.0,0.906,28.0,25.0
2012,2011-12,West Hills Coalinga,westhillscoalinga,24,10,16,3,0.897,282.0,162.0,128.0,0.79,95.0,135.0
2012,2011-12,West LA,westla,14,2,11,0,1.0,107.0,84.0,67.0,0.798,71.0,68.0
2012,2011-12,West Valley,westvalley,14,9,7,1,0.941,134.0,55.0,39.0,0.709,29.0,106.0
2012,2011-12,Yuba,yuba,6,2,4,0,1.0,48.0,39.0,32.0,0.821,28.0,21.0
