season,cccaa_season,team,team_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2020,2019-20,Hartnell,hartnell,8,1,7,1,0.889,88.0,58.0,45.0,0.776,36.0,47.0
2020,2019-20,Imperial Valley,imperialvalley,19,1,12,0,1.0,257.0,262.0,213.0,0.813,135.0,76.0
2020,2019-20,Irvine Valley,irvinevalley,1,2,1,0,1.0,16.0,11.0,9.0,0.818,5.0,14.0
2020,2019-20,LA Harbor,laharbor,5,1,6,0,1.0,53.0,41.0,35.0,0.854,9.0,8.0
2020,2019-20,LA Mission,lamission,4,2,2,1,0.8,33.0,13.0,9.0,0.692,17.0,39.0
2020,2019-20,LA Pierce,lapierce,6,3,3,1,0.857,37.0,24.0,21.0,0.875,27.0,16.0
2020,2019-20,LA Valley,lavalley,0,0,1,0,1.0,17.0,9.0,3.0,0.333,5.0,9.0
2020,2019-20,Laney,laney,7,3,3,4,0.6,53.0,29.0,22.0,0.759,22.0,36.0
2020,2019-20,Lassen,lassen,13,11,1,3,0.8,91.0,35.0,27.0,0.771,27.0,76.0
2020,2019-20,Long Beach,longbeach,12,9,2,2,0.846,76.0,42.0,32.0,0.762,32.0,78.0
2020,2019-20,Los Medanos,losmedanos,6,4,0,1,0.8,37.0,10.0,7.0,0.7,10.0,31.0
2020,2019-20,Marin,marin,4,3,3,2,0.75,32.0,21.0,14.0,0.667,26.0,37.0
2020,2019-20,Mendocino,mendocino,7,2,6,0,1.0,78.0,69.0,59.0,0.855,43.0,34.0
2020,2019-20,Merced,merced,0,2,0,3,0.4,11.0,5.0,3.0,0.6,7.0,26.0
2020,2019-20,Mission,mission,1,1,1,0,1.0,10.0,4.0,4.0,1.0,1.0,3.0
2020,2019-20,Modesto,modesto,1,0,1,5,0.167,18.0,12.0,11.0,0.917,20.0,19.0
2020,2019-20,Monterey Peninsula,montereypeninsula,7,1,2,2,0.6,33.0,26.0,21.0,0.808,32.0,47.0
2020,2019-20,Moorpark,moorpark,0,0,0,1,0.0,13.0,14.0,14.0,1.0,12.0,6.0
2020,2019-20,Mt. San Antonio,mtsanantonio,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2020,2019-20,Mt. San Jacinto,mtsanjacinto,1,0,2,0,1.0,17.0,19.0,12.0,0.632,8.0,7.0
2020,2019-20,Napa Valley,napavalley,11,2,11,0,1.0,145.0,112.0,98.0,0.875,53.0,83.0
2020,2019-20,Ohlone,ohlone,10,6,1,4,0.636,65.0,44.0,35.0,0.795,20.0,78.0
2020,2019-20,Orange Coast,orangecoast,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2020,2019-20,Oxnard,oxnard,7,3,7,0,1.0,107.0,72.0,57.0,0.792,34.0,47.0
2020,2019-20,Palomar,palomar,1,0,2,0,1.0,25.0,16.0,12.0,0.75,7.0,9.0
2020,2019-20,Pasadena City,pasadenacity,0,0,0,0,,0.0,0.0,0.0,,0.0,1.0
2020,2019-20,Porterville,porterville,7,1,3,0,1.0,64.0,49.0,36.0,0.735,29.0,30.0
2020,2019-20,Redwoods,redwoods,13,3,9,2,0.857,90.0,68.0,49.0,0.721,42.0,77.0
2020,2019-20,Reedley,reedley,7,5,3,0,1.0,41.0,20.0,19.0,0.95,17.0,36.0
2020,2019-20,Rio Hondo,riohondo,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2020,2019-20,Riverside,riverside,0,0,0,0,,4.0,3.0,3.0,1.0,9.0,6.0
2020,2019-20,Sacramento City,sacramentocity,0,0,0,0,,6.0,3.0,3.0,1.0,0.0,2.0
2020,2019-20,Saddleback,saddleback,0,0,0,0,,2.0,3.0,3.0,1.0,1.0,3.0
2020,2019-20,San Bernardino Valley,sanbernardinovalley,2,1,1,0,1.0,20.0,20.0,20.0,1.0,6.0,11.0
2020,2019-20,San Diego City,sandiegocity,1,1,2,0,1.0,27.0,24.0,23.0,0.958,18.0,24.0
2020,2019-20,San Diego Mesa,sandiegomesa,0,1,0,0,1.0,8.0,4.0,4.0,1.0,2.0,5.0
2020,2019-20,San Francisco,sanfrancisco,13,2,13,1,0.938,155.0,122.0,108.0,0.885,75.0,79.0
2020,2019-20,San Joaquin Delta,sanjoaquindelta,7,4,1,0,1.0,50.0,26.0,19.0,0.731,20.0,42.0
2020,2019-20,San Mateo,sanmateo,1,2,1,0,1.0,12.0,7.0,7.0,1.0,16.0,22.0
2020,2019-20,Santa Ana,santaana,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2020,2019-20,Santa Barbara,santabarbara,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2020,2019-20,Santa Rosa,santarosa,0,3,1,7,0.364,18.0,5.0,5.0,1.0,9.0,35.0
2020,2019-20,Sequoias,sequoias,12,8,3,0,1.0,101.0,54.0,47.0,0.87,25.0,66.0
2020,2019-20,Shasta,shasta,16,3,10,0,1.0,104.0,70.0,53.0,0.757,41.0,64.0
2020,2019-20,Sierra,sierra,7,3,1,2,0.667,34.0,18.0,17.0,0.944,13.0,41.0
2020,2019-20,Siskiyous,siskiyous,5,1,4,0,1.0,51.0,25.0,21.0,0.84,7.0,19.0
2020,2019-20,Skyline,skyline,0,0,0,0,,4.0,1.0,1.0,1.0,3.0,3.0
2020,2019-20,Solano,solano,6,0,8,0,1.0,49.0,49.0,45.0,0.918,32.0,21.0
2020,2019-20,Southwestern,southwestern,16,9,7,3,0.842,94.0,54.0,40.0,0.741,46.0,99.0
2020,2019-20,Taft,taft,6,1,6,0,1.0,70.0,50.0,34.0,0.68,26.0,38.0
2020,2019-20,Ventura,ventura,2,0,2,0,1.0,15.0,6.0,6.0,1.0,10.0,16.0
2020,2019-20,Victor Valley,victorvalley,14,0,10,0,1.0,92.0,74.0,62.0,0.838,40.0,58.0
2020,2019-20,West Hills Coalinga,westhillscoalinga,3,1,2,1,0.75,50.0,39.0,32.0,0.821,21.0,23.0
2020,2019-20,West LA,westla,7,3,5,0,1.0,56.0,54.0,35.0,0.648,39.0,46.0
2020,2019-20,West Valley,westvalley,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2020,2019-20,Yuba,yuba,4,0,4,0,1.0,25.0,25.0,19.0,0.76,13.0,18.0
