season,cccaa_season,team,team_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2014,2013-14,LA Valley,lavalley,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Laney,laney,12,6,4,1,0.909,74.0,40.0,30.0,0.75,49.0,36.0
2014,2013-14,Lassen,lassen,16,3,13,0,1.0,156.0,89.0,80.0,0.899,39.0,59.0
2014,2013-14,Long Beach,longbeach,11,7,5,2,0.857,115.0,59.0,44.0,0.746,41.0,63.0
2014,2013-14,Los Medanos,losmedanos,12,6,3,7,0.562,80.0,46.0,33.0,0.717,40.0,54.0
2014,2013-14,Marin,marin,16,11,5,5,0.762,115.0,51.0,38.0,0.745,40.0,85.0
2014,2013-14,Mendocino,mendocino,23,7,12,0,1.0,164.0,100.0,59.0,0.59,41.0,89.0
2014,2013-14,Merced,merced,22,8,7,2,0.882,140.0,73.0,54.0,0.74,43.0,55.0
2014,2013-14,Mission,mission,39,26,11,2,0.949,298.0,153.0,116.0,0.758,98.0,280.0
2014,2013-14,Modesto,modesto,6,7,1,3,0.727,88.0,45.0,38.0,0.844,37.0,60.0
2014,2013-14,Monterey,monterey,11,3,8,0,1.0,81.0,43.0,34.0,0.791,27.0,81.0
2014,2013-14,Mt. San Antonio,mtsanantonio,4,3,1,0,1.0,28.0,14.0,10.0,0.714,7.0,20.0
2014,2013-14,Mt. San Jacinto,mtsanjacinto,3,0,2,0,1.0,20.0,19.0,12.0,0.632,15.0,12.0
2014,2013-14,Napa,napa,32,11,13,0,1.0,228.0,111.0,82.0,0.739,65.0,158.0
2014,2013-14,Ohlone,ohlone,0,0,1,8,0.111,9.0,2.0,1.0,0.5,8.0,20.0
2014,2013-14,Orange Coast,orangecoast,1,2,1,0,1.0,8.0,5.0,4.0,0.8,4.0,4.0
2014,2013-14,Oxnard,oxnard,0,0,0,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2014,2013-14,Palomar,palomar,0,0,0,1,0.0,2.0,2.0,1.0,0.5,8.0,18.0
2014,2013-14,Pasadena,pasadena,5,0,8,0,1.0,112.0,71.0,51.0,0.718,35.0,30.0
2014,2013-14,Porterville,porterville,13,3,9,2,0.857,126.0,63.0,46.0,0.73,26.0,73.0
2014,2013-14,Redwoods,redwoods,29,8,20,4,0.875,270.0,161.0,110.0,0.683,116.0,156.0
2014,2013-14,Reedley,reedley,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Rio Hondo,riohondo,0,1,1,4,0.333,27.0,6.0,6.0,1.0,8.0,15.0
2014,2013-14,Riverside,riverside,9,6,3,1,0.9,73.0,36.0,27.0,0.75,29.0,36.0
2014,2013-14,Sacramento City,sacramentocity,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Saddleback,saddleback,0,0,1,0,1.0,9.0,6.0,6.0,1.0,1.0,5.0
2014,2013-14,San Bernardino,sanbernardino,0,1,1,6,0.25,37.0,19.0,18.0,0.947,16.0,24.0
2014,2013-14,San Diego City,sandiego,10,3,12,0,1.0,157.0,101.0,69.0,0.683,50.0,52.0
2014,2013-14,San Diego Mesa,sandiegomesa,8,2,5,0,1.0,39.0,23.0,15.0,0.652,15.0,33.0
2014,2013-14,San Francisco,sanfrancisco,0,0,0,0,,0.0,0.0,0.0,,3.0,0.0
2014,2013-14,San Joaquin  Delta,sanjoaquindelta,0,2,0,0,1.0,15.0,15.0,12.0,0.8,22.0,19.0
2014,2013-14,San Mateo,sanmateo,1,0,1,0,1.0,3.0,2.0,2.0,1.0,5.0,1.0
2014,2013-14,Santa Ana,santaana,4,0,3,0,1.0,22.0,17.0,12.0,0.706,17.0,12.0
2014,2013-14,Santa Barbara,santabarbara,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Santa Rosa,santarosa,0,4,2,8,0.429,41.0,9.0,9.0,1.0,22.0,46.0
2014,2013-14,Sequoias,sequoias,13,13,1,18,0.438,129.0,56.0,51.0,0.911,40.0,88.0
2014,2013-14,Shasta,shasta,22,6,10,1,0.941,151.0,103.0,84.0,0.816,67.0,50.0
2014,2013-14,Sierra,sierra,0,0,0,0,,2.0,2.0,2.0,1.0,1.0,0.0
2014,2013-14,Siskiyous,siskiyous,18,8,8,7,0.696,169.0,97.0,72.0,0.742,53.0,98.0
2014,2013-14,Skyline,skyline,0,0,0,0,,27.0,21.0,16.0,0.762,6.0,9.0
2014,2013-14,Solano,solano,4,1,4,2,0.714,60.0,51.0,43.0,0.843,26.0,34.0
2014,2013-14,Southwestern,southwestern,6,1,1,0,1.0,41.0,23.0,17.0,0.739,7.0,10.0
2014,2013-14,Taft,taft,28,11,11,1,0.957,199.0,87.0,56.0,0.644,34.0,110.0
2014,2013-14,Ventura,ventura,15,8,5,0,1.0,97.0,43.0,30.0,0.698,29.0,63.0
2014,2013-14,Victor Valley,victorvalley,0,0,1,0,1.0,15.0,10.0,7.0,0.7,6.0,4.0
2014,2013-14,West Hills Coalinga,westhillscoalinga,15,4,11,0,1.0,140.0,83.0,69.0,0.831,51.0,63.0
2014,2013-14,West LA,westla,16,3,14,2,0.895,153.0,140.0,120.0,0.857,88.0,97.0
2014,2013-14,West Valley,westvalley,11,2,9,0,1.0,116.0,66.0,51.0,0.773,26.0,79.0
2014,2013-14,Yuba,yuba,22,7,10,3,0.85,173.0,112.0,86.0,0.768,68.0,108.0
