season,cccaa_season,team,team_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2015,2014-15,LA Harbor,laharbor,6,2,4,2,0.75,80.0,38.0,27.0,0.711,29.0,42.0
2015,2014-15,LA Mission,lamission,1,0,0,1,0.0,17.0,10.0,7.0,0.7,7.0,9.0
2015,2014-15,LA Pierce,lapierce,8,5,5,2,0.833,114.0,68.0,60.0,0.882,52.0,52.0
2015,2014-15,LA Valley,lavalley,1,3,2,1,0.833,22.0,19.0,16.0,0.842,15.0,22.0
2015,2014-15,Laney,laney,7,1,4,0,1.0,41.0,32.0,23.0,0.719,18.0,21.0
2015,2014-15,Lassen,lassen,22,9,18,1,0.964,216.0,143.0,112.0,0.783,88.0,94.0
2015,2014-15,Long Beach,longbeach,23,11,8,0,1.0,161.0,84.0,61.0,0.726,43.0,95.0
2015,2014-15,Los Medanos,losmedanos,9,2,3,0,1.0,49.0,40.0,34.0,0.85,29.0,41.0
2015,2014-15,Marin,marin,0,2,0,6,0.25,23.0,3.0,2.0,0.667,6.0,23.0
2015,2014-15,Mendocino,mendocino,7,3,6,7,0.562,64.0,30.0,19.0,0.633,10.0,37.0
2015,2014-15,Merced,merced,0,2,0,1,0.667,37.0,28.0,24.0,0.857,26.0,23.0
2015,2014-15,Mission,mission,11,6,6,5,0.706,117.0,71.0,53.0,0.746,39.0,72.0
2015,2014-15,Modesto,modesto,0,0,0,0,,1.0,0.0,0.0,,1.0,0.0
2015,2014-15,Monterey,monterey,12,5,6,1,0.917,79.0,41.0,33.0,0.805,65.0,45.0
2015,2014-15,Moorpark,moorpark,1,3,0,4,0.429,39.0,20.0,19.0,0.95,19.0,20.0
2015,2014-15,Mt. San Antonio,mtsanantonio,0,0,1,1,0.5,5.0,4.0,1.0,0.25,1.0,0.0
2015,2014-15,Mt. San Jacinto,mtsanjacinto,0,0,0,0,,4.0,4.0,3.0,0.75,0.0,0.0
2015,2014-15,Napa,napa,12,9,2,0,1.0,100.0,42.0,28.0,0.667,18.0,73.0
2015,2014-15,Ohlone,ohlone,29,16,5,2,0.913,194.0,84.0,71.0,0.845,84.0,152.0
2015,2014-15,Orange Coast,orangecoast,6,4,2,1,0.857,55.0,19.0,14.0,0.737,11.0,29.0
2015,2014-15,Oxnard,oxnard,0,0,0,0,,9.0,5.0,5.0,1.0,5.0,7.0
2015,2014-15,Palomar,palomar,0,2,0,4,0.333,13.0,4.0,2.0,0.5,12.0,21.0
2015,2014-15,Pasadena,pasadena,0,2,1,2,0.6,28.0,21.0,18.0,0.857,23.0,26.0
2015,2014-15,Porterville,porterville,12,1,10,0,1.0,82.0,55.0,43.0,0.782,27.0,33.0
2015,2014-15,Redwoods,redwoods,32,7,22,1,0.967,311.0,171.0,133.0,0.778,70.0,119.0
2015,2014-15,Reedley,reedley,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Rio Hondo,riohondo,13,4,4,0,1.0,61.0,40.0,26.0,0.65,33.0,51.0
2015,2014-15,Riverside,riverside,0,0,4,4,0.5,26.0,21.0,16.0,0.762,13.0,27.0
2015,2014-15,Sacramento City,sacramentocity,5,0,0,0,,20.0,16.0,15.0,0.938,18.0,8.0
2015,2014-15,Saddleback,saddleback,6,1,5,2,0.75,42.0,20.0,15.0,0.75,5.0,16.0
2015,2014-15,San Bernardino,sanbernardino,12,5,5,1,0.909,116.0,55.0,40.0,0.727,23.0,63.0
2015,2014-15,San Diego City,sandiego,30,11,17,0,1.0,259.0,138.0,111.0,0.804,80.0,134.0
2015,2014-15,San Diego Mesa,sandiegomesa,6,9,6,1,0.938,119.0,52.0,41.0,0.788,20.0,41.0
2015,2014-15,San Francisco,sanfrancisco,14,3,11,3,0.824,108.0,65.0,52.0,0.8,61.0,83.0
2015,2014-15,San Joaquin  Delta,sanjoaquindelta,16,13,1,0,1.0,91.0,39.0,31.0,0.795,35.0,93.0
2015,2014-15,San Mateo,sanmateo,4,7,3,3,0.769,64.0,29.0,26.0,0.897,40.0,62.0
2015,2014-15,Santa Ana,santaana,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Santa Barbara,santabarbara,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Santa Rosa,santarosa,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Sequoias,sequoias,0,0,2,7,0.222,19.0,4.0,3.0,0.75,6.0,12.0
2015,2014-15,Shasta,shasta,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Sierra,sierra,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Siskiyous,siskiyous,11,5,3,0,1.0,157.0,94.0,81.0,0.862,39.0,56.0
2015,2014-15,Skyline,skyline,0,1,0,4,0.2,14.0,8.0,7.0,0.875,6.0,7.0
2015,2014-15,Solano,solano,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Southwestern,southwestern,33,23,8,11,0.738,242.0,106.0,73.0,0.689,96.0,229.0
2015,2014-15,Taft,taft,14,13,5,5,0.783,124.0,58.0,44.0,0.759,45.0,73.0
2015,2014-15,Ventura,ventura,15,3,10,2,0.867,138.0,72.0,63.0,0.875,58.0,79.0
2015,2014-15,Victor Valley,victorvalley,10,4,4,1,0.889,168.0,93.0,80.0,0.86,33.0,48.0
2015,2014-15,West Hills Coalinga,westhillscoalinga,11,2,6,0,1.0,102.0,66.0,53.0,0.803,39.0,43.0
2015,2014-15,West LA,westla,27,4,20,1,0.96,220.0,156.0,113.0,0.724,116.0,92.0
2015,2014-15,West Valley,westvalley,10,7,9,2,0.889,161.0,88.0,74.0,0.841,59.0,63.0
2015,2014-15,Yuba,yuba,2,8,3,3,0.786,67.0,30.0,21.0,0.7,20.0,34.0
