season,cccaa_season,team,team_id,player_id,player_name,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2014,2013-14,Allan Hancock,allanhancock,angelgonzalezsgn8,Angel Gonzalez,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,angelguillenvx66,Angel Guillen,26,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,brooksfagesohpk,Brooks Fages,26,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,cameronketchenuuey,Cameron Ketchen,36,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,caymanhoggardkdft,Cayman Hoggard,17,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,chriscuriel7mrz,Chris Curiel,5,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,evanaguilare2mo,Evan Aguilar,35,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,felipegonzalezo0ki,Felipe Gonzalez,41,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,jacobwitkowskimfaj,Jacob Witkowski,41,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,jakepeters2xur,Jake Peters,7,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,kylesmith9mdd,Kyle Smith,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,mattwatkinsj55g,Matt Watkins,4,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,rogerguillen4l52,Roger Guillen,29,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,ronregaladoevbf,Ron Regalado,28,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,ryanbendele23cf,Ryan Bendele,37,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,ryanwelkerbbm3,Ryan Welker,41,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allan Hancock,allanhancock,troyprober09kf,Troy Prober,11,0,0,0,0,,4.0,3.0,2.0,0.667,1.0,4.0
2014,2013-14,Allan Hancock,allanhancock,zachnymanzo0c,Zach Nyman,24,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,ajphillipshc5v,AJ Phillips,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,alexgaskinkoqp,Alex Gaskin,31,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,austincall5qjg,Austin Call,31,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,brandonraposavnb9,Brandon Raposa,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,coleebnerorrt,Cole Ebner,32,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,coltonfreemanxkux,Colton Freeman,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,jamesboitanoeua6,James Boitano,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,jimmylunardelli751x,Jimmy Lunardelli,22,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,joewilliamsn6yk,Joe Williams,27,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,jonkendallal7b,Jon Kendall,20,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,joshhilburnew8x,Josh Hilburn,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,michaelhatfieldndj7,Michael Hatfield,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,stevemercadohuyr,Steve Mercado,35,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,thomaspetersonpt9y,Thomas Peterson,13,11,2,8,0,1.0,68.0,47.0,35.0,0.745,25.0,36.0
2014,2013-14,American River,americanriver,tylersmith46j9,Tyler Smith,28,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,wadebrillld9n,Wade Brill,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,American River,americanriver,zachpadilla5tur,Zach Padilla,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Antelope Valley,antelopevalley,angelromank506,Angel Roman,31,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Antelope Valley,antelopevalley,brandonmurachanianugn8,Brandon Murachanian,12,11,2,7,0,1.0,76.0,63.0,52.0,0.825,41.0,54.0
2014,2013-14,Antelope Valley,antelopevalley,carlosochoarqdo,Carlos Ochoa,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Antelope Valley,antelopevalley,dakodajolliffelvit,Dakoda Jolliffe,22,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Antelope Valley,antelopevalley,daltonweber72aj,Dalton Weber,23,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Antelope Valley,antelopevalley,dylanlohmanra9x,Dylan Lohman,34,0,0,0,0,,1.0,0.0,0.0,,1.0,1.0
2014,2013-14,Antelope Valley,antelopevalley,ericbayntonbv1p,Eric Baynton,29,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Antelope Valley,antelopevalley,fernandoreyeswb0j,Fernando Reyes,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Antelope Valley,antelopevalley,konnerarnoldnvz3,Konner Arnold,34,4,1,2,1,0.75,34.0,17.0,16.0,0.941,13.0,22.0
2014,2013-14,Antelope Valley,antelopevalley,marcodelgadodizo,Marco Delgado,27,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Antelope Valley,antelopevalley,marshallsiordia28ci,Marshall Siordia,20,0,0,0,0,,37.0,22.0,22.0,1.0,11.0,9.0
2014,2013-14,Antelope Valley,antelopevalley,mauriciosanchez7s8l,Mauricio Sanchez,31,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Antelope Valley,antelopevalley,nicolaswhite2rbr,Nicolas White,7,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Antelope Valley,antelopevalley,rileygulleyapu5,Riley Gulley,19,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Antelope Valley,antelopevalley,ryanherrickg3pb,Ryan Herrick,28,0,0,3,3,0.5,27.0,14.0,11.0,0.786,6.0,13.0
2014,2013-14,Antelope Valley,antelopevalley,scottsavkobe65,Scott Savko,25,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Antelope Valley,antelopevalley,sergiorodriguezvy71,Sergio Rodriguez,6,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Bakersfield,bakersfield,austintijerinapyox,Austin Tijerina,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Bakersfield,bakersfield,colehallumb3in,Cole Hallum,36,11,4,6,0,1.0,71.0,37.0,31.0,0.838,26.0,58.0
2014,2013-14,Bakersfield,bakersfield,coltonblankenshiprg7x,Colton Blankenship,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Bakersfield,bakersfield,eddietorresa3u6,Eddie Torres,35,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Bakersfield,bakersfield,erikwilliamstvaw,Erik Williams,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Bakersfield,bakersfield,jakeverdugo9e8x,Jake Verdugo,32,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Bakersfield,bakersfield,jaredsolf8gfh,Jared Solf,24,4,3,4,2,0.778,28.0,13.0,7.0,0.538,6.0,26.0
2014,2013-14,Bakersfield,bakersfield,juniorfelixk50a,Junior Felix,35,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Bakersfield,bakersfield,kaidanmeadowsmldw,Kaidan Meadows,36,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Bakersfield,bakersfield,kylespeaks0781,Kyle Speaks,24,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Bakersfield,bakersfield,mattlemonj9e6,Matt Lemon,20,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Bakersfield,bakersfield,rolandomartinezgva8,Rolando Martinez,36,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Bakersfield,bakersfield,zachtanner4xxt,Zach Tanner,35,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Barstow,barstow,ajepstein1kwt,AJ Epstein,15,11,2,4,0,1.0,98.0,43.0,25.0,0.581,10.0,48.0
2014,2013-14,Barstow,barstow,alexayers5oze,Alex Ayers,5,0,0,0,0,,4.0,7.0,3.0,0.429,3.0,2.0
2014,2013-14,Barstow,barstow,austincrankavjx,Austin Crank,19,2,4,1,0,1.0,57.0,30.0,27.0,0.9,16.0,38.0
2014,2013-14,Barstow,barstow,austinwallacejyot,Austin Wallace,35,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Barstow,barstow,billymccallpj0z,Billy McCall,11,2,0,1,0,1.0,14.0,18.0,8.0,0.444,19.0,10.0
2014,2013-14,Barstow,barstow,blaisedusingz63j,Blaise Dusing,4,0,0,0,0,,2.0,2.0,1.0,0.5,1.0,1.0
2014,2013-14,Barstow,barstow,dantechavezlkz1,Dante Chavez,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Barstow,barstow,daultonfreemanwsrl,Daulton Freeman,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Barstow,barstow,gavinuelandmkm5,Gavin Ueland,29,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Barstow,barstow,humbertomedinanj75,Humberto Medina,16,8,3,5,0,1.0,70.0,45.0,39.0,0.867,21.0,40.0
2014,2013-14,Barstow,barstow,josebueno3jve,Jose Bueno,36,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Barstow,barstow,josephwrightum15,Joseph Wright,18,0,0,0,0,,0.0,0.0,0.0,,0.0,1.0
2014,2013-14,Barstow,barstow,justinulibarriwsk4,Justin Ulibarri,15,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Barstow,barstow,kylesilvaupa7,Kyle Silva,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Barstow,barstow,marcossanchezda6p,Marcos Sanchez,32,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Barstow,barstow,martinezjoeyxlrf,Martinez Joey,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
