season,cccaa_season,team,team_id,player_id,player_name,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2013,2012-13,Allan Hancock,allanhancock,angelgonzalezjydv,Angel Gonzalez,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,codythompson9cv6,Cody Thompson,6,0,0,0,0,,7.0,4.0,4.0,1.0,1.0,3.0
2013,2012-13,Allan Hancock,allanhancock,felipegonzalezv7bt,Felipe Gonzalez,35,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,georgecurielvmab,George Curiel,5,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,jacobwitkowski7ew8,Jacob Witkowski,36,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,joshluehmannb7kf,Josh Luehmann,31,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,kylesmithfmkp,Kyle Smith,27,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,marvinfightcy1m,Marvin Fight,30,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,nicktaitaguesnb6,Nick Taitague,14,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,prestonthomasyiz3,Preston Thomas,35,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,rogerguillenpz5o,Roger Guillen,20,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,ronregaladogor8,Ron Regalado,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,ryanbendelej42w,Ryan Bendele,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,ryanwelkerwqg9,Ryan Welker,32,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,tommyliningerjx7a,Tommy Lininger,36,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,zachnyman5k2l,Zach Nyman,7,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allan Hancock,allanhancock,zackskipperhdwe,Zack Skipper,12,0,0,0,0,,17.0,9.0,8.0,0.889,4.0,7.0
2013,2012-13,American River,americanriver,andrewlojewskijr98,Andrew Lojewski,36,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,cameronbennett21q1,Cameron Bennett,33,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,codylommorinp5l,Cody Lommori,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,coleebnerbkus,Cole Ebner,15,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,daltondevrieszp8f,Dalton Devries,23,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,davidcooley1yqd,David Cooley,23,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,davidwieldraayervua8,David Wieldraayer,25,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,gregharrisy201,Greg Harris,32,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,jasonfletcher2d2y,Jason Fletcher,36,5,1,2,0,1.0,32.0,22.0,20.0,0.909,16.0,17.0
2013,2012-13,American River,americanriver,joewilliamsboiu,Joe Williams,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,jonvierrafyb7,Jon Vierra,30,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,joshhilburneyvf,Josh Hilburn,20,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,kelceywirick0fbh,Kelcey Wirick,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,mattpiombosn0d,Matt Piombo,25,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,mattyoungures,Matt Young,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,shanerae4zip,Shane Rae,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,spencershankwb09,Spencer Shank,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,tylersmithp5st,Tyler Smith,16,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,American River,americanriver,wadebrillh9ag,Wade Brill,22,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,aaronowenclwz,Aaron Owen,33,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,coryderushl3xo,Cory DeRush,33,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,dakodajolliffelbz3,Dakoda Jolliffe,8,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,dylanlohman1fcw,Dylan Lohman,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,jacobrisingermpst,Jacob Risinger,31,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,josetejadaucgy,Jose Tejada,4,0,0,0,0,,0.0,0.0,0.0,,0.0,1.0
2013,2012-13,Antelope Valley,antelopevalley,kielalcarazk0x7,Kiel Alcaraz,17,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,marcdeasodzpm,Marc Deaso,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,marcodelgadomwcu,Marco Delgado,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,marshallsiordia7yur,Marshall Siordia,23,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,michaelscodellarojr8l,Michael Scodellaro,29,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,mikalhunter4bsl,Mikal Hunter,32,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,ryanmarshallpaqb,Ryan Marshall,32,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,scottsavkobrdw,Scott Savko,13,0,0,0,0,,0.0,0.0,0.0,,1.0,1.0
2013,2012-13,Antelope Valley,antelopevalley,shoserranoyauz,Sho Serrano,33,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,tevinnishiyamadip6,Tevin Nishiyama,16,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,aaronmyregardfkoq,Aaron Myregard,7,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,aaronnewmaniujl,Aaron Newman,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,blayneontiverosjm2o,Blayne Ontiveros,38,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,colehalluma6xy,Cole Hallum,38,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,erikearnestvjj5,Erik Earnest,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,erikwilliamsmgzr,Erik Williams,37,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,jakeverdugo88fu,Jake Verdugo,3,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,jaredsolf5a8j,Jared Solf,14,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,jordanturneryse0,Jordan Turner,37,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,justinmartinezwhw9,Justin Martinez,36,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,kylenixoni7kb,Kyle Nixon,38,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,lucpomales1yc9,Luc Pomales,38,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,mattlemon3u8p,Matt Lemon,4,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,nicksakowskigabx,Nick Sakowski,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,rolandomartinez7fto,Rolando Martinez,35,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Bakersfield,bakersfield,ronniegalindolmtl,Ronnie Galindo,20,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Barstow,barstow,alexpollard881o,Alex Pollard,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Barstow,barstow,dantechavez0y4i,Dante Chavez,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Barstow,barstow,gabrielsotoxw2d,Gabriel Soto,35,8,6,4,0,1.0,83.0,54.0,44.0,0.815,24.0,65.0
