season,cccaa_season,team,team_id,player_id,player_name,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2019,2018-19,Allan Hancock,allanhancock,cameronhiraharag5jx,Cameron Hirahara,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Allan Hancock,allanhancock,christanieicc,Chris Tani,29,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Allan Hancock,allanhancock,daveydemeterkrwx,Davey Demeter,20,0,0,0,0,,8.0,3.0,3.0,1.0,5.0,5.0
2019,2018-19,Allan Hancock,allanhancock,dylankelleyfvqm,Dylan Kelley,18,10,3,4,0,1.0,72.0,32.0,28.0,0.875,20.0,32.0
2019,2018-19,Allan Hancock,allanhancock,elijahdigginsok83,Elijah Diggins,7,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Allan Hancock,allanhancock,evankling9msi,Evan Kling,29,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Allan Hancock,allanhancock,ismaelhernandezu8oy,Ismael Hernandez,38,1,3,4,4,0.636,21.0,13.0,12.0,0.923,14.0,23.0
2019,2018-19,Allan Hancock,allanhancock,jakeshusterichl1kj,Jake Shusterich,34,9,2,3,0,1.0,43.0,35.0,21.0,0.6,16.0,22.0
2019,2018-19,Allan Hancock,allanhancock,jeffraymou0,Jeff Ray,36,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Allan Hancock,allanhancock,josephboivintt1x,Joseph Boivin,16,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Allan Hancock,allanhancock,mikemcleanficx,Mike McLean,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Allan Hancock,allanhancock,nathanalcantarl7lf,Nathan Alcantar,12,0,0,0,0,,16.0,12.0,6.0,0.5,7.0,12.0
2019,2018-19,Allan Hancock,allanhancock,reedodlandsnig,Reed Odland,36,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Allan Hancock,allanhancock,romanmartinezkxl7,Roman Martinez,4,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Allan Hancock,allanhancock,ryanpearceuwxi,Ryan Pearce,29,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Allan Hancock,allanhancock,slimlopezzxnq,Slim Lopez,29,0,0,0,0,,12.0,5.0,4.0,0.8,4.0,6.0
2019,2018-19,Allan Hancock,allanhancock,traviswelkert4qn,Travis Welker,29,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Allan Hancock,allanhancock,trevorgarciamtf5,Trevor Garcia,36,13,4,4,0,1.0,76.0,41.0,23.0,0.561,22.0,65.0
2019,2018-19,Allan Hancock,allanhancock,tristengutierrezpfi0,Tristen Gutierrez,20,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Allan Hancock,allanhancock,zachruddcwka,Zach Rudd,31,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,andrewdankoto9r,Andrew Danko,39,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,caseydemello10tm,Casey DeMello,39,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,colehurtartea8rr,Cole Hurtarte,39,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,dillenfarrell0kke,Dillen Farrell,20,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,dodgerdeganzm63,Dodger DeGan,22,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,gerrettglynni8b6,Gerrett Glynn,28,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,gideonbranchfll6,Gideon Branch,27,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,ianmcisaac6yvx,Ian McIsaac,25,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,jacobrunning99r3,Jacob Running,7,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,lanefield1gyz,Lane Field,40,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,nolanjohnston2si3,Nolan Johnston,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,rayhenryh3to,Ray Henry,23,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,sonnyledfordi7nb,Sonny Ledford,26,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,American River,americanriver,stevenlangleylzg3,Steven Langley,39,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Antelope Valley,antelopevalley,alecsanchez5585,Alec Sanchez,31,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Antelope Valley,antelopevalley,andresharo3ci3,Andres Haro,5,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Antelope Valley,antelopevalley,andrewgarciatsgp,Andrew Garcia,36,12,4,5,0,1.0,89.0,61.0,53.0,0.869,41.0,44.0
2019,2018-19,Antelope Valley,antelopevalley,brandonotisc2mr,Brandon Otis,31,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Antelope Valley,antelopevalley,carlosmartinezmoratb4q,Carlos Martinez-Mora,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Antelope Valley,antelopevalley,celsocastroivz6mg,Celso Castro IV,37,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Antelope Valley,antelopevalley,davidtorresd9pf,David Torres,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Antelope Valley,antelopevalley,ezrahponcew27b,Ezrah Ponce,7,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Antelope Valley,antelopevalley,fabianharoamt6,Fabian Haro,18,0,0,0,0,,16.0,11.0,10.0,0.909,1.0,3.0
2019,2018-19,Antelope Valley,antelopevalley,freddiegarciayqo9,Freddie Garcia,34,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Antelope Valley,antelopevalley,griffinhagenddkw,Griffin Hagen,30,10,3,5,0,1.0,65.0,52.0,45.0,0.865,31.0,28.0
2019,2018-19,Antelope Valley,antelopevalley,hankalfarokjkf,Hank Alfaro,19,0,0,0,0,,3.0,2.0,2.0,1.0,0.0,0.0
2019,2018-19,Antelope Valley,antelopevalley,jakobrussell0gs0,Jakob Russell,29,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Antelope Valley,antelopevalley,jimmylundquistl1ao,Jimmy Lundquist,6,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,Antelope Valley,antelopevalley,jjholidayyv21,JJ Holiday,37,10,5,6,0,1.0,61.0,51.0,33.0,0.647,31.0,39.0
2019,2018-19,Antelope Valley,antelopevalley,joelamontjify,Joe Lamont,21,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
