date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Pasadena City,W,11-4,11,4,7,win,20230127_qzop,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
Feb 3,home,Mt. San Antonio,L,21-5,21,5,16,win,20230203_0thr,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
Feb 4,home,Mt. San Antonio,W,6-4,6,4,2,win,20230204_y0ti,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
Feb 7,home,Mt. San Antonio,W,7-2,7,2,5,win,20230207_epoh,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
Feb 9,home,LA Pierce,W,15-4,15,4,11,win,20230209_lgbj,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
Feb 10,home,Merced,W,13-2,13,2,11,win,20230210_brje,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
Feb 11,home,Moorpark,L,7-5,7,5,2,win,20230211_8sa0,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
Feb 22,home,San Bernardino Valley,W,11-5,11,5,6,win,20230222_cge5,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
Mar 4,home,Canyons,W,13-7,13,7,6,win,20230304_h5ab,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
Mar 17,home,Golden West,W,6-5,6,5,1,win,20230317_34ao,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
Mar 31,home,Riverside,W,9-6,9,6,3,win,20230331_kmnp,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
Apr 15,home,Saddleback,L,16-2,16,2,14,win,20230415_iel7,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
Apr 22,home,Santa Ana,W,8-7,8,7,1,win,20230422_rjof,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Cypress,cypress,andrenaranjozljq,Andre Naranjo
