date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,San Diego City,W,6-1,6,1,5,win,20180127_e88r,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Jan 30,home,El Camino,W,5-2,5,2,3,win,20180130_7wl2,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Feb 1,home,Santa Barbara,W,5-1,5,1,4,win,20180201_qvt8,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Feb 2,home,Santa Barbara,L,5-4,5,4,1,win,20180202_npx3,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Feb 8,home,Cuesta,W,10-6,10,6,4,win,20180208_bdq3,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Feb 9,home,Cuesta,L,10-6,10,6,4,win,20180209_qzjx,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Feb 16,home,Chaffey,W,21-3,21,3,18,win,20180216_9t30,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Feb 21,home,San Diego Mesa,W,5-4,5,4,1,win,20180221_tlci,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Feb 22,home,Southwestern,W,7-0,7,0,7,win,20180222_hzt3,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Feb 24,home,Compton,W,22-1,22,1,21,win,20180224_t41e,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Feb 27,home,Chaffey,W,17-0,17,0,17,win,20180227_kn6c,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Mar 6,home,Irvine Valley,W,14-3,14,3,11,win,20180306_zylt,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Mar 15,home,Riverside,W,8-5,8,5,3,win,20180315_uy72,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Mar 17,home,Riverside,W,8-1,8,1,7,win,20180317_rbq4,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Mar 27,home,Reedley,L,3-1,3,1,2,win,20180327_u94k,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Mar 29,home,Bakersfield,W,23-2,23,2,21,win,20180329_4276,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Apr 3,home,Orange Coast,W,8-1,8,1,7,win,20180403_1sk0,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Apr 6,home,Orange Coast,L,7-4,7,4,3,win,20180406_3rn8,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Apr 10,home,Santa Ana,W,13-1,13,1,12,win,20180410_yjr2,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Apr 12,home,Santa Ana,L,9-7,9,7,2,win,20180412_z6v0,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Apr 14,home,Santa Ana,W,5-3,5,3,2,win,20180414_o5f3,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Apr 17,home,Cypress,W,7-0,7,0,7,win,20180417_v9tm,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Apr 19,home,Cypress,L,10-6,10,6,4,win,20180419_ragu,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Apr 21,home,Cypress,W,5-2,5,2,3,win,20180421_zthk,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Apr 26,home,Golden West,W,8-7,8,7,1,win,20180426_v9ad,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
Apr 27,home,Golden West,L,5-4,5,4,1,win,20180427_kpf2,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
May 4,home,East Los Angeles,W,16-5,16,5,11,win,20180504_kt12,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
May 5,home,East Los Angeles,W,7-5,7,5,2,win,20180505_kd5v,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
May 11,home,Palomar,W,9-5,9,5,4,win,20180511_s5zs,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
May 12,home,Palomar,W,8-6,8,6,2,win,20180512_og6g,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
May 18,home,Mt. San Antonio,L,7-6,7,6,1,win,20180518_w2w1,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
May 19,home,Mt. San Antonio,W,13-4,13,4,9,win,20180519_krzs,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
May 20,home,Mt. San Antonio,L,3-2,3,2,1,win,20180520_mlit,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,Saddleback,saddleback,jordanfitzgerald8wu3,Jordan Fitzgerald
