date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 3,home,Santa Rosa,L,5-1,5,1,4,win,20120203_2hi9,0,0,0,0,3.0,1,0,0,0.00,2,2,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Feb 4,home,Santa Rosa,L,14-6,14,6,8,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Feb 9,home,Sacramento City,W,10-4,10,4,6,win,20120209_jiql,1,0,0,0,4.1,5,2,2,4.15,4,2,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Feb 10,home,Sacramento City,L,4-3,4,3,1,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Feb 10,home,Sacramento City,W,5-4,5,4,1,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Feb 14,home,Cosumnes River,W,2-1,2,1,1,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Feb 16,home,Fresno City,W,4-3,4,3,1,win,20120216_6r6f,1,0,0,0,5.0,4,2,0,0.00,3,3,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Feb 16,home,Fresno City,L,2-0,2,0,2,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Feb 17,home,Fresno City,W,6-5,6,5,1,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Feb 21,home,Cosumnes River,W,7-3,7,3,4,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Feb 23,home,Sierra,W,10-9,10,9,1,win,20120223_scap,1,0,0,0,4.1,5,5,3,6.23,4,4,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Feb 25,home,Sierra,L,9-4,9,4,5,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Feb 28,home,Skyline,W,7-6,7,6,1,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Mar 2,home,Mission,W,7-4,7,4,3,win,20120302_hjb4,1,0,0,0,5.0,4,3,3,5.40,2,2,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Mar 6,home,West Valley,L,5-1,5,1,4,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Mar 8,home,De Anza,L,7-5,7,5,2,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Mar 10,home,San Mateo,W,7-2,7,2,5,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Mar 16,home,Ohlone,L,9-6,9,6,3,win,20120316_o99o,0,0,0,0,0.0,1,2,1,INF,1,0,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Mar 20,home,Cabrillo,L,5-0,5,0,5,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Mar 22,home,San Francisco,W,14-0,14,0,14,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Mar 27,home,Monterey,W,4-0,4,0,4,win,20120327_8e1e,1,1,0,0,7.0,6,0,0,0.00,3,5,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Mar 29,home,Mission,W,6-1,6,1,5,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Mar 30,home,West Valley,W,9-2,9,2,7,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Apr 3,home,Gavilan,W,6-0,6,0,6,win,20120402_2ka0,1,1,0,0,5.0,4,0,0,0.00,1,3,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Apr 5,home,De Anza,W,17-7,17,7,10,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Apr 7,home,San Mateo,L,5-1,5,1,4,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Apr 16,home,Canada,W,7-6,7,6,1,win,20120416_3tnd,1,1,0,0,7.0,4,3,2,2.57,5,2,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Apr 17,home,De Anza,W,12-1,12,1,11,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Apr 19,home,San Mateo,L,12-1,12,1,11,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Apr 21,home,West Valley,L,7-6,7,6,1,win,20120421_n53p,0,0,1,0,3.2,4,1,1,2.45,0,3,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Apr 23,home,San Francisco,W,14-0,14,0,14,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Apr 24,home,San Francisco,W,6-2,6,2,4,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Apr 26,home,Mission,W,11-1,11,1,10,win,20120426_weev,1,1,0,0,7.0,3,0,0,0.00,4,0,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
Apr 27,home,Hartnell,W,14-1,14,1,13,win,20120427_5dzs,0,0,0,0,0.0,,,,0.00,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
May 5,home,Ohlone,L,7-6,7,6,1,win,20120505_wjum,1,0,0,0,6.2,5,2,1,1.35,2,5,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
May 6,home,Ohlone,L,7-3,7,3,4,win,,,,,,,,,,,,,2012,2011-12,Chabot,chabot,mattnaraharaq86t,Matt Narahara
