date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 24  #,home,Mission,,,,,7,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Jan 27,home,Fresno City,L,6-0,6,0,6,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Jan 28,home,Fresno City,W,3-1,3,1,2,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Jan 31,home,Cosumnes River,W,5-4,5,4,1,win,20170131_tjub,1,0,0,0,5.0,4,3,2,3.60,2,4,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 3,home,Cosumnes River,W,9-6,9,6,3,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 4,home,Cosumnes River,L,8-4,8,4,4,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 8,home,Solano,W,12-7,12,7,5,win,20170208_zfvl,1,0,0,0,4.0,4,1,1,2.25,3,6,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 10,home,Shasta,W,18-3,18,3,15,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 11,home,Shasta,W,15-5,15,5,10,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 12,home,Shasta,W,14-4,14,4,10,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 14,home,Solano,L,9-4,9,4,5,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 15,home,Laney,W,5-1,5,1,4,win,20170215_5laz,1,1,0,0,8.0,4,1,0,0.00,2,3,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 18,home,Laney,W,14-4,14,4,10,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 21,home,West Valley,W,13-2,13,2,11,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 23,home,West Valley,W,10-9,10,9,1,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 25,home,San Francisco,W,7-2,7,2,5,win,20170225_n0n9,1,1,0,0,5.0,3,2,2,3.60,2,6,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Feb 28,home,De Anza,W,1-0,1,0,1,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Mar 2,home,West Valley,W,6-2,6,2,4,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Mar 3,home,San Francisco,L,6-5,6,5,1,win,20170303_y75k,1,0,1,0,2.1,5,4,4,15.43,1,1,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Mar 7,home,Ohlone,L,5-4,5,4,1,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Mar 9,home,Ohlone,L,10-5,10,5,5,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Mar 11,home,Hartnell,W,6-5,6,5,1,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Mar 14,home,Hartnell,L,9-7,9,7,2,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Mar 16,home,Monterey,W,7-1,7,1,6,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Mar 18,home,Monterey,W,8-3,8,3,5,win,20170318_ke8u,1,0,0,0,3.1,4,2,2,5.40,1,4,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Mar 25,home,Canada,W,14-1,14,1,13,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Mar 28,home,Canada,W,9-6,9,6,3,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Mar 30,home,Gavilan,W,25-2,25,2,23,win,20170330_nbcs,1,1,0,0,6.1,2,0,0,0.00,2,5,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Apr 1,home,Gavilan,W,11-1,11,1,10,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Apr 6,home,Mission,W,11-1,11,1,10,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Apr 8,home,Chabot,L,9-1,9,1,8,win,20170408_r5lr,1,0,1,0,2.0,5,4,4,18.00,0,3,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Apr 11,home,Cabrillo,W,3-2,3,2,1,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Apr 13,home,Cabrillo,L,9-5,9,5,4,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Apr 15,home,Ohlone,L,7-1,7,1,6,win,20170415_i4dy,1,0,1,0,2.0,2,3,3,13.50,2,0,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Apr 18,home,Hartnell,L,7-6,7,6,1,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Apr 20,home,Monterey,W,13-4,13,4,9,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Apr 22,home,Sacramento City,W,7-4,7,4,3,win,20170422_ccxu,0,0,0,0,0.2,1,1,,0.00,2,1,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Apr 25,home,Canada,W,6-2,6,2,4,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Apr 27,home,Gavilan,W,11-2,11,2,9,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
Apr 28,home,Cabrillo,W,7-6,7,6,1,win,20170428_88rd,0,0,0,0,2.0,,,,0.00,2,1,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
May 5,home,San Joaquin Delta,L,8-2,8,2,6,win,,,,,,,,,,,,,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
May 6,home,San Joaquin Delta,L,10-3,10,3,7,win,20170506_ypip,0,0,0,0,1.0,,,,0.00,,1,2017,,Skyline,skyline,richardboe0g3j,Richard Boe
