date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 1,home,Mendocino,L,1-0,1,0,1,win,20140201_eigv,1,0,0,0,7.0,3,,,0.00,4,8,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Feb 9,home,Skyline,L,9-8,9,8,1,win,20140209_dnuy,1,0,0,0,2.0,5,7,7,31.50,1,2,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Feb 16,home,Contra Costa,L,13-4,13,4,9,win,20140216_g5ei,1,0,1,0,0.2,5,6,0,0.00,1,0,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Feb 22,home,Yuba,L,3-2,3,2,1,win,20140222_5zxt,1,0,0,0,7.2,4,2,1,1.17,4,1,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Mar 1,home,Butte,L,6-4,6,4,2,win,20140301_eqjp,1,0,1,0,5.0,6,5,5,9.00,4,5,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Mar 8,home,Feather River,L,11-1,11,1,10,win,20140308_2iw5,0,0,1,0,5.0,11,5,5,9.00,1,3,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Mar 14,home,Siskiyous,L,7-2,7,2,5,win,20140314_eabi,0,0,1,0,2.0,3,4,0,0.00,2,1,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Mar 21,home,Shasta,L,16-15,16,15,1,win,20140321_6ydo,0,0,0,0,1.2,7,5,5,27.00,2,,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Mar 22,home,Shasta,L,8-2,8,2,6,win,20140322_fhjp,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Mar 22,home,Shasta,W,3-1,3,1,2,win,20140322_989n,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Apr 4,home,Butte,L,7-6,7,6,1,win,20140404_arht,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Apr 5,home,Butte,L,6-4,6,4,2,win,20140405_lokq,1,0,0,0,5.0,7,3,2,3.60,3,2,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Apr 9,home,Feather River,L,5-0,5,0,5,win,20140409_pd87,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Apr 9,home,Feather River,L,12-9,12,9,3,win,20140409_1ltv,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Apr 12,home,Siskiyous,L,8-7,8,7,1,win,20140412_6qut,1,0,1,0,2.2,5,8,1,3.38,1,2,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Apr 16,home,Lassen,W,5-4,5,4,1,win,20140416_1hrt,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Apr 19,home,Shasta,L,9-3,9,3,6,win,20140419_6kmo,0,0,0,0,3.0,1,0,0,0.00,3,2,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
Apr 24,home,Lassen,W,1-0,1,0,1,win,20140424_afyv,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Redwoods,redwoods,kentonjohnsonknae,Kenton Johnson
