date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 25,home,Feather River,L,12-6,12,6,6,win,20190125_sqz7,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Feb 1,home,Ohlone,L,6-0,6,0,6,win,20190201_9yfy,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Feb 1,home,Ohlone,W,11-1,11,1,10,win,20190201_ayws,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Feb 5,home,San Joaquin Delta,L,24-4,24,4,20,win,20190205_nhbk,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Feb 7,home,San Joaquin Delta,L,11-2,11,2,9,win,20190207_blkn,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Feb 8,home,Moorpark,W,14-9,14,9,5,win,20190208_556v,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Feb 15,home,LA Harbor,W,13-1,13,1,12,win,20190215_wtl5,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Feb 18,home,LA Harbor,L,1-0,1,0,1,win,20190218_h0lc,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Feb 20,home,Long Beach,L,2-1,2,1,1,win,20190220_877l,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Feb 22,home,Bakersfield,W,7-1,7,1,6,win,20190222_7p33,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Feb 26,home,Antelope Valley,W,15-8,15,8,7,win,20190226_0lm4,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Feb 28,home,Allan Hancock,W,15-9,15,9,6,win,20190228_11bq,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 1,home,Allan Hancock,L,5-1,5,1,4,win,20190301_k60u,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 2,home,Antelope Valley,W,3-1,3,1,2,win,20190302_oxri,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 7,home,Fresno City,W,11-2,11,2,9,win,20190307_0zfs,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 8,home,Fresno City,L,12-8,12,8,4,win,20190308_k359,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 9,home,Fresno City,L,10-4,10,4,6,win,20190309_1umq,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 12,home,Cerro Coso,W,20-7,20,7,13,win,20190312_syw0,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 14,home,Cerro Coso,W,7-6,7,6,1,win,20190314_e1t8,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 16,home,Cerro Coso,W,15-9,15,9,6,win,20190316_npx3,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 19,home,Reedley,W,8-5,8,5,3,win,20190319_og6y,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 21,home,Reedley,W,15-6,15,6,9,win,20190321_d1bc,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 23,home,Reedley,W,8-2,8,2,6,win,20190323_g7zv,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 26,home,West Hills Coalinga,W,9-4,9,4,5,win,20190326_s78v,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
Mar 28,home,West Hills Coalinga,W,10-0,10,0,10,win,20190328_96q5,0,0,0,0,0.0,,,,0.00,,,2019,,Taft,taft,andresrolonz70z,Andres Rolon
