date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 5,home,LA Pierce,W,13-9,13,9,4,win,20160205_w3tc,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Feb 6,home,LA Pierce,L,12-10,12,10,2,win,20160206_nt6m,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Feb 9,home,Santa Ana,L,19-13,19,13,6,win,20160209_6efk,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Feb 11,home,Santa Ana,L,8-3,8,3,5,win,20160211_s2zj,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Feb 13,home,El Camino-Compton Center,W,9-1,9,1,8,win,20160213_pbtx,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Feb 27,home,Folsom Lake,L,7-5,7,5,2,win,20160227_qpmf,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Mar 3,home,Irvine Valley,W,5-3,5,3,2,win,20160303_k0xf,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Mar 5,home,Pasadena City,W,4-3,4,3,1,win,20160305_ngkm,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Mar 8,home,West LA,W,13-4,13,4,9,win,20160308_mso3,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Mar 10,home,West LA,L,5-4,5,4,1,win,20160310_qdr1,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Mar 17,home,Canyons,L,4-2,4,2,2,win,20160317_aejo,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Mar 18,home,Canyons,L,6-5,6,5,1,win,20160318_sv8o,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Mar 23,home,Moorpark,W,19-5,19,5,14,win,20160323_kdua,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Apr 9,home,Antelope Valley,W,10-0,10,0,10,win,20160409_1ld8,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Apr 21,home,Bakersfield,L,7-3,7,3,4,win,20160421_xw6t,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
Apr 23,home,Bakersfield,L,7-3,7,3,4,win,20160423_93gj,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,LA Valley,lavalley,salomonsalazard4k8,Salomon Salazar
