date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 30,home,Laney,L,6-4,6,4,2,win,20140130_edgn,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Feb 1,home,Laney,L,2-1,2,1,1,win,20140201_nquj,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Feb 4,home,Los Medanos,L,5-0,5,0,5,win,20140204_qfgz,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Feb 6,home,Los Medanos,L,12-6,12,6,6,win,20140206_9pas,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Feb 10,home,Los Medanos,L,6-5,6,5,1,win,20140210_b513,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Feb 11,home,Canada,L,4-1,4,1,3,win,20140211_d3z3,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Feb 13,home,Napa,L,3-2,3,2,1,win,20140213_6lyp,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Feb 15,home,Napa,W,8-7,8,7,1,win,20140215_bi06,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Feb 18,home,Gavilan,W,6-2,6,2,4,win,20140218_gv3k,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Feb 20,home,Marin,L,12-4,12,4,8,win,20140220_fbb6,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Feb 22,home,Gavilan,W,12-11,12,11,1,win,,,,,,,,,,,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Feb 25,home,Mission,L,8-3,8,3,5,win,,,,,,,,,,,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Feb 27,home,Canada,L,5-4,5,4,1,win,20140227_9w61,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Mar 1,home,Canada,L,8-0,8,0,8,win,20140301_tpp1,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Mar 4,home,De Anza,W,4-3,4,3,1,win,20140304_ev3r,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Mar 6,home,San Mateo,L,4-0,4,0,4,win,20140306_qz3p,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Mar 8,home,West Valley,W,6-2,6,2,4,win,20140308_vkbc,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Mar 11,home,Ohlone,L,22-8,22,8,14,win,20140311_mfvw,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Mar 13,home,Chabot,L,10-1,10,1,9,win,20140313_rfyi,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Mar 14,home,San Mateo,L,11-3,11,3,8,win,,,,,,,,,,,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Mar 18,home,Gavilan,L,4-2,4,2,2,win,20140318_te9x,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Mar 20,home,Chabot,L,3-1,3,1,2,win,,,,,,,,,,,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Mar 22,home,De Anza,L,9-2,9,2,7,win,,,,,,,,,,,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
Mar 27,home,Mission,L,6-0,6,0,6,win,20140327_4yr9,0,0,0,0,0.0,,,,0.00,,,2014,,San Francisco,sanfrancisco,scottdrinkwaterjv2q,Scott Drinkwater
