date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 29,home,Santa Rosa,W,7-6,7,6,1,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Jan 31,home,Santa Rosa,L,4-3,4,3,1,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Feb 3,home,Sacramento City,W,10-2,10,2,8,win,20150203_pcua,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Feb 5,home,Sacramento City,L,13-7,13,7,6,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Feb 9,home,Sacramento City,W,7-6,7,6,1,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Feb 11,home,Cosumnes River,L,8-4,8,4,4,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Feb 13,home,Fresno City,L,5-1,5,1,4,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Feb 14,home,Fresno City,L,4-3,4,3,1,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Feb 17,home,Cosumnes River,L,8-5,8,5,3,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Feb 19,home,Sierra,L,5-3,5,3,2,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Feb 21,home,Sierra,L,9-4,9,4,5,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Feb 24,home,West Valley,W,12-11,12,11,1,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Feb 26,home,Mission,L,3-1,3,1,2,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Feb 27,home,San Joaquin  Delta,L,5-3,5,3,2,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 3,home,San Mateo,L,7-0,7,0,7,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 5,home,Cabrillo,L,3-0,3,0,3,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 6,home,Mission,W,12-6,12,6,6,win,20150306_t3wo,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 10,home,Skyline,L,9-5,9,5,4,win,20150310_4zhc,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 12,home,San Francisco,L,3-2,3,2,1,win,20150312_6817,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 14,home,De Anza,L,17-4,17,4,13,win,20150314_zg9i,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 17,home,Ohlone,W,8-0,8,0,8,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 19,home,San Francisco,W,7-1,7,1,6,win,20150319_9i8v,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 21,home,San Mateo,L,9-3,9,3,6,win,20150321_gcby,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 24,home,Mission,L,6-4,6,4,2,win,,,,,,,,,,,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 26,home,West Valley,L,12-10,12,10,2,win,20150326_e4jh,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 28,home,Canada,W,10-3,10,3,7,win,20150328_n3us,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Mar 31,home,Gavilan,W,17-11,17,11,6,win,20150330_cog5,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Apr 2,home,De Anza,W,6-5,6,5,1,win,20150401_cgjl,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Apr 7,home,Hartnell,W,5-4,5,4,1,win,20150407_r1qt,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Apr 9,home,De Anza,W,15-4,15,4,11,win,20150408_m9ov,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Apr 11,home,West Valley,W,21-9,21,9,12,win,20150411_9xwn,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Apr 14,home,Monterey,L,8-4,8,4,4,win,20150414_r7ws,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Apr 16,home,San Mateo,L,6-3,6,3,3,win,20150416_5tnc,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Apr 18,home,Mission,W,6-4,6,4,2,win,20150418_y3rg,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Apr 21,home,San Francisco,W,9-3,9,3,6,win,20150421_5s6h,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
Apr 22,home,San Mateo,W,15-13,15,13,2,win,20150422_8bl5,0,0,0,0,0.0,,,,0.00,,,2015,,Chabot,chabot,danielburschingerwhme,Daniel Burschinger
