date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 2,home,Mt. San Antonio,W,6-4,6,4,2,win,20160202_z0px,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Mt. San Jacinto,mtsanjacinto,alexestanislaoc3rz,Alex Estanislao
Feb 9,home,Cerritos,L,18-8,18,8,10,win,20160209_u1af,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Mt. San Jacinto,mtsanjacinto,alexestanislaoc3rz,Alex Estanislao
Feb 11,home,Irvine Valley,L,10-7,10,7,3,win,20160211_cekg,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Mt. San Jacinto,mtsanjacinto,alexestanislaoc3rz,Alex Estanislao
Feb 23,home,Fullerton,W,9-0,9,0,9,win,20160223_v0bn,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Mt. San Jacinto,mtsanjacinto,alexestanislaoc3rz,Alex Estanislao
Feb 25,home,Citrus,L,20-4,20,4,16,win,20160225_7v5w,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Mt. San Jacinto,mtsanjacinto,alexestanislaoc3rz,Alex Estanislao
Mar 24,home,Imperial Valley,W,14-4,14,4,10,win,20160324_q4a6,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Mt. San Jacinto,mtsanjacinto,alexestanislaoc3rz,Alex Estanislao
Mar 25,home,Imperial Valley,W,18-3,18,3,15,win,20160325_kexi,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Mt. San Jacinto,mtsanjacinto,alexestanislaoc3rz,Alex Estanislao
Apr 2,home,Palomar,L,18-0,18,0,18,win,20160402_idr5,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Mt. San Jacinto,mtsanjacinto,alexestanislaoc3rz,Alex Estanislao
Apr 13,home,Southwestern,L,19-7,19,7,12,win,20160413_5wwl,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Mt. San Jacinto,mtsanjacinto,alexestanislaoc3rz,Alex Estanislao
Apr 28,home,Grossmont,L,11-3,11,3,8,win,20160428_q4d0,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Mt. San Jacinto,mtsanjacinto,alexestanislaoc3rz,Alex Estanislao
Apr 29,home,Grossmont,L,10-1,10,1,9,win,20160429_tfq4,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Mt. San Jacinto,mtsanjacinto,alexestanislaoc3rz,Alex Estanislao
