date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 26,home,Merced,L,9-3,9,3,6,win,20180126_6z06,1,0,1,0,3.1,7,4,4,10.80,3,3,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Jan 27,home,San Joaquin Delta,L,25-4,25,4,21,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 1,home,San Francisco,W,8-3,8,3,5,win,20180201_aehy,1,1,0,0,7.0,3,2,1,1.29,2,5,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 3,home,Laney,W,14-6,14,6,8,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 6,home,Mission,L,18-6,18,6,12,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 8,home,West Hills Coalinga,W,11-1,11,1,10,win,20180208_wi6s,1,1,0,0,7.0,6,1,0,0.00,3,11,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 10,home,West Hills Coalinga,W,8-2,8,2,6,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 13,home,De Anza,L,4-0,4,0,4,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 16,home,Ventura,W,8-2,8,2,6,win,20180216_2zaj,1,1,0,0,8.0,8,2,2,2.25,2,7,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 16,home,Ventura,L,8-5,8,5,3,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 17,home,Ventura,L,6-1,6,1,5,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 20,home,Reedley,W,12-0,12,0,12,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 22,home,Reedley,W,6-5,6,5,1,win,20180222_dib5,1,1,0,0,7.0,8,5,3,3.86,4,9,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 24,home,Los Medanos,L,12-8,12,8,4,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 24,home,Los Medanos,W,9-3,9,3,6,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Feb 27,home,West Valley,L,6-4,6,4,2,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Mar 6,home,Canada,L,8-1,8,1,7,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Mar 8,home,Canada,W,6-0,6,0,6,win,20180308_rccn,1,1,0,0,9.0,1,0,0,0.00,1,12,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
Mar 10,home,Canada,L,5-4,5,4,1,win,,,,,,,,,,,,,2018,,Monterey Peninsula,montereypeninsula,musashidonaldkawauchi8ep3,Musashi (Donald) Kawauchi
